rxn,rxnNames,subSystem
ALAtN1,"Alanine transport (Na, H coupled)","Transport, extracellular"
ALCD1,"alcohol dehydrogenase (methanol)","Miscellaneous"
ALCD21_D,"alcohol dehydrogenase (D-1,2-propanediol)","Pyruvate metabolism"
ALCD21_L,"alcohol dehydrogenase (L-1,2-propanediol)","Pyruvate metabolism"
ALCD22_D,"alcohol dehydrogenase (D-lactaldehyde)","Pyruvate metabolism"
ALCD22_L,"alcohol dehydrogenase (L-lactaldehyde)","Pyruvate metabolism"
ALCD2if,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)","Glycolysis/gluconeogenesis"
ALCD2yf,"alcohol dehydrogenase (ethanol, NADP), forward reaction","Glycolysis/gluconeogenesis"
ALDD21,"aldehyde dehydrogenase (pristanal, NAD)","Fatty acid oxidation"
ALDD2x,"aldehyde dehydrogenase (acetaldehyde, NAD)","Glycolysis/gluconeogenesis"
ALDD2xm,"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial","Glycolysis/gluconeogenesis"
ALDD2y,"aldehyde dehydrogenase (acetaldehyde, NADP)","Glycolysis/gluconeogenesis"
ALDSTRNte,"aldosterone transport","Transport, extracellular"
ALDSTRNtm,"aldosterone intracellular transport","Transport, mitochondrial"
ALOX5,"Arachidonate 5-lipoxygenase","Eicosanoid metabolism"
ALOX52,"Arachidonate 5-lipoxygenase","Eicosanoid metabolism"
ALR2,"aldose reductase (methylglyoxal)","Pyruvate metabolism"
ALR3,"aldose reductase (acetol)","Pyruvate metabolism"
AMACR2p,"alpha-methylacyl-CoA racemase (reductase)","Bile acid synthesis"
AMACRp,"alpha-methylacyl-CoA racemase","Bile acid synthesis"
AMANK,"N-acetyl-D-mannosamine kinase","Aminosugar metabolism"
AMCOXO,"2-aminomuconate reductase","Tryptophan metabolism"
AMETr,"S-Adenosyl-L-methionine intracellular diffusion","Transport, endoplasmic reticular"
AMETt2m,"S-Adenosyl-L-methionine reversible transport, mitochondrial","Transport, mitochondrial"
AMPDA,"Adenosine monophosphate deaminase","Nucleotide interconversion"
AMPTASECG,"alanyl aminopeptidase (cys-gly)","Glutathione metabolism"
AMPTASECGe,"alanyl aminopeptidase (cys-gly) (e)","Glutathione metabolism"
AMPtp,"AMP transporter, peroxisome","Transport, peroxisomal"
AMY1e,"alpha-amylase, extracellular (strch1 -> strch2)","Starch and sucrose metabolism"
AMY2e,"alpha-amylase, extracellular (glygn2 -> glygn4)","Starch and sucrose metabolism"
ANDRSTRNGLCte,"glucuronidated compound transport","Transport, extracellular"
ANDRSTRNGLCtr,"glucuronidated compound transport (ER)","Transport, endoplasmic reticular"
ANDRSTRNte,"androsterone transport","Transport, extracellular"
ANDRSTRNtr,"androsterone intracellular transport","Transport, endoplasmic reticular"
ANTIPYRENEte,"xenobiotic transport","Transport, extracellular"
AOBUTDsm,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)","Glycine, serine, alanine and threonine metabolism"
APAT2rm,"3-Aminopropanoate:2-oxoglutarate aminotransferase (m)","beta-Alanine metabolism"
APNNOXte,"xenobiotic transport","Transport, extracellular"
APOCF,"Apocarboxylase formation","Biotin metabolism"
APOCFm,"Apocarboxylase formation, mitochondrial","Biotin metabolism"
APOC_LYS_BTNP,"proteolysis of apoC-Lys-btn","Biotin metabolism"
APOC_LYS_BTNPm,"proteolysis of apoC-Lys-btn, mitochondrial","Biotin metabolism"
APPNNte,"xenobiotic transport","Transport, extracellular"
APRGSTRNte,"hydroxyprogesterone transport","Transport, extracellular"
ARAB_Lt,"L-arabinoase extracellular transport","Transport, extracellular"
ARABR,"arabinose reductase","Pentose phosphate pathway"
ARACHCOAtx,"fatty acid intracellular transport","Transport, peroxisomal"
ARACHCPT1,"carnitine transferase","Fatty acid oxidation"
ARACHCPT2,"carnitine transferase","Fatty acid oxidation"
ARACHCRNt,"transport into the mitochondria (carnitine)","Fatty acid oxidation"
ARACHDCOAtx,"fatty acid intracellular transport","Transport, peroxisomal"
ARACHDt2,"fatty acid transport via diffusion","Transport, extracellular"
ARACHDtr,"intracellular transport","Transport, endoplasmic reticular"
ARACHt,"fatty acid transport via diffusion","Transport, extracellular"
ARGDCm,"arginine decarboxylase (m)","Arginine and Proline Metabolism"
ARGLYSex,"Arginine/Lysine exchanger (Arg in)","Transport, extracellular"
ARGN,"arginase","Urea cycle"
ARGNm,"arginase (m)","Urea cycle"
ARGSL,"argininosuccinate lyase","Alanine and aspartate metabolism"
ARGSS,"argininosuccinate synthase","Alanine and aspartate metabolism"
ARGt4,"L-arginine transport in via sodium symport","Transport, extracellular"
ARGtiDF,"L-arginine transport via diffusion (extracellular to cytosol)","Transport, extracellular"
ARGtm,"arginine mitochondrial transport via ornithine carrier","Transport, mitochondrial"
ARSA,"Arylsulfatase A","Sphingolipid metabolism"
ARTCOAL1,"R group coenzyme a ligase","R group synthesis"
ARTCOAL2,"R group coenzyme a ligase","R group synthesis"
ARTCOAL3,"R group coenzyme a ligase","R group synthesis"
R_group_phosphotase_1,"R group phosphotase 1","Unassigned"
R_group_phosphotase_2,"R group phosphotase 2","Unassigned"
R_group_phosphotase_3,"R group phosphotase 3","Unassigned"
ASAH1,"N-acylsphingosine amidohydrolase","Sphingolipid metabolism"
ASCBOX,"ascorbic acid oxidase","Vitamin C metabolism"
ASCBt,"L-ascorbate transport via facilitated diffusion","Transport, extracellular"
ASCBt4,"L-ascorbate transport via proton symport","Transport, extracellular"
ASNALANaEx,"L-alanine/L-asparagine Na-dependent exchange (Asn-L in)","Transport, extracellular"
ASNCYSNaEx,"L-cysteine/L-asparagine Na-dependent exchange (Asn-L in)","Transport, extracellular"
ASNGLNNaEx,"L-glutamine/L-asparagine Na-dependent exchange (Asn-L in)","Transport, extracellular"
ASNNm,"L-asparaginase (mitochondrial)","Alanine and aspartate metabolism"
ASNS1,"asparagine synthase (glutamine-hydrolysing)","Alanine and aspartate metabolism"
ASNSERNaEx,"L-serine/L-asparagine Na-dependent exchange (Asn-L in)","Transport, extracellular"
ASNt4,"L-asparagine transport in via sodium symport","Transport, extracellular"
ASNTHRNaEx,"L-threonine/L-asparagine Na-dependent exchange (Asn-L in)","Transport, extracellular"
ASNtm,"L-asparagine transport, mitochondrial","Transport, mitochondrial"
ASNtN1,"Asparagine transport (Na, H coupled)","Transport, extracellular"
Asn_X_Ser_Thrtr,"Asn-X-Ser/Thr transport (from ER to lysosome)","Transport, endoplasmic reticular"
ASP1DC,"aspartate 1-decarboxylase","beta-Alanine metabolism"
ASPCTr,"aspartate carbamoyltransferase (reversible)","Pyrimidine synthesis"
ASPDt6,"D-aspartate transport via Na, H symport and K antiport","Transport, extracellular"
ASPDxt,"D-aspartate transport, peroxisomal","Transport, peroxisomal"
ASPGLUm,"aspartate-glutamate mitochondrial shuttle","Transport, mitochondrial"
ASPNATm,"aspartate N-acetyltransferase, mitochondrial","Alanine and aspartate metabolism"
ASPt6,"L-aspartate transport via Na, H symport and K antiport","Transport, extracellular"
ASPTA,"aspartate transaminase","Alanine and aspartate metabolism"
ASPTAm,"aspartate transaminase","Alanine and aspartate metabolism"
ATP1ter,"ADP/ATP transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
ATP2ter,"AMP/ATP transporter, endoplasmic reticulum","Transport, endoplasmic reticular"
ATPasel,"V-type ATPase, H+ transporting, lysosomal","Transport, lysosomal"
ATPH1e,"ATP diphosphohydrolase","Nucleotide interconversion"
ATPH2e,"ATP diphosphohydrolase","Nucleotide interconversion"
ATPS4m,"ATP synthase (four protons for one ATP)","Oxidative phosphorylation"
ATPtm,"ADP/ATP transporter, mitochondrial","Transport, mitochondrial"
ATPtn,"ATP diffusion in nucleus","Transport, nuclear"
ATPtx,"ATP transporter, peroxisomal","Transport, peroxisomal"
AVITE1t,"alpha-Tocopherol (Vit. E) transport","Transport, extracellular"
AVITE2t,"alpha-tocotrienol (Vit. E) transport","Transport, extracellular"
B_MANNASEly,"beta-mannosidase, lysosomal","N-glycan degradation"
B3GALT3g,"Beta-1,3-galactosyltransferase 3","Sphingolipid metabolism"
B3GALT41g,"Beta-1,3-galactosyltransferase 4","Sphingolipid metabolism"
B3GALT42g,"Beta-1,3-galactosyltransferase 4","Sphingolipid metabolism"
B3GALT43g,"Beta-1,3-galactosyltransferase 4","Sphingolipid metabolism"
B3GALT44g,"Beta-1,3-galactosyltransferase 4","Sphingolipid metabolism"
B3GALT5g,"Beta-1,3-galactosyltransferase 5","Sphingolipid metabolism"
B3GALTg,"Beta galactosyltransferase","Blood group synthesis"
B3GNT11g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","Blood group synthesis"
B3GNT12g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1","Blood group synthesis"
B3GNT310g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT311g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT312g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT313g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT314g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT315g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Blood group synthesis"
B3GNT31g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT32g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT33g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT34g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT35g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT36g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT37g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT39g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, Golgi apparatus","Sphingolipid metabolism"
B3GNT51g,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5","Blood group synthesis"
BAAT1x,"bile acid Coenzyme A: amino acid N-acyltransferase","Bile acid synthesis"
BAAT2x,"bile acid Coenzyme A: amino acid N-acyltransferase","Bile acid synthesis"
BAAT3x,"bile acid Coenzyme A: amino acid N-acyltransferase","Bile acid synthesis"
BAAT4x,"bile acid Coenzyme A: amino acid N-acyltransferase","Bile acid synthesis"
BACCL,"biotin-[acetyl-CoA-carboxylase] ligase","Biotin metabolism"
BACCLm,"biotin-[acetyl-CoA-carboxylase] ligase, mitochondrial","Biotin metabolism"
BALAtmr,"Beta-alanine reversible mitochondrial transport (diffusion)","Transport, mitochondrial"
BALAVECSEC,"B-alanine secretion via secretory vesicle (ATP driven)","Transport, extracellular"
BAMPPALDOX,"beta-Aminopropion aldehyde:NAD+ oxidoreductase","beta-Alanine metabolism"
BCDO,"beta-Carotene dioxygenase","Vitamin A metabolism"
BDHm,"(R)-3-Hydroxybutanoate:NAD+ oxidoreductase","Butanoate metabolism"
BDMT_L,"GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (liver)","N-glycan synthesis"
BDMT_U,"GDPmannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase (uterus)","N-glycan synthesis"
BETALDHxm,"betaine-aldehyde dehydrogenase, mitochondrial","Glycine, serine, alanine and threonine metabolism"
BHBt,"(R)-3-Hydroxybutanoate transport via H+ symport","Transport, extracellular"
BHBtm,"(R)-3-Hydroxybutanoate mitochondrial transport via H+ symport","Transport, mitochondrial"
BHMT,"betaine-homocysteine S-methyltransferase","Glycine, serine, alanine and threonine metabolism"
BILDGLCURt,"bilirubin beta-diglucuronide transport via bicarbonate countertransport","Transport, extracellular"
BILDGLCURte,"bilirubin beta-diglucuronide transport MDR","Transport, extracellular"
BILDGLCURtr,"glucuronidated compound transport","Transport, endoplasmic reticular"
BILGLCURt,"bilirubin monoglucuronide transport via bicarbonate countertransport","Transport, extracellular"
BILGLCURte,"bilirubin monoglucuronide transport MDR","Transport, extracellular"
BILGLCURtr,"glucuronidated compound transport","Transport, endoplasmic reticular"
BILIRED,"Nad(p)h biliverdin reductase","Heme degradation"
BILIRUBt2,"bilirubin transport via bicarbonate countertransport","Transport, extracellular"
BILIRUBtr,"lipid, flip-flop intracellular transport","Transport, endoplasmic reticular"
BIOCYTtn,"biocytin transport, nuclear","Transport, nuclear"
BMTer_L,"B mannosyltransferase, endoplasmic reticulum","Phosphatidylinositol phosphate metabolism"
BMTer_U,"B mannosyltransferase, endoplasmic reticulum","Phosphatidylinositol phosphate metabolism"
BPNT,"3',5'-bisphosphate nucleotidase","Nucleotide interconversion"
BPNT2,"3',5'-bisphosphate nucleotidase (paps)","Nucleotide interconversion"
BTND1,"biotinidase (biotin)","Biotin metabolism"
BTND1n,"biotinidase (biotin), nuclear","Biotin metabolism"
BTNDe,"biotinidase (biotin), extracellular","Biotin metabolism"
BTNDm,"biotinidase (biotin), mitochondrial","Biotin metabolism"
BTNPL,"holocarboxylase synthestase (biotin protein ligase)","Biotin metabolism"
BTNPLm,"holocarboxylase synthestase (biotin protein ligase), mitochondrial","Biotin metabolism"
BTNt2,"Biotin reversible transport via proton symport","Transport, extracellular"
BTNt3i,"Biotin transport via sodium symport","Transport, extracellular"
BTNt4i,"Biotin uptake (antiport)","Transport, extracellular"
BTNtn,"Biotin transport, nuclear","Transport, nuclear"
BUP2,"beta-ureidopropionase (D-3-amino-isobutanoate forming)","Pyrimidine catabolism"
BUTt2m,"Butyrate mitochondrial transport via proton symport, reversible","Transport, mitochondrial"
BUTt2r,"Butyrate transport via proton symport, reversible","Transport, extracellular"
BVITEt,"beta-Tocopherol (Vit. E) transport","Transport, extracellular"
C14STRr,"C-14 sterol reductase","Cholesterol metabolism"
C160CPT1,"production of Palmitoylcarnitine","Fatty acid oxidation"
C160CPT2,"C160 transport into the mitochondria","Fatty acid oxidation"
C160CRNt,"C160 transport into the mitochondria","Fatty acid oxidation"
C161CPT1,"production of palmitoleoylcarnitine","Fatty acid oxidation"
C161CPT12,"carnitine O-palmitoyltransferase","Fatty acid oxidation"
C161CPT2,"transport of Hexadecenoyl-CoA into mitochondrial matrix","Fatty acid oxidation"
C161CPT22,"C161 transport into the mitochondria","Fatty acid oxidation"
C161CRN2t,"C161 transport into the mitochondria","Fatty acid oxidation"
C161CRNt,"C161 transport into the mitochondria","Fatty acid oxidation"
C180CPT1,"production of stearoylcarnitine","Fatty acid oxidation"
C180CPT2,"carnitine O-stearoyl transferase","Fatty acid oxidation"
C180CRNt,"C180 transport into the mitochondria","Fatty acid oxidation"
C181CPT1,"transport of Octadecenoyl-CoA into mitochondrial matrix","Fatty acid oxidation"
C181CPT2,"transport of Octadecenoyl-CoA into mitochondrial matrix","Fatty acid oxidation"
C181CRNt,"C181 transport into the mitochondria","Fatty acid oxidation"
C204CPT1,"carnitine C20:4 transferase","Fatty acid oxidation"
C204CPT2,"arachidonic acid transport into the mitochondria","Fatty acid oxidation"
C204CRNt,"arachidonic acid transport into the mitochondria","Fatty acid oxidation"
C226COAtx,"fatty acid intracellular transport","Transport, peroxisomal"
C226CPT1,"carnitine C22:6 transferase","Fatty acid oxidation"
C226CPT2,"C226 transport into the mitochondria","Fatty acid oxidation"
C226CRNt,"C226 transport into the mitochondria","Fatty acid oxidation"
C3STDH1Pr,"C-3 sterol dehydrogenase (4-methylzymosterol)","Cholesterol metabolism"
C3STDH1r,"C-3 sterol dehydrogenase (4-methylzymosterol)","Cholesterol metabolism"
C3STKR2r,"C-3 sterol keto reductase (zymosterol)","Cholesterol metabolism"
C4STMO1r,"C-4 sterol methyl oxidase (4,4-dimethylzymosterol)","Cholesterol metabolism"
C4STMO2Pr,"C-4 methyl sterol oxidase","Cholesterol metabolism"
C4STMO2r,"C-4 methyl sterol oxidase","Cholesterol metabolism"
CAATPS,"Ca ATPase","Transport, extracellular"
CAMPt,"cAMP transport (ATP-dependent)","Transport, extracellular"
CAROtr,"beta-carotene transport via diffusion","Transport, extracellular"
CARVEOLte,"xenobiotic transport","Transport, extracellular"
CAT2p,"catalase A, peroxisomal (ethanol)","Glycolysis/gluconeogenesis"
CAt7r,"calcium / sodium antiporter (1:3), reversible","Transport, extracellular"
CATm,"catalase","ROS detoxification"
CATp,"catalase A, peroxisomal","Miscellaneous"
CBPS,"carbamoyl-phosphate synthase (glutamine-hydrolysing)","Pyrimidine synthesis"
CBPSam,"carbamoyl-phosphate synthase (ammonia) (mitochondria","Glutamate metabolism"
CBR2,"Carbonyl reductase [NADPH] 1","Eicosanoid metabolism"
CDIPTr,"phosphatidylinositol synthase (Homo sapiens)","Glycerophospholipid metabolism"
CDPDAGtm,"intracellular transport","Transport, mitochondrial"
CDS,"phosphatidate cytidylyltransferase","Glycerophospholipid metabolism"
CDSm,"phosphatidate cytidylyltransferase","Glycerophospholipid metabolism"
CEPTC,"choline phosphotransferase","Glycerophospholipid metabolism"
CEPTE,"ethanolamine phosphotransferase","Glycerophospholipid metabolism"
CERK,"Ceramide kinase","Sphingolipid metabolism"
CERT1gt,"ceramide transport protein","Transport, golgi apparatus"
CERT1rt,"ceramide transport protein","Transport, endoplasmic reticular"
CERT2gt,"ceramide transport protein","Transport, golgi apparatus"
CERT2rt,"ceramide transport protein","Transport, endoplasmic reticular"
CGLYt3_2_,"Cys-Gly transport in via proton symport","Transport, extracellular"
CGMPt,"cGMP transport (ATP-dependent)","Transport, extracellular"
CH25H,"cholesterol 25-hydroxylase","Bile acid synthesis"
CHAT,"Choline O-acetyltransferase","Glycerophospholipid metabolism"
CHATn,"Choline O-acetyltransferase","Glycerophospholipid metabolism"
CHLP,"choline phosphate phosphatase","Glycerophospholipid metabolism"
CHLPCTD,"choline phosphate cytididyltransferase","Glycerophospholipid metabolism"
CHLtm,"choline transport via diffusion (cytosol to mitochondria)","Transport, mitochondrial"
CHOLATEt,"cholate transport via bicarbonate countertransport","Transport, extracellular"
CHOLATEt2,"cholate transport via sodium cotransport","Transport, extracellular"
CHOLATEt3,"ABC bile acid transporter","Transport, extracellular"
CHOLD2m,"choline dehydrogenase (FAD acceptor), mitochondrial","Glycine, serine, alanine and threonine metabolism"
CHOLK,"Choline kinase","Glycerophospholipid metabolism"
CHOLPtg,"choline phosphate intracellular transport","Transport, golgi apparatus"
CHOLPtl,"choline phosphate intracellular transport","Transport, lysosomal"
CHOLt4,"choline, sodium cotransport","Transport, extracellular"
