Var1,Var2
Alanine and aspartate metabolism,"Asparagine Synthase (Glutamine-Hydrolysing)"
"Transport, extracellular","L-Serine/L-Asparagine Na-Dependent Exchange (Asn-L In)"
"Transport, extracellular","L-Asparagine Transport in via Sodium Symport"
"Transport, extracellular","L-Threonine/L-Asparagine Na-Dependent Exchange (Asn-L In)"
"Transport, mitochondrial","L-Asparagine Transport, Mitochondrial"
"Transport, extracellular","Asparagine Transport (Na, H Coupled)"
Pyrimidine synthesis,"Aspartate Carbamoyltransferase (Reversible)"
"Transport, extracellular","D-Aspartate Transport via Na, H Symport And K Antiport"
"Transport, peroxisomal","D-Aspartate Transport, Peroxisomal"
"Transport, mitochondrial","Aspartate-Glutamate Mitochondrial Shuttle"
Alanine and aspartate metabolism,"Aspartate N-Acetyltransferase, Mitochondrial"
"Transport, extracellular","L-Aspartate Transport via Na, H Symport And K Antiport"
Alanine and aspartate metabolism,"Aspartate Transaminase"
"Transport, endoplasmic reticular","ADP/ATP Transporter, Endoplasmic Reticulum"
"Transport, endoplasmic reticular","AMP/ATP Transporter, Endoplasmic Reticulum"
"Transport, lysosomal","V-Type ATPase, H+ Transporting, Lysosomal"
Nucleotide interconversion,"ATP Diphosphohydrolase"
Nucleotide interconversion,"ATP Diphosphohydrolase"
"Transport, mitochondrial","ADP/ATP Transporter, Mitochondrial"
"Transport, nuclear","ATP Diffusion in Nucleus"
"Transport, peroxisomal","ATP Transporter, Peroxisomal"
"Transport, extracellular","Alpha-Tocotrienol (Vit. E) Transport"
N-glycan degradation,"Beta-Mannosidase, Lysosomal"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 3"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 4"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 4"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 4"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 4"
Sphingolipid metabolism,"Beta-1, 3-Galactosyltransferase 5"
Blood group synthesis,"Beta Galactosyltransferase"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 1"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Sphingolipid metabolism,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus"
Blood group synthesis,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 5"
Bile acid synthesis,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase"
Bile acid synthesis,"Bile Acid Coenzyme A: Amino Acid N-Acyltransferase"
Biotin metabolism,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase"
Biotin metabolism,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial"
"Transport, mitochondrial","Beta-Alanine Reversible Mitochondrial Transport (Diffusion)"
"Transport, extracellular","B-Alanine Secretion via Secretory Vesicle (ATP Driven)"
Beta-Alanine metabolism,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase"
Lysine metabolism,"4-Trimethylammoniobutanoate, 2-Oxoglutarate:Oxygen Oxidoreductase (3-Hydroxylating)"
Vitamin A metabolism,"Beta-Carotene Dioxygenase"
Butanoate metabolism,"(R)-3-Hydroxybutanoate:NAD+ Oxidoreductase"
"Glycine, serine, alanine, and threonine metabolism","Betaine-Aldehyde Dehydrogenase, Mitochondrial"
"Transport, extracellular","(R)-3-Hydroxybutanoate Transport via H+ Symport"
"Transport, mitochondrial","(R)-3-Hydroxybutanoate Mitochondrial Transport via H+ Symport"
"Glycine, serine, alanine, and threonine metabolism","Betaine-Homocysteine S-Methyltransferase"
"Transport, extracellular","Bilirubin Beta-Diglucuronide Transport via Bicarbonate Antiport"
"Transport, extracellular","Bilirubin Beta-Diglucuronide Transport Mdr"
"Transport, endoplasmic reticular","Glucuronidated Compound Transport"
"Transport, extracellular","Bilirubin Monoglucuronide Transport via Bicarbonate Antiport"
"Transport, extracellular","Bilirubin Monoglucuronide Transport Mdr"
"Transport, endoplasmic reticular","Glucuronidated Compound Transport"
Heme degradation,"NAD (P)H Biliverdin Reductase"
"Transport, extracellular","Bilirubin Transport via Bicarbonate Antiport"
"Transport, endoplasmic reticular","Lipid, Flip-Flop Intracellular Transport"
"Transport, nuclear","Biocytin Transport, Nuclear"
Phosphatidylinositol phosphate metabolism,"B Mannosyltransferase, Endoplasmic Reticulum"
Nucleotide interconversion,"3', 5'-Bisphosphate Nucleotidase (Paps)"
Biotin metabolism,"Biotinidase (Biotin)"
Biotin metabolism,"Biotinidase (Biotin), Nuclear"
Biotin metabolism,"Biotinidase (Biotin), Extracellular"
Biotin metabolism,"Biotinidase (Biotin), Mitochondrial"
Biotin metabolism,"Holocarboxylase Synthestase (Biotin Protein Ligase)"
Biotin metabolism,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial"
"Transport, extracellular","Biotin Reversible Transport via Proton Symport"
"Transport, mitochondrial","Biotin Reversible Transport via Proton Symport, Mitochondria"
"Transport, extracellular","Biotin Transport via Sodium Symport"
"Transport, extracellular","Biotin Uptake (Antiport)"
"Transport, nuclear","Biotin Transport, Nuclear"
Pyrimidine catabolism,"Beta-Ureidopropionase (D-3-Amino-Isobutanoate Forming)"
"Transport, mitochondrial","Butyrate Mitochondrial Transport via Proton Symport, Reversible"
"Transport, extracellular","Beta-Tocopherol (Vit. E) Transport"
"Transport, extracellular","Benzoate Transport (Diffusion)"
"Transport, endoplasmic reticular","Benzene Transporter, Endoplasmic Reticulum"
Cholesterol metabolism,"C-14 Sterol Reductase"
Fatty acid oxidation,"Production of Palmitoylcarnitine"
Fatty acid oxidation,"C160 Transport into the Mitochondria"
Fatty acid oxidation,"C160 Transport into the Mitochondria"
Fatty acid oxidation,"Production of Palmitoleoylcarnitine"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Transport of Hexadecenoyl Coenzyme A into Mitochondrial Matrix"
Fatty acid oxidation,"C161 Transport into the Mitochondria"
Fatty acid oxidation,"C161 Transport into the Mitochondria"
Fatty acid oxidation,"C161 Transport into the Mitochondria"
Fatty acid oxidation,"Production of Stearoylcarnitine"
Fatty acid oxidation,"Carnitine O-Stearoyl Transferase"
Fatty acid oxidation,"C180 Transport into the Mitochondria"
Fatty acid oxidation,"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix"
Fatty acid oxidation,"Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix"
Fatty acid oxidation,"C181 Transport into the Mitochondria"
Fatty acid oxidation,"Carnitine C20:4 Transferase"
Fatty acid oxidation,"Arachidonic Acid Transport into the Mitochondria"
Fatty acid oxidation,"Arachidonic Acid Transport into the Mitochondria"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine C22:6 Transferase"
Fatty acid oxidation,"C226 Transport into the Mitochondria"
Fatty acid oxidation,"C226 Transport into the Mitochondria"
Cholesterol metabolism,"C-3 Sterol Dehydrogenase (4-Methylzymosterol)"
Cholesterol metabolism,"C-3 Sterol Dehydrogenase (4-Methylzymosterol)"
Cholesterol metabolism,"C-3 Sterol Keto Reductase (Zymosterol)"
Cholesterol metabolism,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)"
Cholesterol metabolism,"C-4 Methyl Sterol Oxidase"
Cholesterol metabolism,"C-4 Methyl Sterol Oxidase"
"Transport, extracellular","Ca ATPase"
"Transport, extracellular","Beta-Carotene Transport via Diffusion"
"Transport, extracellular","Transport of Xenobiotic"
Glycolysis/gluconeogenesis,"Catalase A, Peroxisomal (Ethanol)"
"Transport, extracellular","Calcium / Sodium Antiporter (1:3), Reversible"
ROS detoxification,"Catalase"
Miscellaneous,"Catalase A, Peroxisomal"
Vitamin B12 metabolism,"NADH:Cob (III)Alamine Oxidoreductase"
"Transport, mitochondrial","Cob(II)Alamine Transport, Mitochondrial"
Glycolysis/gluconeogenesis,"Carbamoyl Phosphate Phosphotransferase, Endoplasmic Reticulum"
Glutamate metabolism,"Carbamoyl-Phosphate Synthase (Ammonia), Mitochondrial"
"Transport, endoplasmic reticular","Carbamoyl Phosphate Transport, Endoplasmic Reticulum"
Eicosanoid metabolism,"Carbonyl Reductase [NADPH] 1"
Glycerophospholipid metabolism,"Phosphatidylinositol Synthase (Homo Sapiens)"
"Transport, mitochondrial","Intracellular Transport"
Glycerophospholipid metabolism,"Phosphatidate Cytidylyltransferase"
Glycerophospholipid metabolism,"Phosphatidate Cytidylyltransferase"
Glycerophospholipid metabolism,"Choline Phosphotransferase"
Glycerophospholipid metabolism,"Ethanolamine Phosphotransferase"
Sphingolipid metabolism,"Ceramide Kinase"
"Transport, golgi apparatus","Ceramide Transport Protein"
"Transport, endoplasmic reticular","Ceramide Transport Protein"
"Transport, golgi apparatus","Ceramide Transport Protein"
"Transport, endoplasmic reticular","Ceramide Transport Protein"
"Transport, extracellular","Cys-Gly Transport in via Proton Symport"
Bile acid synthesis,"Cholesterol 25-Hydroxylase"
Glycerophospholipid metabolism,"Choline O-Acetyltransferase"
Glycerophospholipid metabolism,"Choline O-Acetyltransferase"
Glycerophospholipid metabolism,"Choline Phosphate Phosphatase"
Glycerophospholipid metabolism,"Choline Phosphate Cytididyltransferase"
"Transport, mitochondrial","Choline Transport via Diffusion (Cytosol to Mitochondria)"
"Transport, extracellular","Cholate Transport via Bicarbonate Antiport"
"Transport, extracellular","Cholate Transport via Sodium Symport"
"Transport, extracellular","ABC Bile Acid Transporter"
"Glycine, serine, alanine, and threonine metabolism","Choline Dehydrogenase (FAD Acceptor), Mitochondrial"
Glycerophospholipid metabolism,"Choline Kinase"
"Transport, golgi apparatus","Choline Phosphate Intracellular Transport"
"Transport, lysosomal","Choline Phosphate Intracellular Transport"
"Transport, extracellular","Choline, Sodium Symport"
"Transport, golgi apparatus","Choline Intracellular Transport"
"Transport, nuclear","Choline Transport, Nuclear Through Pores"
"Transport, endoplasmic reticular","Choline Intracellular Transport"
"Transport, extracellular","Choline Uniport"
Steroid metabolism,"Steroid Sulfotransferase"
"Transport, mitochondrial","Cholesterol Intracellular Transport"
"Transport, mitochondrial","Cholesterol Intracellular Transport"
"Transport, mitochondrial","Cholesterol Intracellular Transport"
"Transport, golgi apparatus","Cholesterol Efflux (ATP Depedent), Golgi Apparatus"
Aminosugar metabolism,"Chitinase"
Aminosugar metabolism,"Chitinase, Extracellular"
C5-branched dibasic acid metabolism,"L-Citramalyl Coenzyme A Hydro-Lyase, Mitochondrial"
C5-branched dibasic acid metabolism,"L-Citramalyl Coenzyme A Pyruvate-Lyase"
"Transport, mitochondrial","Citrulline Mitochondrial Transport via Proton Antiport"
"Transport, extracellular","Citrate Transport via Sodium Symport"
"Transport, mitochondrial","Citrate Transport, Mitochondrial"
"Transport, mitochondrial","Citrate Transport, Mitochondrial"
Urea cycle,"ATP Creatine Kinase"
Urea cycle,"ATP Creatine Kinase, Cytosolic"
"Transport, extracellular","Chloride Transport via Formate Antiport"
"Transport, extracellular","Chloride Transport via Bicarbonate Antiport (2:1)"
"Transport, extracellular","Chloride Transport via Iodide Antiport"
"Transport, extracellular","Chloride Transport via Hydroxide Antiport (2:1)"
"Transport, extracellular","Chloride Transport via Oxalate Antiport (2:1)"
"Transport, peroxisomal","Fatty Acid Intracellular Transport"
Fatty acid oxidation,"Carnitine O-Palmitoyltransferase"
Fatty acid oxidation,"Carnitine Transferase"
Fatty acid oxidation,"Transport into the Mitochondria (Carnitine)"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
Glycerophospholipid metabolism,"Cardiolipin Synthase (Homo Sapiens)"
"Transport, golgi apparatus","Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate via CMP Antiport, Golgi Apparatus"
"Transport, nuclear","Transport of Cytidine-5'-Monophosphate-N-Acetyl-Beta-Neuraminate, Nuclear"
Aminosugar metabolism,"CMP Sialic Acid Synthase"
Aminosugar metabolism,"CMP Sialic Acid Synthase, Nuclear"
"Transport, endoplasmic reticular","CO2 Endoplasmic Reticular Transport via Diffusion"
"Transport, golgi apparatus","CO2 Golgi Transport"
"Transport, mitochondrial","CO2 Transport (Diffusion), Mitochondrial"
"Transport, peroxisomal","CO2 Peroxisomal Transport"
"Transport, golgi apparatus","Transport of Coenzyme A (Diffusion), Golgi Apparatus"
"Transport, lysosomal","Transport of Coenzyme A (Diffusion), Lysosomal"
"Transport, mitochondrial","Transport of Coenzyme A"
"Transport, nuclear","Transport of Coenzyme A, Nuclear"
"Transport, peroxisomal","Transport of Coenzyme A, Peroxisome"
"Transport, endoplasmic reticular","Transport of Coenzyme A, Endoplasmatic Reticulum"
Alkaloid synthesis,"Carboxylesterase (Cocaine), Endoplasmatic Reticulum"
Ubiquinone synthesis,"Methyltransferase Coq3"
Ubiquinone synthesis,"Ubiquinone Biosynthesis Methyltransferase Coq5"
Ubiquinone synthesis,"Ubiquinone Biosynthesis Monooxgenase Coq6"
Ubiquinone synthesis,"Ubiquinone Biosynthesis Coq7"
O-glycan metabolism,"Core 2 Acetylglucosaminyltransferase, Golgi Apparatus"
O-glycan metabolism,"Core 3 Beta-GlcNac-Transferase, Golgi Apparatus"
O-glycan metabolism,"Core 4 Beta6-Galnac-Transferase, Golgi Apparatus"
O-glycan metabolism,"Core 5 Alpha-Galnac-Transferase, Golgi Apparatus"
O-glycan metabolism,"Core 6 Beta-GlcNac-Transferase A, Golgi Apparatus"
O-glycan metabolism,"Core 7 Alpha-Galnac-Transferase, Golgi Apparatus"
O-glycan metabolism,"N-Acetylgalactosamine 3-Alpha-Galactosyltransferase, Golgi Apparatus"
"Transport, extracellular","Transporter of Carbon Monoxide via Diffusion"
Ubiquinone synthesis,"P-Coumaroyl Coenzyme A Formation"
"Transport, extracellular","Transport of Coumarin"
"Transport, extracellular","Creatine Transport (Sodium Symport) (2:1)"
Urea cycle,"Creatine Transport To/from Mitochondria via Diffusion"
"Transport, extracellular","Crmp Hs Transport"
"Transport, peroxisomal","Carnitine-Propcarnitine Carrier, Peroxisomal"
"Transport, peroxisomal","Carnitine-Acetylcarnitine Carrier, Peroxisomal"
"Transport, extracellular","L-Carnitine Reversible Transport"
"Transport, extracellular","L-Carnitine Outward Transport (H+ Antiport)"
"Transport, mitochondrial","L-Carnitine Transport Out of Mitochondria via Diffusion"
"Transport, extracellular","L-Carnitine Inward Transport by Na+ Symport"
"Transport, peroxisomal","Carnitine Transport Peroxisome to Mitochondria"
Urea cycle,"Creatinine Synthase"
"Transport, extracellular","Cortisol Transport"
"Transport, mitochondrial","Cortisol Intracellular Transport"
"Transport, endoplasmic reticular","Cortisol Intracellular Transport"
"Transport, extracellular","Corticosterone Transport"
"Transport, mitochondrial","Corticosterone Intracellular Transport"
"Transport, extracellular","Fatty Acid Transport via Diffusion"
Chondroitin sulfate degradation,"Chondroitin Sulfate A Proteoglycan Protease, Lysosomal (Endosome)"
Chondroitin sulfate degradation,"Chondroitin Sulfate B Proteoglycan Protease, Lysosomal (Endosome)"
Chondroitin sulfate degradation,"Chondroitin Sulfate C Proteoglycan Protease, Lysosomal (Endosome)"
Chondroitin sulfate degradation,"Chondroitin Sulfate D Proteoglycan Protease, Lysosomal (Endosome)"
Chondroitin sulfate degradation,"Chondroitin Sulfate E Proteoglycan Protease, Lysosomal (Endosome)"
Citric acid cycle,"Citrate Synthase"
Fatty acid oxidation,"Carnitine O-Aceyltransferase, Mitochondrial"
Fatty acid oxidation,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal"
Fatty acid oxidation,"Carnitine O-Aceyltransferase, Peroxisomal"
Fatty acid oxidation,"Carnitine O-Acetyltransferase, Endolasmic Reticulum"
Fatty acid oxidation,"Carnitine O-Aceyltransferase, Mitochondrial"
Fatty acid oxidation,"Carnitine O-Acetyltransferase, Reverse Direction, Peroxisomal"
Fatty acid oxidation,"Carnitine O-Acetyltransferase"
"Transport, extracellular","Cytosine Transport via Faciliated Diffusion"
"Transport, extracellular","Chondroitin Sulfate A Transport, Golgi to Extracellular"
"Transport, lysosomal","Chondroitin Sulfate A Transport, Extracellular to Lysosome"
"Transport, extracellular","Chondroitin Sulfate B Transport, Golgi to Extracellular"
"Transport, lysosomal","Chondroitin Sulfate B Transport, Extracellular to Lysosome"
"Transport, extracellular","Chondroitin Sulfate C Transport, Golgi to Extracellular"
"Transport, lysosomal","Chondroitin Sulfate C Transport, Extracellular to Lysosome"
"Transport, extracellular","Chondroitin Sulfate D Transport, Golgi to Extracellular"
"Transport, lysosomal","Chondroitin Sulfate D Transport, Extracellular to Lysosome"
"Transport, extracellular","Chondroitin Sulfate E Transport, Golgi to Extracellular"
"Transport, lysosomal","Chondroitin Sulfate E Transport, Extracellular to Lysosome"
"Transport, nuclear","Transport of CTP (Diffusion), Nuclear"
"Transport, extracellular","Transport of Cyanide via Diffusion"
"Transport, mitochondrial","Transport of Cyanide via Diffusion, Mitochondrial"
"Transport, extracellular","L-Alanine/L-Cysteine Na-Dependent Exchange (Cys-L In)"
"Transport, extracellular","L-Cysteine/L-Asparagine Na-Dependent Exchange (Cys-L In)"
"Transport, extracellular","L-Cysteine/L-Glutamine Na-Dependent Exchange (Cys-L In)"
Methionine and cysteine metabolism,"Glutathione:Cystine Oxidoreductase"
