Drug_Pair,Gene_Pair,Phenotype_Essentiality,Phenotype_Safety,Number_Genes,Drugs1,Drugs2
Amoxicillin;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Levodopa
Aminolevulinic acid;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Phenoxymethylpenicillin
Amoxicillin;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Glyburide
Aminolevulinic acid;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Spirapril
Amoxicillin;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Azidocillin
Aminolevulinic acid;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Taurine
Aminolevulinic acid;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Temocapril
Aminolevulinic acid;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Trandolapril
Aminolevulinic acid;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Aminolevulinic acid,Valganciclovir
Amoxicillin;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Aminolevulinic acid
Amoxicillin;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Amoxicillin
Quinapril;Benazepril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Quinapril,Benazepril
Quinapril;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Quinapril,Azidocillin
Quinapril;Ampicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Quinapril,Ampicillin
Benazepril;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Ramipril
Benazepril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Midodrine
Benazepril;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Moexipril
Benazepril;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Nateglinide
Benazepril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Oseltamivir
Benazepril;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Perindopril
Benazepril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Phenoxymethylpenicillin
Benazepril;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Spirapril
Amoxicillin;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Dicloxacillin
Benazepril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Taurine
Benazepril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Temocapril
Benazepril;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Trandolapril
Benazepril;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Ubenimex
Benazepril;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Benazepril,Valaciclovir
Ramipril;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ramipril,Captopril
Amoxicillin;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Fluvastatin
Amoxicillin;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Dexibuprofen
Quinapril;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Quinapril,Amoxicillin
Amoxicillin;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cefixime
Quinapril;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Quinapril,Aminolevulinic acid
Amoxicillin;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Benzoic acid
Amoxicillin;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Benzylpenicillin
Amoxicillin;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Captopril
Amoxicillin;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cefdinir
Amoxicillin;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cefepime
Amoxicillin;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cefmetazole
Amoxicillin;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cyclacillin
Amoxicillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Ceftazidime
Amoxicillin;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Ceftriaxone
Amoxicillin;Cefuroxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cefuroxime
Amoxicillin;Cephalexin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cephalexin
Amoxicillin;Cilazapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cilazapril
Amoxicillin;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Amoxicillin,Cloxacillin
Ampicillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Ceftazidime
Ampicillin;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Cefmetazole
Ampicillin;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Cefepime
Glyburide;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Lisdexamfetamine
Fosinopril;Cefuroxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefuroxime
Fosinopril;Cephalexin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cephalexin
Fosinopril;Cilazapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cilazapril
Fosinopril;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cloxacillin
Fosinopril;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cyclacillin
Fosinopril;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Dexibuprofen
Fosinopril;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Dicloxacillin
Fosinopril;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Enalapril
Fosinopril;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Fluvastatin
Fosinopril;Fosinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Fosinopril
Fosinopril;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Glyburide
Fosinopril;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Levodopa
Fosinopril;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Lisdexamfetamine
Fosinopril;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Lisinopril
Fosinopril;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Methotrexate
Fosinopril;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ceftriaxone
Fosinopril;Ceftibuten,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ceftibuten
Fosinopril;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ceftazidime
Glyburide;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Methotrexate
Glyburide;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Ramipril
Glyburide;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Phenoxymethylpenicillin
Glyburide;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Oseltamivir
Glyburide;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Moexipril
Glyburide;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Midodrine
Glyburide;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Methyldopa
Glyburide;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Lisinopril
Fosinopril;Cefotaxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefotaxime
Perindopril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Perindopril,Oseltamivir
Fosinopril;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefalotin
Fosinopril;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefdinir
Fosinopril;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefepime
Fosinopril;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefixime
Fosinopril;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Cefmetazole
Fosinopril;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Methyldopa
Fosinopril;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Captopril
Fosinopril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Midodrine
Tolbutamide;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Benzoic acid
Fosinopril;Valaciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Valaciclovir
Fosinopril;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Valganciclovir
Perindopril;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Perindopril,Moexipril
Perindopril;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Perindopril,Perindopril
Tolbutamide;Cefaclor,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Cefaclor
Tolbutamide;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Benzylpenicillin
Tolbutamide;Benazepril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Benazepril
Fosinopril;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Trandolapril
Tolbutamide;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Azidocillin
Tolbutamide;Ampicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Ampicillin
Tolbutamide;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Amoxicillin
Tolbutamide;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Aminolevulinic acid
Tolbutamide;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Captopril
Tolbutamide;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Cefalotin
Fosinopril;Ubenimex,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ubenimex
Fosinopril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Temocapril
Fosinopril;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Benzylpenicillin
Fosinopril;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Moexipril
Fosinopril;Benazepril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Benazepril
Fosinopril;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Aminolevulinic acid
Fosinopril;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Amoxicillin
Fosinopril;Ampicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ampicillin
Fosinopril;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Azidocillin
Fosinopril;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Benzoic acid
Fosinopril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Oseltamivir
Fosinopril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Taurine
Fosinopril;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Nateglinide
Fosinopril;Oxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Oxacillin
Fosinopril;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Perindopril
Fosinopril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Phenoxymethylpenicillin
Fosinopril;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Ramipril
Fosinopril;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Fosinopril,Spirapril
Glyburide;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Spirapril
Glyburide;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Taurine
Tolbutamide;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Levodopa
Glyburide;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Trandolapril
Cloxacillin;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Dexibuprofen
Cloxacillin;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Dicloxacillin
Cloxacillin;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Enalapril
Cloxacillin;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Fluvastatin
Cloxacillin;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Glyburide
Cloxacillin;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Levodopa
Cloxacillin;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Lisdexamfetamine
Cloxacillin;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Lisinopril
Cloxacillin;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Methotrexate
Cloxacillin;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Methyldopa
Cloxacillin;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Midodrine
Cloxacillin;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Moexipril
Cloxacillin;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Oseltamivir
Cloxacillin;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Phenoxymethylpenicillin
Cloxacillin;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Ramipril
Cloxacillin;Cyclacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Cyclacillin
Cloxacillin;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Cloxacillin
Cloxacillin;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Ceftriaxone
Cloxacillin;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Temocapril
Cyclacillin;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Taurine
Cyclacillin;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Temocapril
Cyclacillin;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Trandolapril
Cyclacillin;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cyclacillin,Valganciclovir
Cloxacillin;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Valganciclovir
Cloxacillin;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Trandolapril
Cloxacillin;Spirapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Spirapril
Cloxacillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Ceftazidime
Cloxacillin;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Aminolevulinic acid
Cloxacillin;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Azidocillin
Cloxacillin;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Benzoic acid
Cloxacillin;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Captopril
Cloxacillin;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Cefepime
Cloxacillin;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Cefixime
Cloxacillin;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cloxacillin,Taurine
Dicloxacillin;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Midodrine
Dicloxacillin;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Moexipril
Glyburide;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Cefepime
Dicloxacillin;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Lisinopril
Glyburide;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Fluvastatin
Glyburide;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Enalapril
Glyburide;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Dicloxacillin
Glyburide;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Dexibuprofen
Glyburide;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Ceftazidime
Glyburide;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Captopril
Dicloxacillin;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Fluvastatin
Glyburide;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Benzoic acid
Glyburide;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Azidocillin
Glyburide;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Glyburide
Glyburide;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Levodopa
Glyburide;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Temocapril
Glyburide;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Glyburide,Valganciclovir
Dicloxacillin;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Levodopa
Dicloxacillin;Enalapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Enalapril
Dicloxacillin;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Oseltamivir
Dicloxacillin;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Methyldopa
Dicloxacillin;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Phenoxymethylpenicillin
Dicloxacillin;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Ramipril
Dicloxacillin;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Taurine
Dicloxacillin;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Temocapril
Dicloxacillin;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Trandolapril
Dicloxacillin;Valganciclovir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Valganciclovir
Dicloxacillin;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Methotrexate
Dicloxacillin;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Dicloxacillin
Dicloxacillin;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Lisdexamfetamine
Dicloxacillin;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Azidocillin
Dicloxacillin;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Benzoic acid
Dicloxacillin;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Captopril
Dicloxacillin;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Ceftazidime
Dicloxacillin;Dexibuprofen,{'SLC15A2;SLC15A1'},13.0,0.0,1,Dicloxacillin,Dexibuprofen
Tolbutamide;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Cefdinir
Tolbutamide;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Glyburide
Ampicillin;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Phenoxymethylpenicillin
Tolbutamide;Ramipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Ramipril
Tranexamic acid;Cefepime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefepime
Tranexamic acid;Cefdinir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefdinir
Tranexamic acid;Cefalotin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefalotin
Tranexamic acid;Cefaclor,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefaclor
Tranexamic acid;Benzylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Benzylpenicillin
Trandolapril;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Midodrine
Tranexamic acid;Benzoic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Benzoic acid
Tranexamic acid;Benazepril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Benazepril
Tranexamic acid;Azidocillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Azidocillin
Tranexamic acid;Ampicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Ampicillin
Tranexamic acid;Amoxicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Amoxicillin
Tranexamic acid;Aminolevulinic acid,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Aminolevulinic acid
Trandolapril;Trandolapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Trandolapril
Trandolapril;Temocapril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Temocapril
Trandolapril;Taurine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Taurine
Tranexamic acid;Cefixime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefixime
Tranexamic acid;Cefmetazole,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefmetazole
Tranexamic acid;Cefotaxime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefotaxime
Tolbutamide;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Midodrine
Tolbutamide;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Phenoxymethylpenicillin
Tolbutamide;Perindopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Perindopril
Tolbutamide;Oxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Oxacillin
Tolbutamide;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Oseltamivir
Tolbutamide;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tolbutamide,Nateglinide
Cefuroxime;Cloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Cefuroxime,Cloxacillin
Trandolapril;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Lisinopril
Tranexamic acid;Cefradine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Cefradine
Trandolapril;Methotrexate,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Methotrexate
Trandolapril;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Methyldopa
Tranexamic acid;Captopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Captopril
Tranexamic acid;Ceftriaxone,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Ceftriaxone
Tranexamic acid;Ceftibuten,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Ceftibuten
Tranexamic acid;Ceftazidime,{'SLC15A2;SLC15A1'},13.0,0.0,1,Tranexamic acid,Ceftazidime
Trandolapril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Phenoxymethylpenicillin
Trandolapril;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Trandolapril,Oseltamivir
Perindopril;Phenoxymethylpenicillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Perindopril,Phenoxymethylpenicillin
Ampicillin;Midodrine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Midodrine
Ampicillin;Fluvastatin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Fluvastatin
Ampicillin;Glyburide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Glyburide
Ampicillin;Levodopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Levodopa
Ampicillin;Lisdexamfetamine,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Lisdexamfetamine
Ampicillin;Lisinopril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Lisinopril
Ampicillin;Methyldopa,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Methyldopa
Ampicillin;Moexipril,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Moexipril
Ampicillin;Dicloxacillin,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Dicloxacillin
Ampicillin;Nateglinide,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Nateglinide
Ampicillin;Oseltamivir,{'SLC15A2;SLC15A1'},13.0,0.0,1,Ampicillin,Oseltamivir
