genes,H1299_polyA_S2-24h-A,H1299_polyA_S2-24h-B
AC126544.1,0.284,0.18
AC099508.1,0.051,0.027000000000000003
MIR548N,0.0,0.0
SLC25A34,0.051,0.04
AF127936.2,0.0,0.0
CAB39L,2.499,2.596
AL359706.1,1.217,0.7120000000000001
MRPL9,56.802,60.544
AHSP,0.0,0.0
IGHG3,0.0,0.0
RNU6-662P,0.0,0.0
AC012486.1,0.0,0.0
EIF4HP2,0.151,0.08
AL391422.1,0.0,0.10300000000000001
RPL35AP28,0.0,0.0
OSTN-AS1,0.0,0.0
COMMD10,4.106,3.827
CD9,28.851,28.294
TAF4,4.218999999999999,4.489
MIR330,0.0,0.0
AL929554.1,0.139,0.0
MED20,10.269,10.418
SEPT4,0.043,0.039
DLGAP4-AS1,0.297,0.184
HNRNPA3P12,0.12,0.16899999999999998
C1DP5,0.0,0.0
ARG2,9.906,9.058
STRAP,275.999,272.54
AC093297.2,1.236,0.963
OR7E130P,0.0,0.0
NDFIP2,4.258,4.08
RNU2-72P,0.0,0.0
AC012511.1,0.0,0.0
TTC5,2.41,2.294
LINC01967,0.152,0.11199999999999999
TOMM20P4,5.192,4.127
RPL36AP45,0.134,0.423
LINC02264,0.0,0.0
AC015912.2,0.0,0.0
STAG3L5P-PVRIG2P-PILRB,16.279,16.945
RPL17P26,0.077,0.162
RPL7P11,0.19399999999999998,0.068
AC092035.1,0.0,0.0
TSSK4,0.022000000000000002,0.023
MRPS18C,7.837000000000001,8.125
TRNAU1AP,8.138,7.516
ACKR1,0.0,0.0
TRAK2,8.181000000000001,8.568
MADD,6.891,7.032
AL022718.1,15.218,8.014
AL929472.4,0.0,0.0
AL513478.2,0.0,0.0
MRGPRX1,0.0,0.0
SDCBPP2,0.915,1.268
ALPK3,0.0,0.0
RPL37P2,10.987,10.32
AC231657.1,0.215,0.226
AC018797.3,0.0,0.0
AC098817.1,0.0,0.0
AC090559.1,0.038,0.04
AL157788.1,0.0,0.0
BICD1,5.035,5.231
PSMD8P1,1.385,1.751
ZBBX,0.086,0.045
RN7SL574P,0.0,0.0
AL591428.1,0.01,0.011000000000000001
AL355490.1,0.106,0.111
FADS3,1.0390000000000001,1.151
RPSAP1,0.048,0.0
AC012451.1,0.0,0.0
CSNK1A1P3,0.0,0.0
DUSP10,1.341,1.413
KLHDC3,49.343,46.277
RND3,6.638999999999999,7.055
MT1CP,0.0,0.0
IFI30,1.663,1.8
AC007834.1,0.059000000000000004,0.0
UBE2L5,0.255,0.124
AC008443.5,2.1919999999999997,2.3080000000000003
AC069272.1,0.0,0.0
RF00432,0.0,0.0
SRSF2,124.867,125.994
AL079305.1,0.0,0.0
MALL,0.0,0.0
CKAP2,34.777,35.905
RF00003,0.0,0.0
AC127496.1,0.0,0.0
SGO1-AS1,0.0,0.027000000000000003
AC037198.2,0.040999999999999995,0.085
RAB3D,2.25,2.221
GAS7,0.008,0.013000000000000001
LINC02103,0.0,0.0
SEC22B2,0.037000000000000005,0.0
CNOT7P1,0.75,0.579
TMEM33,21.114,21.25
AL133516.1,0.0,0.0
TMEM53,1.3519999999999999,1.235
AC012574.2,0.096,0.0
AL590426.1,0.0,0.0
DENND6B,0.10099999999999999,0.122
AP000553.5,0.36200000000000004,0.5720000000000001
SNORD45B,2.9589999999999996,2.805
MEG8,0.0,0.0
AC096644.4,0.0,0.0
CD1A,0.0,0.0
ACBD5,11.415999999999999,10.78
AC008770.3,0.273,0.28800000000000003
MAP1B,6.928999999999999,7.447
AC004967.2,5.739,5.282
ARHGAP25,0.016,0.0
OAT,24.802,23.590999999999998
CTPS2,0.508,0.544
APOE,12.186,11.395999999999999
AC026368.1,0.0,0.0
AC009509.2,0.19899999999999998,0.0
AC092368.3,0.616,0.762
SLC16A3,14.33,14.004000000000001
TAS2R9,0.0,0.0
FNDC5,0.027000000000000003,0.055999999999999994
UBL5P2,14.982000000000001,15.777999999999999
MTHFD2P3,0.0,0.0
ALYREF,208.912,212.03599999999997
AC044810.2,0.0,0.0
SNURF,0.0,0.013000000000000001
AC100800.1,0.062,0.066
EGLN3,0.023,0.012
CDC42BPA,3.465,3.637
COPS5,27.301,26.699
ZNF211,2.097,1.9669999999999999
MIR3136,0.0,0.0
AC051619.10,0.044000000000000004,0.09300000000000001
AP005139.1,0.0,0.0
AL357078.1,0.0,0.0
CNN2P4,1.838,1.6380000000000001
AC011509.2,0.068,0.0
AC108724.1,0.0,0.0
AP000344.1,0.0,0.0
SMIM2-AS1,0.24100000000000002,0.254
BLZF2P,0.038,0.0
MIR191,0.0,0.0
AC104073.4,0.285,0.75
AC022217.3,0.051,0.107
RF00019,0.0,0.0
AP003396.1,0.252,0.0
ACSM3,0.006,0.0
TEN1,3.697,4.506
ZNF702P,1.841,1.847
EEF1A1P14,0.217,0.13
AC017101.1,0.0,0.0
APLNR,0.0,0.0
PCDH20,0.009000000000000001,0.0
RGS8,0.0,0.0
ZNF35,4.986000000000001,5.209
DHRS7,4.748,5.0969999999999995
USP12PY,0.04,0.084
HTR7,2.823,3.141
TXNDC9,16.857,16.733
MIR5196,0.0,0.0
AC004947.2,0.0,0.0
AC008966.3,0.0,0.046
RNU6-702P,0.0,0.0
AL353804.2,0.0,0.0
RN7SL824P,0.0,0.0
ERP29,36.825,36.899
CCDC85C,5.881,5.872999999999999
DSCR4-IT1,1.306,0.67
CLDN1,23.619,22.574
AC010620.1,0.0,0.0
EGFR-AS1,0.015,0.0
AL137786.1,0.013999999999999999,0.015
AC013248.1,0.0,0.0
TTC38,5.537999999999999,5.305
ZNHIT6,11.616,12.089
AC007620.2,0.08800000000000001,0.254
RN7SKP143,0.0,0.0
RSU1P1,0.0,0.0
AC025263.2,5.871,7.329
NACAD,0.146,0.045
AL139011.1,0.052000000000000005,0.16399999999999998
ISM2,0.094,0.055
AC138956.1,0.33799999999999997,0.08900000000000001
AC002543.1,0.0,0.0
AC078918.1,0.0,0.0
FMOD,0.0,0.0
AC104463.2,0.0,0.0
GAR1,26.144000000000002,25.774
ADH5P2,0.0,0.0
AC131009.1,1.1,1.369
NIFKP2,0.0,0.0
LRRIQ3,0.428,0.374
CTH,2.224,1.915
RNU6ATAC39P,0.0,0.602
RPL10P16,11.890999999999998,12.28
MIR3671,1.453,1.02
TUBB8P1,0.0,0.0
AC231533.1,0.0,0.0
GNGT2,0.025,0.0
AC005785.2,0.135,0.071
AL139174.1,0.096,0.051
AC007688.1,0.225,0.237
PAICSP1,0.035,0.07400000000000001
ZFY,0.0,0.0
AC093157.2,0.032,0.134
CYP27A1,0.057,0.03
PLXDC1,0.013999999999999999,0.0
AC025176.1,0.934,0.738
OR5G3,0.0,0.0
TMEM30A,36.711,37.621
HCRTR2,0.0,0.0
SPATS2,15.693,16.173
FBXL3,3.18,3.07
STARD4-AS1,0.091,0.10300000000000001
RF00012,0.0,0.0
RAD21,77.638,80.03699999999999
AL732314.4,0.083,0.087
WFDC1,0.0,0.0
AC007540.1,0.0,0.0
DEFA6,0.0,0.0
VAC14,6.2,6.182
RF00019,0.0,0.0
AC018735.1,0.34,0.149
AL157834.1,0.5579999999999999,0.588
BANF1P2,0.161,0.0
AC003973.1,0.066,0.013999999999999999
EEF1A1P22,0.371,0.39
C17orf107,0.337,0.5920000000000001
SLFNL1,0.02,0.031
AC012531.1,3.609,4.119
RECQL4,21.235,21.813000000000002
MIR1538,0.0,1.4709999999999999
AC105052.2,0.805,1.3
TSC22D2,4.117,4.301
TOR3A,15.702,15.937999999999999
GABRB2,0.0,0.0
RPL21P123,0.0,0.0
AC099566.1,0.0,0.0
CARD17,0.17300000000000001,0.273
PKIA,10.167,9.814
NRBP2,1.77,2.16
AC097478.3,0.0,0.0
USF1,20.576,19.096
TBC1D3I,0.019,0.02
SPDYE12P,0.10300000000000001,0.0
RIT2,0.0,0.0
NAA50,28.659000000000002,29.193
AC005086.1,0.0,0.0
AL021578.1,0.18,0.063
RNU6-1061P,0.0,0.0
CCT7,222.037,216.196
LINC01952,0.0,0.496
FAM25G,0.0,0.0
SLC8A1-AS1,0.0,0.016
NENFP2,0.0,0.0
NRG3-AS1,0.0,0.0
LINC00029,0.0,0.0
AP001001.1,0.273,0.07200000000000001
AL389915.1,0.0,0.0
AC016542.1,0.086,0.091
PSMG3-AS1,1.0390000000000001,1.15
FASLG,0.0,0.0
TRIM38,3.2710000000000004,3.0589999999999997
AL121936.2,0.0,0.0
RPS10-NUDT3,41.29,38.617
L2HGDH,2.845,2.846
AIFM3,0.24100000000000002,0.27399999999999997
MZB1,0.019,0.02
BCO1,0.0,0.0
GAPDHP22,0.10300000000000001,0.0
AGXT,0.0,0.0
RF00019,0.0,0.0
LINC02519,0.0,0.0
AC099518.1,0.203,0.32
AL512408.1,0.213,0.40399999999999997
AP002469.1,0.0,0.0
C20orf144,0.142,0.131
GSR,18.372,19.56
ST8SIA1,0.225,0.222
FAUP1,12.866,12.682
AL592437.1,0.34600000000000003,0.182
MAJIN,0.0,0.0
GEMIN2P1,0.0,0.0
LYRM4,5.297999999999999,5.002
AL592424.1,0.111,0.08800000000000001
CYP4B1,0.0,0.0
AC137695.1,0.0,0.0
RN7SKP16,0.855,0.9009999999999999
RN7SL477P,0.0,0.0
AC100821.1,0.0,0.0
AL356583.2,0.0,0.0
PCDHB11,0.508,0.62
SPATA12,0.039,0.08199999999999999
UQCRQ,34.033,33.607
VPS51,23.570999999999998,22.13
MARCH7,24.68,25.129
RHOH,0.0,0.0
LIX1,0.011000000000000001,0.0
DPEP2,0.0,0.0
AC087163.1,0.0,0.11800000000000001
AP005060.1,0.0,0.0
AL162393.1,0.18,0.474
ARL13A,0.0,0.0
IL10RA,0.005,0.011000000000000001
C9orf170,0.0,0.0
IMP3P2,0.0,0.0
KNL1,10.177,10.363
RN7SKP90,0.0,0.0
AC084871.2,0.0,0.0
LIPM,0.0,0.0
LINC01516,0.0,0.0
AC121757.1,0.0,0.0
AC005244.1,0.0,0.0
RNU7-174P,0.0,0.0
TMEM38A,1.156,1.3519999999999999
RF00019,0.0,0.0
RPS25P9,0.0,0.0
ISYNA1,78.708,77.987
CCDC43,14.388,14.382
SLC7A11,4.511,4.9319999999999995
PNPT1P1,0.129,0.19399999999999998
RHPN2,14.765,14.7
AC112484.3,0.315,0.7190000000000001
VPS37C,7.172000000000001,7.042999999999999
CFAP54,0.036000000000000004,0.027999999999999997
EMCN,0.0,0.0
RPPH1,1.4080000000000001,0.606
LINC00672,0.035,0.024
AL353811.1,0.0,0.0
AL845321.1,0.0,0.051
OR7K1P,0.0,0.0
EMILIN2,5.6979999999999995,5.765
AC091965.5,0.0,0.0
RNA5SP492,0.0,0.0
PSMC1P12,0.0,0.0
SMARCE1P6,0.21,0.037000000000000005
AL158210.1,0.21899999999999997,0.065
AL591479.1,0.134,0.0
EVA1B,76.214,73.188
STXBP5,6.754,6.99
CCT3,236.62,225.74099999999999
NFE2L3,24.747,24.936
IGF2,0.045,0.047
R3HCC1,14.306,15.408
STIP1P3,1.574,2.017
AC091987.1,0.0,0.0
AF131216.5,0.12,0.126
GSPT2,5.428999999999999,4.949
OR4D9,0.0,0.0
MFSD1,9.147,9.161
AL589182.1,0.0,0.0
AC018682.1,0.0,0.0
RF02157,0.858,1.205
AC012254.3,0.04,0.021
AL139807.1,0.061,0.0
NPHP4,2.5269999999999997,2.662
RNU6-1060P,0.0,0.0
NFYC,18.175,17.500999999999998
AC008957.1,0.0,0.0
AC009879.2,27.756999999999998,31.971999999999998
CLEC2A,0.0,0.0
USP49,1.9980000000000002,2.157
RAD21L1,0.23399999999999999,0.271
DNAJC25,6.815,5.946000000000001
LINC01003,3.3339999999999996,3.205
CLEC18C,0.0,0.0
TMCC3,4.2139999999999995,4.1419999999999995
AC090616.3,0.14300000000000002,0.0
LINC02293,0.1,0.053
SPAG5,26.090999999999998,25.336
PGA3,0.0,0.0
AL450304.1,0.0,0.0
RF00019,0.0,0.0
AC093817.2,0.0,0.0
AC087632.1,9.299,8.865
NPHP3-ACAD11,2.549,2.552
AC012588.1,0.0,0.0
AC010653.1,0.0,0.102
PPATP1,0.331,0.057999999999999996
TFAM,24.226,23.594
AC107959.5,0.244,0.21899999999999997
AC011603.3,0.0,0.0
MIR1179,0.0,0.0
AL359762.1,0.18,0.114
AC007036.3,1.5959999999999999,2.12
RNU6-1255P,0.0,0.0
AC010149.1,0.0,0.0
BX322557.1,0.0,0.0
CALM1P1,0.0,0.207
EIF5P2,0.0,0.0
POC1B-GALNT4,1.147,1.04
FAM86EP,2.274,2.55
CHIT1,0.0,0.0
MERTK,8.468,8.985
GLRA3,0.0,0.0
TWIST1,7.66,8.09
AC036111.1,0.0,0.0
AL583836.1,0.009000000000000001,0.0
AL590004.2,0.115,0.121
CBX7,2.568,2.72
KRASP1,0.0,0.081
AC008537.1,14.648,15.062999999999999
AF130417.1,0.0,0.0
TEKT4P2,1.163,1.088
GGH,45.323,44.714
LINC01456,0.0,0.0
SPTBN2,1.43,1.631
AC008751.1,0.0,0.0
AL513331.1,0.0,0.0
RF02271,0.37200000000000005,0.391
RN7SKP29,0.0,0.0
GPR25,0.0,0.0
RF00019,0.0,0.0
RPL23AP34,0.10400000000000001,0.0
CRB3,0.08,0.0
INPP4A,2.207,2.467
AL049542.1,0.0,0.0
RF00410,3.156,4.986000000000001
TPRKBP2,0.26899999999999996,0.094
AC015802.4,0.171,0.18
AL353801.3,0.079,0.331
LINC01204,0.008,0.034
SLC9A3R2,7.622999999999999,7.939
USP25,3.753,3.935
LINC02446,0.0,0.0
RF00019,0.0,0.0
AC097372.1,0.0,0.0
BX284668.6,0.0,0.0
AC015922.3,1.297,1.1059999999999999
AL157937.1,0.0,0.0
AL512326.2,0.0,0.0
PTCD2P1,0.0,0.0
CRTC1,1.915,1.92
MRAP2,0.498,0.546
AL162718.1,0.0,0.0
RPL13P,0.0,0.0
AC007690.1,0.0,0.0
AL512363.1,0.0,0.0
NMUR1,0.066,0.153
CFAP70,3.2760000000000002,3.148
RN7SL130P,0.0,0.441
AP000781.1,0.685,0.14400000000000002
TOR1AIP1,5.4110000000000005,5.591
CDC25C,6.867999999999999,6.776
AC005999.2,0.0,0.0
AL160275.2,0.0,0.0
OR10H2,0.0,0.0
PGAP2,6.92,6.979
MAGOH,46.925,49.387
TMED7-TICAM2,4.265,4.178999999999999
AC093297.1,0.0,0.0
RN7SL546P,0.0,0.155
AC020656.2,0.0,0.0
Z86062.1,0.27399999999999997,0.17300000000000001
PTDSS2,6.202999999999999,6.297999999999999
PCED1B,2.035,2.16
AC021483.2,0.337,0.237
MIS18A-AS1,0.055,0.057999999999999996
BTBD16,0.018000000000000002,0.0
AEBP1,0.017,0.0
FP236315.1,0.0,0.098
RAB1C,1.406,1.999
ZNF618,0.17600000000000002,0.182
MANSC1,1.879,1.774
AC004852.2,0.0,0.0
BEAN1,0.0,0.0
TRPM3,0.002,0.005
AL360270.1,0.0,0.019
RN7SL282P,0.0,0.0
UCK2,18.398,18.2
DNAJC4,4.114,4.357
AC068669.1,0.0,0.02
RN7SL326P,0.0,0.0
CACYBP,33.836,33.018
AP003774.3,0.0,0.0
RPS6KL1,0.055999999999999994,0.040999999999999995
RN7SL608P,1.375,1.85
AC063926.1,0.0,0.0
AC016745.1,0.084,0.0
AC046158.2,0.0,0.0
KRTAP4-8,0.0,0.0
AC073410.1,0.217,0.076
LIFR-AS1,0.084,0.106
PHBP20,0.365,0.21899999999999997
SLCO1B1,0.153,0.141
AC002486.1,0.0,0.0
RNU6-665P,0.0,0.0
MPEG1,0.0,0.0
SPTBN4,0.34,0.24
ENTPD7,2.469,2.051
AL592182.3,0.0,0.0
ZNF236,2.85,2.685
AC093510.2,0.285,0.15
AC104417.1,0.113,0.0
LINC01740,0.0,0.0
AC018521.2,0.32299999999999995,0.0
AC005899.1,0.0,0.0
ZNF402P,0.0,0.0
CD80,0.0,0.0
HAUS5,13.017999999999999,12.969000000000001
AC015712.6,0.031,0.044000000000000004
AL359091.4,0.37200000000000005,0.47
NDUFA11,13.75,12.965
Z99716.1,0.0,0.0
RF00019,0.0,0.0
MIR29B2CHG,0.01,0.013999999999999999
AC018754.1,0.0,0.064
AC126696.3,0.159,0.336
NDUFA3P2,0.0,0.0
LINC01977,0.095,0.0
AL353093.1,0.0,0.0
AC008985.1,0.0,0.0
AC079313.1,0.0,0.0
AL592430.1,0.0,0.0
ATP5MF,69.688,68.255
JCHAIN,0.0,0.027000000000000003
DOCK8,0.003,0.0
AC099568.1,0.0,0.0
EMX2OS,0.0,0.0
AL583834.1,0.0,0.0
AL121655.1,0.5529999999999999,0.0
AC010148.1,0.032,0.011000000000000001
AL513328.1,0.0,0.0
ZNF670,2.213,2.384
AL158050.1,5.221,4.812
IL2RB,0.009000000000000001,0.019
RF00017,0.0,0.0
ARMC4,1.518,1.335
ASB3,1.847,1.7990000000000002
SLC49A3,0.0,0.017
ZMYM4,12.152999999999999,13.204
ZNF676,0.0,0.0
RNU4-24P,0.0,0.0
AL390037.1,0.0,0.10400000000000001
FAM238C,0.023,0.04
AC104777.2,0.0,0.0
AL357055.3,0.017,0.036000000000000004
AC079360.1,0.0,0.0
RPS3AP49,0.10800000000000001,0.114
AL391832.2,0.023,0.049
AC096736.1,0.0,0.0
Z98884.2,1.084,2.055
FAHD2CP,0.239,0.168
IL17REL,0.012,0.0
Z93930.3,0.114,0.18
AK4P6,0.0,0.0
AL137244.1,0.0,0.0
TBC1D21,0.0,0.0
MSS51,0.158,0.07400000000000001
SREK1IP1,3.964,4.058
ASS1P4,0.0,0.0
RF01892,11.418,15.62
GPD1L,4.88,5.4479999999999995
RF00056,2.83,1.7530000000000001
PTPRCAP,0.846,0.792
PGK2,0.026000000000000002,0.0
CLASP1,10.074,9.818
AC137936.2,0.0,0.0
AL161785.3,0.0,0.0
TRIM51DP,0.0,0.0
IPO7P1,0.67,1.129
LHFPL3-AS1,0.0,0.0
CAPNS2,0.0,0.0
STARD8,3.611,3.407
STRADBP1,0.033,0.0
WASIR2,0.0,0.0
AK3,9.521,8.526
ST8SIA3,0.0,0.0
AP000676.2,0.0,0.0
AC113398.2,0.0,0.0
ZNF200,2.54,2.2030000000000003
MIR181D,0.0,0.0
HSPB2,0.0,0.0
AL357153.1,0.0,0.0
LINC02543,0.0,0.0
RPL23P8,6.87,6.606
MYCBPAP,0.059000000000000004,0.083
ALOX12,0.0,0.0
SIRT4,1.151,1.249
CLDND1,5.901,5.9479999999999995
KLF3P2,0.0,0.0
SLC7A14-AS1,0.0,0.0
PALM2,0.7709999999999999,0.7829999999999999
LINC00348,0.0,0.0
SH2B1,7.544,7.468
AC092801.1,0.0,0.0
AC021205.1,0.0,0.0
MPZL1,10.724,11.433
AL354919.1,0.0,0.04
AC005921.1,0.0,0.0
PIKFYVE,9.349,9.237
ZFP36L2,17.387999999999998,18.41
AC063965.1,0.085,0.27
AC036222.2,0.0,0.0
MRPL22P1,0.0,0.0
COX6A1,39.349000000000004,38.894
AC015712.7,0.0,0.0
NSUN5P1,2.792,3.122
GLIPR2,2.218,2.306
LINC01983,0.0,0.0
RPSAP28,0.0,0.0
AL356653.1,6.983,7.355
FAM217A,0.0,0.013999999999999999
MAGI3,2.821,3.045
AC021733.1,0.0,0.0
ALG10B,4.02,4.185
AC003965.1,0.064,0.20199999999999999
TMSB4XP6,1.578,3.324
AP003392.1,0.0,0.0
AL139035.1,0.377,0.278
AC126118.1,0.475,0.5720000000000001
SLC1A3,0.299,0.344
AL008638.4,0.0,0.0
CCDC146,0.27699999999999997,0.272
SPACA3,0.0,0.0
HIST1H2APS5,0.231,0.0
AC007381.1,0.0,0.0
PRSS1,0.0,0.0
MIR19B1,0.0,0.0
AP005597.1,0.0,0.0
RF02271,8.247,9.048
SKP1,9.491,9.353
LINC02539,0.0,0.0
AC022150.2,0.0,0.139
ZNF101P1,0.0,0.0
AL139148.1,0.0,0.0
AC026954.1,0.033,0.0
SMCO2,0.129,0.182
AC134878.2,0.182,0.235
GP5,0.0,0.0
AC018680.1,0.0,0.0
SORBS1,0.057999999999999996,0.053
SEC63P1,2.608,2.497
UBXN10-AS1,0.0,0.0
AL606469.1,0.0,0.0
RF00019,0.43,0.0
RPL38,113.744,118.156
MED7,2.7710000000000004,2.53
AC087473.1,0.013999999999999999,0.0
AL354928.1,0.069,0.073
ANKFN1,0.006,0.012
SLC22A2,0.0,0.0
KLHL25,0.725,0.909
AC046185.1,11.013,10.713
MXD1,2.798,3.028
AC092111.3,0.114,0.09
AC005740.4,0.0,0.0
LINC02585,1.5219999999999998,0.9159999999999999
HNRNPM,117.89,118.586
AC008533.1,0.0,0.0
DLGAP4,10.574000000000002,10.789000000000001
BX276092.5,0.0,0.0
AC091132.3,0.0,0.0
HNRNPH3P1,0.0,0.0
MREGP1,0.0,0.0
MIR450B,0.0,0.0
ANKRD10,2.9789999999999996,2.911
PRMT2,13.613,13.794
LINC02242,0.0,0.0
AL133330.2,0.0,0.0
ACSM2A,0.0,0.0
PWWP3A,6.485,6.5520000000000005
SIRT2,8.4,8.501
AL035246.1,0.0,0.0
AC010273.2,0.0,0.0
DHX9,64.032,62.711000000000006
AC010894.4,0.09300000000000001,0.049
AL136140.1,0.0,0.0
AC093763.2,0.035,0.0
ATP6V1F,145.28,138.045
AC006453.2,1.3419999999999999,1.264
RPL39P34,0.6829999999999999,0.575
AC010503.2,0.0,0.0
AL590609.1,0.0,0.0
HPGD,0.046,0.057
AC002480.2,0.077,0.242
RTL3,0.0,0.0
RPL30P7,0.132,0.139
LINC02287,0.0,0.0
AL513523.1,0.098,0.13699999999999998
AL772337.2,0.0,0.0
FKBP15,6.138,6.082000000000001
EIF3CL,0.013999999999999999,0.044000000000000004
PPP1R16B,0.027000000000000003,0.006999999999999999
ZNF770,12.762,12.558
AC005972.3,0.0,0.0
AL133396.2,0.0,0.113
AL590365.1,0.0,0.0
GPR83,0.02,0.031
NTAN1P3,0.0,0.0
PPM1D,3.489,3.488
AC010504.1,0.43700000000000006,0.46
AL359915.1,0.0,0.0
AC245297.3,1.8730000000000002,1.854
LINC02051,0.0,0.0
FAM241B,9.152999999999999,9.507
AC090164.4,0.0,0.0
RF00017,0.0,0.318
AC138356.3,0.0,0.0
TDGF1,0.0,0.0
GFOD1,0.16699999999999998,0.168
AC121338.2,0.318,0.154
AC121161.2,0.0,0.0
AL137802.1,0.0,0.0
HERC2P9,0.769,0.848
AC013470.4,0.0,0.0
AC004765.1,0.0,0.0
LRRCC1,6.5520000000000005,7.277
FOSB,0.315,0.315
GPI,58.998999999999995,57.402
SRGN,0.0,0.111
FAR1-IT1,0.11599999999999999,0.122
ZNF792,0.35700000000000004,0.336
DDX18,18.102,18.500999999999998
DDX18P1,0.0,0.023
SLC25A5P6,0.0,0.10099999999999999
FLNB-AS1,0.0,0.0
VCX3A,0.043,0.0
COIL,24.274,24.85
MRPL19,8.951,9.558
SMIM35,0.0,0.0
HMGB1P48,0.0,0.0
HMGN2P11,0.0,0.0
EMC8,20.325,20.445999999999998
AC025154.2,0.0,0.0
COQ10B,11.882,12.497
RPL13AP25,3.272,2.42
KRT18P40,0.0,0.0
AC130371.1,0.0,0.0
MBTPS1,19.430999999999997,19.464000000000002
KCNU1,0.0,0.0
AC104071.1,0.0,0.0
FAM90A1,0.168,0.23
TPI1P2,1.775,1.758
SLC30A1,4.787,4.927
AL031726.1,0.0,0.0
CENPBD1P1,2.985,3.025
PCNX3,14.030999999999999,14.280999999999999
LINC00313,0.0,0.0
RAD51B,1.1909999999999998,1.05
SERPINB8P1,0.0,0.0
ZNF197-AS1,0.13699999999999998,0.0
LINC02444,0.0,0.0
ENSA,26.576999999999998,26.184
AC112694.1,0.031,0.0
AC007780.1,13.655,13.429
RPL11,333.075,330.531
KRT8P44,0.0,0.0
U73023.1,0.0,0.0
AC015959.1,0.0,0.0
AC073655.2,0.22899999999999998,0.201
AC009961.3,0.111,0.235
AC004834.1,0.057999999999999996,0.102
FAM230C,0.9590000000000001,0.904
POLR1D,3.36,2.986
RPS27AP12,0.45799999999999996,0.193
RPL17-C18orf32,160.569,158.686
C5AR1,0.057999999999999996,0.19699999999999998
AL133243.4,0.013999999999999999,0.028999999999999998
NEK10,0.636,0.745
ZMYM2,3.464,3.793
DPAGT1,11.718,11.283
RN7SL752P,0.0,0.0
PDCD1,0.0,0.0
AC005632.2,0.154,0.163
SERF2,40.25,39.287
CLCF1,4.104,4.131
AC020928.2,8.377,8.844
KCNJ12,0.406,0.428
FOXK2,12.130999999999998,12.511
LINC02496,0.0,0.0
AC110602.1,0.0,0.0
KRT83,0.034,0.012
RNU7-151P,0.0,0.0
SNRPG,33.48,30.732
CTRB2,0.0,0.0
RF02125,11.937000000000001,11.707
ZSCAN1,0.196,0.188
AC008543.2,0.0,0.0
XAGE1A,0.0,0.0
RPS27AP10,0.0,0.0
AC134043.1,0.434,0.42200000000000004
RPL7P29,0.0,0.0
SMIM2-IT1,0.0,0.0
LINC02624,0.0,0.0
NAP1L5,7.476,7.124
KCNC4,0.514,0.493
FGB,0.094,0.017
FGL2,0.0,0.0
TRIM55,1.0659999999999998,0.9470000000000001
RF00019,3.3510000000000004,3.53
AC138701.1,0.0,0.0
PRKAA1,12.651,11.802
PCDHGA7,0.336,0.32899999999999996
CDC42P6,16.053,17.840999999999998
XDH,0.126,0.244
ETV7,0.054000000000000006,0.151
SHLD3,2.083,1.919
AL445426.1,0.0,0.0
SEMA4B,8.697000000000001,8.711
MRPL50,9.631,10.466
ATP6V1B1,0.0,0.0
PYGO2,22.928,22.052
AC026336.3,0.0,0.0
NFIC,12.972999999999999,13.845999999999998
LINC02150,0.0,0.0
MIR1207,0.0,0.0
AP002409.1,0.0,0.0
CFAP69,0.69,0.7859999999999999
AC007686.4,0.03,0.063
RN7SL850P,0.0,0.0
MFRP,0.026000000000000002,0.055
ARL15,0.9640000000000001,1.0390000000000001
BHMT,0.012,0.064
UNC13A,0.225,0.221
DCLK3,0.015,0.0
RNU11-2P,0.0,0.0
U51244.1,0.0,0.0
RUNDC3A,0.035,0.018000000000000002
RANP3,0.309,0.0
AC067942.3,0.0,0.0
AC114947.2,0.034,0.0
RPL4P1,0.033,0.0
OTUB2,4.963,4.751
AL513550.1,6.487,7.2139999999999995
AC093857.1,0.0,0.0
VEPH1,0.742,0.7959999999999999
MTG2,14.569,13.784
RNU6-910P,0.0,0.0
AC009495.1,0.28600000000000003,0.0
AC140479.2,0.027000000000000003,0.028999999999999998
AC007160.1,0.6679999999999999,0.8440000000000001
YWHAEP1,3.4619999999999997,3.0580000000000003
AC079209.1,0.0,0.0
ATP1B2,0.037000000000000005,0.0
AC069120.1,0.0,0.0
LINC02601,0.153,0.322
PTP4A1P4,0.0,0.0
AC093752.3,0.047,0.0
AL035458.2,59.504,53.983000000000004
LINC02570,0.0,0.0
ERVH48-1,0.0,0.0
RN7SKP125,0.0,0.0
MIR4292,23.531,18.754
PRPF39,5.952999999999999,5.422999999999999
AC138696.2,2.102,2.415
HNRNPA1P11,0.0,0.0
MIR6743,3.6010000000000004,3.792
CUX1,5.43,5.492000000000001
LINC01526,0.0,0.0
PARPBP,8.531,8.152000000000001
AC117490.2,0.0,0.0
SLA,0.0,0.0
AC007422.2,0.0,0.0
AC006539.1,0.0,0.0
AC078899.3,0.0,0.0
PDIA3P2,0.0,0.0
AL357079.2,0.0,0.022000000000000002
AC080188.2,0.057,0.0
AL050403.1,0.0,0.0
MIR4683,0.0,0.27699999999999997
AC138207.8,0.0,0.0
IYD,0.0,0.0
AC009090.5,0.18600000000000003,0.11800000000000001
TAF3,4.685,4.547
LINC01198,0.008,0.0
AC092718.5,0.0,0.0
AC004241.5,0.035,0.0
AC124312.2,0.0,0.0
AL035530.1,0.0,0.0
AC025434.1,0.0,0.0
