genes,Calu3_polyA_series1-S2-4h-A,Calu3_polyA_series1-S2-4h-B,Calu3_polyA_series1-mock-4h-A,Calu3_polyA_series1-mock-4h-B,Calu3_polyA_series2-4h-S2-1,Calu3_polyA_series2-4h-S2-2,Calu3_polyA_series2-4h-mock-1,Calu3_polyA_series2-4h-mock-2
UBBP1,0.966,1.31,0.945,0.39799999999999996,3.088,2.61,0.0,1.24
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOX1,6.608,7.068,6.881,7.412999999999999,6.459,6.501,6.412000000000001,5.601
MIR3198-1,0.0,0.0,1.3969999999999998,0.0,0.0,0.0,0.0,0.0
POU4F3,0.071,0.18100000000000002,0.087,0.146,0.040999999999999995,0.022000000000000002,0.11599999999999999,0.152
DNAAF2,11.137,11.321,11.395,9.968,12.059000000000001,12.328,13.196,12.274000000000001
AC133106.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REST,5.507999999999999,5.9879999999999995,5.14,4.89,4.293,4.133,2.505,3.315
RAP1GAP2,8.058,8.167,6.694,7.98,6.392,6.064,2.536,5.521
NME4,19.392,17.692999999999998,19.125999999999998,18.954,26.4,26.57,23.984,33.878
NR0B2,0.078,0.0,0.096,0.0,0.0,0.0,0.0,0.0
TMEM132D-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0
CHERP,11.245999999999999,11.94,10.557,10.524000000000001,7.171,6.912000000000001,4.317,5.797000000000001
AC092692.1,0.035,0.03,0.086,0.0,0.04,0.0,0.0,0.025
AC099689.1,0.0,0.0,0.0,0.0,0.0,0.0,0.22899999999999998,0.0
TEX43,0.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0
RPL11P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068299.1,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0
AC110774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL513165.1,3.7960000000000003,2.949,2.3209999999999997,3.255,1.624,1.359,5.164,2.7060000000000004
AL365226.1,0.0,0.6659999999999999,0.0,0.0,0.747,0.643,0.0,0.747
SPATS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST13P15,2.477,1.89,1.6159999999999999,1.784,0.848,0.963,1.079,0.47100000000000003
PAPOLB,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.0,0.0
GOLGA8S,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.069,0.0
NEDD8-MDP1,22.772,21.502,25.671,25.401999999999997,36.531,43.111999999999995,55.096000000000004,45.353
AC090993.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC135352.1,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNKSR3,0.20800000000000002,0.244,0.166,0.205,0.14,0.10400000000000001,0.249,0.121
AC008496.2,0.19899999999999998,0.0,0.243,0.0,0.0,0.0,0.649,0.0
RIMKLA,0.258,0.16,0.305,0.301,0.162,0.243,0.309,0.20800000000000002
FP325330.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP2,0.027000000000000003,0.012,0.017,0.013999999999999999,0.023,0.025,0.177,0.057999999999999996
SPIN1,17.935,18.171,17.124000000000002,16.787,14.765999999999998,15.437999999999999,9.558,12.602
ATP13A5,0.044000000000000004,0.025,0.0,0.0,0.0,0.018000000000000002,0.096,0.01
AC024341.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPJL,0.0,0.027999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
AC026786.2,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0
Z82196.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL138688.2,0.06,0.051,0.07400000000000001,0.062,0.034,0.037000000000000005,0.395,0.0
LINC00491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL118496.1,0.05,0.128,0.247,0.156,0.259,0.09300000000000001,0.0,0.10800000000000001
ASAP2,18.441,20.145,16.992,17.355999999999998,15.805,14.714,6.9510000000000005,13.255999999999998
AC008799.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL2B,5.54,5.321000000000001,5.317,4.69,3.88,3.783,4.998,3.5389999999999997
AL021368.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU2-59P,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF40B,2.197,2.281,1.7519999999999998,2.002,1.784,1.86,1.5490000000000002,1.587
MIR6880,0.0,1.874,0.902,1.517,1.262,0.45299999999999996,0.0,0.0
MIR4641,1.385,0.5870000000000001,0.0,1.425,0.395,0.0,0.0,0.494
RNA5SP530,0.775,1.3130000000000002,3.79,0.797,0.442,0.0,2.53,0.552
RNU6-490P,0.0,0.0,0.0,0.0,0.0,0.524,0.0,0.0
RN7SL55P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079776.1,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0
PCBP2,23.683000000000003,24.375,24.116,24.434,21.725,22.085,24.704,20.583000000000002
AL080312.1,0.111,0.188,0.0,0.457,0.063,0.136,0.0,0.079
AL138767.2,0.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL844908.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAF1,46.236999999999995,45.478,41.123000000000005,44.714,23.660999999999998,23.48,11.969000000000001,22.31
FAM41C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSS,16.505,17.866,16.657,17.076,22.494,21.635,22.041999999999998,23.569000000000003
COPS8P3,0.0,0.0,0.0,0.0,0.0,0.11599999999999999,0.0,0.0
SNORD22,22.127,24.901999999999997,23.07,23.516,28.771,21.153000000000002,9.476,24.570999999999998
AC097480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf153,0.0,0.04,0.0,0.032,0.018000000000000002,0.019,0.0,0.0
SLC16A10,0.138,0.207,0.19899999999999998,0.23399999999999999,0.079,0.07,0.584,0.133
STAT5A,0.588,0.687,0.602,0.45799999999999996,0.47100000000000003,0.46799999999999997,0.311,0.36200000000000004
LINC00592,0.0,0.106,0.0,0.0,0.07200000000000001,0.077,0.0,0.08900000000000001
AC010624.1,0.0,0.0,0.0,0.062,0.0,0.07400000000000001,0.0,0.0
ACTB,1268.562,1248.248,1291.922,1314.351,1278.4489999999998,1199.025,1280.947,1393.658
LINC01132,0.018000000000000002,0.0,0.0,0.019,0.0,0.0,0.0,0.0
GLIS3,6.723,7.768,6.803999999999999,7.492000000000001,4.725,4.6419999999999995,2.093,3.5039999999999996
SELENOS,24.590999999999998,23.543000000000003,25.941999999999997,24.63,29.675,29.205,39.236,32.103
SLC49A4,5.971,5.644,5.787999999999999,5.38,6.013999999999999,5.928999999999999,5.571000000000001,6.5329999999999995
UROD,8.485,8.517999999999999,9.906,10.249,12.402000000000001,12.353,16.891,14.899000000000001
MTCO1P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G12A,7.002999999999999,6.803,7.066,7.143,4.73,5.051,7.775,5.287000000000001
AP003170.4,0.156,0.397,0.0,0.161,0.267,0.14400000000000002,0.0,0.0
AC012498.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7L1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL606845.1,0.0,0.304,0.0,0.0,0.205,0.0,1.171,0.0
NKX2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.031
CYP24A1,16.893,18.105,16.764,17.383,95.714,94.042,76.342,80.818
AC024575.1,0.134,0.114,0.32799999999999996,0.552,0.0,0.41100000000000003,0.0,0.287
TNNT3,0.0,0.028999999999999998,0.0,0.069,0.019,0.021,0.0,0.024
AJ003147.2,0.099,0.126,0.242,0.152,0.099,0.03,0.484,0.035
ALDOC,0.14,0.297,0.342,0.21600000000000003,0.2,0.23600000000000002,0.34299999999999997,0.25
AC097374.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPO,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0
UST,0.055999999999999994,0.159,0.092,0.19399999999999998,0.032,0.035,0.0,0.027000000000000003
AC018638.6,0.938,0.55,0.882,0.742,0.5760000000000001,0.266,0.9420000000000001,0.36
APOC1P1,0.0,0.0,0.159,0.1,0.027999999999999997,0.04,0.955,0.231
CLCNKB,0.062,0.026000000000000002,0.0,0.0,0.053,0.057,0.203,0.022000000000000002
AC127070.2,0.0,0.0,0.0,0.028999999999999998,0.0,0.0,0.0,0.0
AC114737.1,0.0,0.0,0.0,0.0,0.0,0.0,0.659,0.0
DCAF4L1,0.175,0.23,0.214,0.08,0.1,0.107,0.127,0.111
CDH6,4.073,4.648,3.495,3.6889999999999996,2.492,2.6060000000000003,1.775,2.208
PLBD1-AS1,1.994,3.25,2.439,1.42,1.838,2.448,0.501,1.094
AL365226.2,0.0,0.0,0.0,0.0,0.263,0.141,0.0,0.16399999999999998
LINC00661,0.044000000000000004,0.055999999999999994,0.027000000000000003,0.0,0.013000000000000001,0.013999999999999999,0.0,0.063
FAM57A,16.872,15.913,15.773,14.955,11.706,13.064,9.927999999999999,12.435
IREB2,13.725,13.217,12.036,11.859000000000002,10.69,10.616,6.189,8.272
AP001351.1,0.294,0.042,0.0,0.10099999999999999,0.084,0.03,0.32,0.14
OR7E104P,0.0,0.017,0.0,0.0,0.0,0.012,0.0,0.0
AC073592.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110760.2,0.027000000000000003,0.046,0.033,0.027999999999999997,0.016,0.034,0.0,0.0
OSBPL10-AS1,0.0,0.0,0.0,0.040999999999999995,0.0,0.0,0.0,0.0
LENG8-AS1,1.485,1.445,1.682,1.641,1.161,1.114,0.0,0.745
CYP4A22-AS1,0.397,0.6729999999999999,0.121,0.409,0.22699999999999998,0.183,0.324,0.212
AC091564.7,44.485,43.187,42.818999999999996,46.788000000000004,43.286,43.632,69.03399999999999,51.021
SNAP91,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0
ABHD8,3.0860000000000003,2.401,2.948,3.35,3.3289999999999997,3.426,2.0709999999999997,3.8289999999999997
AC010175.1,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0
THAP12P2,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0
C9orf78,8.121,8.539,7.652,8.264,7.314,7.197,10.829,7.209
AL359317.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-154P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007560.1,1.157,1.308,0.0,0.794,0.0,0.474,1.2590000000000001,1.1
AP005205.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX18,4.827,4.727,4.328,4.359,3.966,4.007,3.035,3.2689999999999997
AC007608.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC072061.1,0.45,0.17300000000000001,0.1,0.42100000000000004,0.537,0.5529999999999999,0.6679999999999999,0.408
KLF2P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPPB,0.129,0.21899999999999997,0.316,0.133,0.0,0.23800000000000002,0.0,0.0
RPL29P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7P61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTND6P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGI2,0.049,0.071,0.042,0.045,0.051,0.046,0.10400000000000001,0.045
PHF12,4.448,4.809,4.736000000000001,4.416,3.605,3.653,1.391,2.793
RPLP1,280.637,262.481,265.848,251.44299999999998,462.704,480.352,1751.474,583.447
AC010092.1,0.0,0.0,0.0,0.08800000000000001,0.049,0.0,0.0,0.122
MIR3620,10.414000000000001,17.652,12.737,13.097000000000001,20.468,13.14,1.889,13.2
AC097347.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP005131.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL157938.3,0.0,0.0,0.0,0.0,0.017,0.0,0.19399999999999998,0.021
AC087280.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.8959999999999999,0.0,0.0,0.0,1.023,1.1,8.779,0.0
AC138028.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42P2,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.0
OR5BP1P,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0
AL139354.1,0.0,0.0,0.0,0.0,0.0,0.174,3.702,0.0
C14orf119,17.875999999999998,18.562,17.628,18.395,25.119,26.083000000000002,26.283,26.404
RASA1,50.16,51.041000000000004,43.933,45.538999999999994,64.582,64.303,48.72,55.286
LINC01270,0.0,0.077,0.0,0.094,0.10400000000000001,0.09300000000000001,0.0,0.043
KRTAP19-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6,368.601,325.517,384.12699999999995,362.58099999999996,490.399,560.501,1103.802,550.499
CAPN10,5.756,5.5120000000000005,5.031000000000001,5.204,5.159,5.114,3.763,5.066
AC093142.1,0.0,0.0,0.0,0.0,0.0,0.322,0.0,0.0
AL132640.2,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0
AC073342.1,0.098,0.0,0.12,0.10099999999999999,0.11199999999999999,0.18100000000000002,0.0,0.21
ZDBF2,0.017,0.0,0.0,0.0,0.0,0.0,0.24600000000000002,0.006
ZNF581,20.136,20.154,15.966,15.994000000000002,21.864,21.5,44.909,20.523000000000003
STAU1,73.30199999999999,72.155,70.509,69.134,62.518,65.43,44.401,58.028999999999996
MIR3189,0.0,1.061,0.0,2.577,0.0,0.0,0.0,0.0
PCDH15,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR19,0.662,0.502,0.81,0.5379999999999999,0.9540000000000001,1.069,0.569,0.745
AP000777.2,0.0,0.0,0.0,0.188,0.20800000000000002,0.0,0.0,0.26
AL357520.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC135803.1,0.324,0.27399999999999997,0.7909999999999999,0.499,0.27699999999999997,0.397,1.585,0.115
DCUN1D4,5.311,5.06,5.513,5.909,5.3839999999999995,5.791,5.715,5.077
RSL24D1P9,0.0,0.16399999999999998,0.0,0.0,0.0,0.0,0.632,0.0
ARHGAP30,0.235,0.26,0.221,0.149,0.28800000000000003,0.31,0.059000000000000004,0.309
AC020951.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICALL1,19.115,20.108,17.403,19.180999999999997,14.29,13.698,7.502000000000001,11.849
AC007365.1,0.146,0.0,0.0,0.15,0.083,0.08900000000000001,0.0,0.20800000000000002
PPIAP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM106A,0.051,0.13,0.031,0.026000000000000002,0.028999999999999998,0.078,0.083,0.036000000000000004
RNU6-993P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL524P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007216.2,0.0,0.0,0.0,0.0,0.0,0.0,0.777,0.0
MTND3P17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109439.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073365.1,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,0.47100000000000003,0.026000000000000002
TMEM251P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF765,1.7180000000000002,1.66,1.653,1.829,1.527,1.254,0.701,1.2009999999999998
HJURP,12.799000000000001,14.254000000000001,15.39,14.647,20.558000000000003,21.469,20.232,18.439
RPN2,183.597,178.128,195.31599999999997,187.5,217.739,204.34400000000002,136.639,207.69799999999998
GPR63,1.379,1.169,1.368,1.23,0.682,0.7709999999999999,0.55,0.273
CDC7,5.511,5.403,6.12,6.638999999999999,5.797000000000001,5.691,5.059,5.65
AC009336.2,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0
KRT18P22,0.068,0.057999999999999996,0.166,0.0,0.11599999999999999,0.083,0.0,0.09699999999999999
AC026801.2,0.409,0.495,0.5710000000000001,0.541,0.633,0.825,1.7169999999999999,0.833
AC243571.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP003170.1,0.08900000000000001,0.15,0.217,0.365,0.10099999999999999,0.109,0.0,0.0
TINCR,0.062,0.14,0.0,0.042,0.059000000000000004,0.057,0.067,0.015
LYZL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT5A,7.934,7.486000000000001,6.99,7.2589999999999995,5.405,5.447,3.785,5.187
AC015911.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-786P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDRT4,0.7559999999999999,0.991,1.074,0.9520000000000001,1.074,1.205,0.598,1.141
AC006994.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018410.2,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0
SOCS2P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021368.4,0.813,0.402,0.49700000000000005,0.46399999999999997,0.489,0.33299999999999996,0.221,0.386
RPS18P12,3.1860000000000004,2.363,1.949,2.254,4.4319999999999995,4.401,4.552,2.9819999999999998
AC009446.1,0.0,0.0,0.0,0.0,0.0,0.0,0.331,0.0
GPX1,104.236,95.743,117.09100000000001,109.09100000000001,126.454,123.271,366.858,176.138
SPRY4,5.625,5.629,4.819,4.427,3.0989999999999998,2.949,1.228,2.502
CRELD1,7.912000000000001,7.3,8.079,9.287,9.236,8.347000000000001,6.557,10.902999999999999
FKBP1AP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205
FAM136BP,2.1919999999999997,3.344,1.609,4.511,3.252,1.0759999999999998,0.716,2.97
HIST2H2BF,0.114,0.121,0.14,0.177,0.098,0.08800000000000001,0.09300000000000001,0.08199999999999999
AC107023.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FXYD2,0.856,0.746,0.867,0.956,1.07,1.186,2.023,1.271
GRN,82.40799999999999,78.747,89.464,87.631,80.179,81.188,35.659,84.615
BRIP1,1.693,1.939,1.791,1.848,0.953,0.955,0.523,0.8809999999999999
AC110056.1,0.201,0.17,0.0,0.0,0.115,0.062,0.0,0.07200000000000001
RN7SL649P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01399,0.22699999999999998,0.192,0.139,0.0,0.129,0.139,1.4809999999999999,0.32299999999999995
GAS2L1,5.141,4.737,4.74,4.303,4.062,4.17,2.398,4.494
NPM1P40,0.0,0.0,0.153,0.0,0.0,0.153,0.0,0.17800000000000002
AL121972.1,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0
RB1-DT,0.0,0.068,0.0,0.0,0.046,0.147,0.261,0.0
AL589765.1,0.0,0.0,0.0,0.244,0.0,0.145,0.0,0.0
LPAR4,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
AC008696.1,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0
CACNA1B,0.0,0.008,0.0,0.009000000000000001,0.0,0.0,0.121,0.006999999999999999
KDSR,7.165,7.354,7.095,7.595,3.87,3.609,5.096,3.87
SIGLEC20P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT1L,1.112,2.073,1.632,2.5180000000000002,0.0,0.13699999999999998,0.0,0.159
TREX1,1.736,2.434,2.5860000000000003,1.8840000000000001,1.693,1.821,2.164,1.9809999999999999
LMNB2,35.903,36.711,33.695,36.841,35.806,35.044000000000004,11.452,34.696999999999996
AC108134.4,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC024884.1,0.0,0.0,0.14,0.7070000000000001,0.261,0.141,0.0,0.327
AC015908.6,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf116,32.635999999999996,32.124,31.805999999999997,31.616999999999997,25.53,27.489,11.286,23.506999999999998
CFL1,158.458,155.697,155.241,152.666,199.267,210.44799999999998,197.46200000000002,215.668
TUBAP2,2.437,3.7939999999999996,4.02,3.266,4.172,3.444,1.48,4.566
DNASE1L2,1.875,1.4480000000000002,1.4780000000000002,1.758,1.4980000000000002,1.381,1.36,1.426
SF3A3P1,0.743,0.629,1.06,0.955,1.4480000000000002,1.064,1.01,1.5
BEST1,0.2,0.205,0.29600000000000004,0.22699999999999998,0.21,0.265,1.202,0.135
CSNK1G2P1,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0
NDNF,0.026000000000000002,0.022000000000000002,0.0,0.053,0.028999999999999998,0.031,0.084,0.0
SCGB1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012313.4,2.031,2.3480000000000003,2.9360000000000004,1.33,2.1069999999999998,1.9269999999999998,0.0,1.8430000000000002
BCL7B,12.339,13.648,11.940999999999999,12.668,13.274000000000001,13.793,16.541,15.618
AL133410.3,5.277,5.178999999999999,5.744,4.9110000000000005,7.666,8.029,16.573,8.066
HEPHL1,0.0,0.0,0.0,0.0,0.028999999999999998,0.0,0.0,0.0
PLK4,3.7760000000000002,3.84,4.593,4.431,5.752999999999999,5.9,3.3989999999999996,4.438
PSMD12P,0.669,0.6809999999999999,0.327,0.826,1.069,0.534,0.8740000000000001,1.145
RNF6,10.207,11.877,10.595999999999998,10.419,8.871,8.943,5.376,7.6739999999999995
ARHGAP6,0.023,0.0,0.040999999999999995,0.035,0.019,0.006999999999999999,0.11,0.008
TMEM56-RWDD3,8.414,8.625,9.407,8.17,9.017000000000001,10.229,15.373,10.004
PKN2-AS1,0.006999999999999999,0.045,0.048,0.006999999999999999,0.03,0.027999999999999997,0.19399999999999998,0.013999999999999999
FMR1NB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS18,0.0,0.0,0.0,0.013999999999999999,0.0,0.0,0.045,0.0
AC007906.2,0.599,1.2109999999999999,0.395,0.996,1.157,1.6980000000000002,1.656,1.413
LINC01529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-925P,0.879,1.49,0.0,0.0,0.502,0.0,0.0,0.627
USP38,6.914,6.676,6.26,6.087999999999999,4.93,4.698,2.9130000000000003,4.043
IL5,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.040999999999999995
AL590302.2,0.0,0.069,0.0,0.0,0.09300000000000001,0.15,3.1919999999999997,0.11599999999999999
ETFRF1,3.04,3.33,3.8989999999999996,3.891,3.702,4.141,3.873,3.542
TIPARP,45.743,47.532,41.202,42.544,31.253,32.52,14.8,26.342
KRT19,993.568,942.765,998.0260000000001,980.82,1362.57,1339.267,1966.075,1604.8310000000001
PTPN7,0.0,0.0,0.0,0.032,0.009000000000000001,0.0,0.0,0.0
AP005329.3,0.799,0.6779999999999999,0.978,0.96,1.749,0.818,2.611,1.235
RNF175,0.042,0.018000000000000002,0.051,0.064,0.024,0.0,0.34,0.0
AC135782.1,0.085,0.0,0.26,0.087,0.09699999999999999,0.026000000000000002,0.27699999999999997,0.0
RHBDD1,2.719,2.7289999999999996,3.1319999999999997,3.259,1.725,1.839,0.733,1.6840000000000002
MIR582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF5,12.023,12.035,11.87,11.569,9.915,9.219,5.101,9.44
RNU4-23P,0.653,0.0,0.0,1.344,0.0,0.401,0.0,0.466
MIR3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEM1AP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYCS,64.358,66.973,77.484,74.415,84.016,86.035,145.524,99.645
AL359878.2,0.0,0.0,0.0,0.462,0.0,0.0,0.0,0.16
GAD1,0.754,0.7140000000000001,0.746,0.7759999999999999,0.5760000000000001,0.585,0.7240000000000001,0.49
RRAS,45.871,44.36,48.18899999999999,44.215,88.18,91.904,133.261,117.04700000000001
RN7SL653P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-548P,0.0,0.674,0.972,0.0,0.0,0.0,0.0,0.0
AC092375.2,0.275,0.18600000000000003,0.604,0.508,0.125,0.168,0.0,0.078
AL136982.4,0.0,0.03,0.0,0.0,0.017,0.0,0.057,0.012
RNU6-693P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL354936.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GXYLT1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEACAMP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA68B,0.0,1.165,0.0,0.0,0.0,0.0,0.0,0.0
QPCT,8.574,9.062000000000001,12.45,9.842,9.785,8.513,10.15,10.4
RAE1,14.533,14.83,14.822000000000001,13.638,15.8,15.972000000000001,14.284,14.429
LINC02135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092991.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF625,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0
MTCO1P6,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0
RNF222,0.0,0.025,0.0,0.0,0.017,0.018000000000000002,0.09699999999999999,0.042
LINC00567,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC079140.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT8P25,0.126,0.0,0.077,0.0,0.0,0.0,0.0,0.09
SNORA71E,2.077,1.761,1.27,0.713,0.79,0.638,0.0,1.975
AC008761.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021074.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFASC,0.0,0.0,0.0,0.0,0.0,0.005,0.07,0.0
IL12RB2,0.021,0.018000000000000002,0.025,0.021,0.0,0.0,0.0,0.044000000000000004
YBX1P10,16.782,16.607,16.397000000000002,16.98,9.63,8.863,4.898,14.64
LINC01515,0.318,0.34700000000000003,0.37799999999999995,0.309,0.301,0.24600000000000002,0.149,0.20800000000000002
RAB15,8.075,8.404,8.65,8.084,5.4079999999999995,5.337000000000001,3.214,4.952
MUC17,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0
OSER1-DT,1.589,1.63,2.097,1.635,2.577,3.1310000000000002,10.65,3.011
AC005256.1,0.7979999999999999,0.507,0.732,0.8220000000000001,1.8219999999999998,2.205,10.427,2.419
MARVELD1,11.958,10.939,11.905999999999999,12.864,5.044,5.21,2.656,5.143
IGHV3-74,0.0,0.132,0.0,0.0,0.08900000000000001,0.096,0.0,0.222
POC1A,7.282,7.9639999999999995,7.811,8.791,9.494,8.965,7.97,8.644
AC010327.6,0.27399999999999997,0.11599999999999999,0.168,0.235,0.13,0.196,0.298,0.033
ADO,29.361,29.37,24.844,26.323,22.578000000000003,23.035,24.359,22.785999999999998
SFTPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
