genes,Calu3_polyA_series1-S2-12h-A,Calu3_polyA_series1-S2-12h-B,Calu3_polyA_series2-12h-S2-1,Calu3_polyA_series2-12h-S2-2,Calu3_polyA_series2-12h-mock-1,Calu3_polyA_series2-12h-mock-2
AC024575.1,0.262,0.366,0.21600000000000003,0.266,0.442,0.607
TNNT3,0.0,0.0,0.027000000000000003,0.0,0.027999999999999997,0.0
AJ003147.2,0.48200000000000004,0.405,0.04,0.196,0.163,0.045
ALDOC,0.342,0.287,0.423,0.382,0.34700000000000003,0.349
AC097374.2,0.0,0.0,0.0,0.0,0.0,0.0
ASIC5,0.0,0.0,0.0,0.0,0.0,0.0
TPO,0.021,0.0,0.0,0.011000000000000001,0.0,0.0
UST,0.037000000000000005,0.0,0.03,0.037000000000000005,0.09300000000000001,0.0
AC018638.6,1.127,0.591,0.698,1.217,0.774,0.523
APOC1P1,0.0,0.0,0.079,0.0,0.0,0.028999999999999998
CLCNKB,0.0,0.0,0.05,0.0,0.026000000000000002,0.0
AC127070.2,0.0,0.0,0.0,0.0,0.0,0.051
AC114737.1,0.0,0.0,0.0,0.0,0.0,0.731
DCAF4L1,0.41700000000000004,0.212,0.125,0.154,0.11199999999999999,0.193
CDH6,1.449,1.626,1.949,1.469,1.964,1.6380000000000001
PLBD1-AS1,0.599,2.5140000000000002,1.237,1.5219999999999998,2.532,1.807
AL365226.2,0.0,0.0,0.18600000000000003,0.457,0.38,0.626
LINC00661,0.0,0.0,0.053,0.022000000000000002,0.018000000000000002,0.1
FAM57A,9.332,12.23,8.648,8.986,9.071,9.355
IREB2,13.784,14.007,10.869000000000002,10.254000000000001,8.512,7.875
AP001351.1,0.0,0.134,0.35600000000000004,0.09699999999999999,0.20199999999999999,0.17800000000000002
OR7E104P,0.0,0.0,0.0,0.0,0.0,0.0
AC073592.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00426,0.0,0.0,0.0,0.0,0.0,0.0
AC110760.2,0.053,0.149,0.0,0.027000000000000003,0.045,0.05
OSBPL10-AS1,0.0,0.0,0.0,0.0,0.0,0.0
LENG8-AS1,2.149,1.953,1.375,1.037,1.135,1.495
CYP4A22-AS1,0.0,0.271,0.32,0.19699999999999998,0.8190000000000001,0.45
AC091564.7,39.045,37.299,59.068000000000005,55.886,51.504,56.553999999999995
SNAP91,0.0,0.0,0.0,0.0,0.0,0.025
ABHD8,3.634,4.158,5.932,4.112,5.688,5.824
AC010175.1,0.0,0.0,0.0,0.0,0.0,0.0
THAP12P2,0.0,0.0,0.0,0.04,0.033,0.0
C9orf78,6.688,6.317,6.91,6.886,6.746,7.115
AL359317.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-154P,1.6840000000000002,0.0,0.0,0.0,0.0,0.0
AC007560.1,0.753,0.0,0.0,0.38299999999999995,0.637,0.35
AP005205.3,0.0,0.0,0.0,0.0,0.0,0.0
TBX18,3.838,3.0589999999999997,3.407,3.48,3.6260000000000003,3.341
AC007608.3,0.0,0.0,0.0,0.0,0.0,0.0
AC072061.1,0.32,0.11199999999999999,0.66,0.284,0.33799999999999997,0.593
KLF2P4,0.0,0.0,0.0,0.0,0.0,0.0
NPPB,0.252,0.0,0.20800000000000002,0.0,0.0,0.11699999999999999
RPL29P32,0.0,0.0,0.0,0.0,0.0,0.0
RPL7P61,0.0,0.0,0.0,0.0,0.0,0.0
MTND6P15,0.0,0.0,0.0,0.0,0.0,0.0
MAGI2,0.04,0.071,0.054000000000000006,0.055,0.052000000000000005,0.081
PHF12,5.476,5.6160000000000005,5.516,6.292000000000001,3.838,3.3739999999999997
RPLP1,276.33299999999997,264.564,898.187,781.828,569.7819999999999,651.47
AC010092.1,0.0,0.0,0.069,0.0,0.0,0.0
MIR3620,6.78,11.062999999999999,11.197000000000001,12.632,15.755999999999998,18.349
AC097347.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0
AP005131.7,0.0,0.0,0.0,0.0,0.0,0.0
AL157938.3,0.0,0.0,0.0,0.0,0.0,0.0
AC087280.1,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.723,0.889,0.74,0.0
AC138028.5,0.0,0.0,0.0,0.0,0.0,0.0
CDC42P2,0.0,0.0,0.0,0.0,0.0,0.0
OR5BP1P,0.0,0.0,0.0,0.0,0.0,0.0
AL139354.1,0.0,0.0,0.0,0.141,0.11699999999999999,0.385
C14orf119,14.26,13.977,23.195,21.953000000000003,26.854,25.953000000000003
RASA1,54.32899999999999,53.31100000000001,66.865,64.10600000000001,68.244,63.076
LINC01270,0.0,0.0,0.122,0.151,0.075,0.0
KRTAP19-2,0.0,0.0,0.0,0.0,0.0,0.21
RPS6,263.185,265.899,550.408,583.648,502.792,542.623
CAPN10,4.6819999999999995,3.734,5.422999999999999,4.849,5.696000000000001,5.244
AC093142.1,0.0,0.0,0.0,0.0,0.0,0.0
AL132640.2,0.0,0.147,0.0,0.0,0.0,0.0
AC073342.1,0.0,0.0,0.159,0.098,0.324,0.35600000000000004
ZDBF2,0.0,0.023,0.006999999999999999,0.0,0.0,0.053
ZNF581,11.139000000000001,15.247,27.734,24.22,19.648,21.599
STAU1,81.991,79.047,65.44800000000001,70.867,62.356,64.584
MIR3189,7.337999999999999,0.0,1.01,2.4859999999999998,0.0,0.0
PCDH15,0.0,0.0,0.0,0.0,0.005,0.005
GPR19,0.544,0.285,0.983,1.072,1.409,0.9790000000000001
AP000777.2,0.35600000000000004,0.0,0.0,0.0,0.151,0.6609999999999999
AL357520.1,0.0,0.0,0.0,0.0,0.0,0.0
AC135803.1,0.316,0.0,0.522,0.642,0.534,0.44
DCUN1D4,5.502999999999999,4.8469999999999995,5.095,5.318,5.847,5.236000000000001
RSL24D1P9,0.0,0.0,0.156,0.0,0.16,0.175
ARHGAP30,0.035,0.049,0.349,0.305,0.209,0.294
AC020951.1,0.0,0.0,0.0,0.0,0.033,0.0
MICALL1,17.562,17.238,13.599,12.815,12.16,11.923
AC007365.1,0.0,0.0,0.0,0.289,0.24100000000000002,0.0
PPIAP62,0.0,0.0,0.0,0.0,0.0,0.0
TMEM106A,0.299,0.27899999999999997,0.165,0.127,0.127,0.11599999999999999
RNU6-993P,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL524P,0.0,0.0,0.0,0.0,0.0,0.276
AC007216.2,0.0,0.0,0.0,0.0,0.0,0.0
MTND3P17,0.0,0.0,0.0,0.0,0.0,0.0
AC109439.2,0.0,0.0,0.0,0.0,0.0,0.0
AC073365.1,0.0,0.0,0.0,0.0,0.0,0.0
TMEM251P1,0.0,0.0,0.0,0.0,0.0,0.0
AC007132.1,0.0,0.0,0.06,0.0,0.0,0.0
ZNF765,1.931,2.043,1.391,1.286,1.179,1.094
HJURP,17.055999999999997,18.625,20.873,19.303,20.178,18.145
RPN2,181.524,171.372,176.581,167.266,217.683,196.65599999999998
GPR63,0.9279999999999999,1.214,0.618,0.623,0.67,0.569
CDC7,5.4079999999999995,6.0360000000000005,5.3870000000000005,5.343999999999999,7.483,6.974
AC009336.2,0.0,0.0,0.0,0.0,0.0,0.0
KRT18P22,0.133,0.0,0.16399999999999998,0.135,0.11199999999999999,0.0
AC026801.2,0.799,0.319,0.848,1.507,1.3980000000000001,1.27
AC243571.1,0.0,0.0,0.0,0.0,0.0,0.0
AP003170.1,0.0,0.0,0.07200000000000001,0.0,0.0,0.0
TINCR,0.04,0.055999999999999994,0.0,0.02,0.034,0.055999999999999994
LYZL6,0.0,0.0,0.0,0.0,0.0,0.0
KMT5A,6.9479999999999995,7.261,5.447,5.474,5.806,5.107
AC015911.6,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-786P,1.984,0.0,0.0,0.0,0.0,0.0
CDRT4,0.706,1.0,1.011,1.2670000000000001,0.8059999999999999,0.9109999999999999
AC006994.1,0.0,0.0,0.0,0.0,0.0,0.0
AC018410.2,0.0,0.0,0.0,0.0,0.0,0.0
SOCS2P1,0.0,0.0,0.0,0.0,0.0,0.0
AL021368.4,0.132,0.122,0.32799999999999996,0.20199999999999999,0.27899999999999997,0.184
RPS18P12,1.167,1.088,4.175,3.9530000000000003,2.63,2.707
AC009446.1,0.0,0.0,0.0,0.0,0.0,0.0
GPX1,89.95299999999999,86.331,139.32299999999998,119.098,164.269,186.81599999999997
SPRY4,6.31,5.553,3.4360000000000004,3.925,2.884,2.423
CRELD1,6.191,5.882000000000001,9.424,9.149,11.122,13.331
FKBP1AP1,0.0,0.0,0.0,0.0,0.0,0.0
FAM136BP,3.425,1.198,2.475,1.9580000000000002,2.352,1.391
HIST2H2BF,0.5589999999999999,0.742,0.5770000000000001,0.738,0.071,0.156
AC107023.1,0.0,0.0,0.0,0.0,0.0,0.0
FXYD2,0.43,0.512,0.848,1.043,1.3319999999999999,1.551
GRN,59.533,60.301,69.382,68.454,88.49700000000001,82.036
BRIP1,4.402,3.781,1.577,1.374,1.3880000000000001,1.037
AC110056.1,0.0,0.0,0.081,0.19899999999999998,0.0,0.0
RN7SL649P,0.0,0.0,0.0,0.0,0.0,0.0
LINC01399,0.0,0.0,0.183,0.33799999999999997,0.094,0.8220000000000001
GAS2L1,5.26,4.848,4.886,4.859,4.2589999999999995,5.435
NPM1P40,0.0,0.341,0.0,0.0,0.0,0.113
AL121972.1,0.0,0.0,0.0,0.0,0.094,0.20600000000000002
RB1-DT,0.312,0.0,0.129,0.0,0.132,0.0
AL589765.1,0.46299999999999997,0.0,0.191,0.0,0.0,0.215
LPAR4,0.0,0.0,0.0,0.0,0.0,0.027000000000000003
AC008696.1,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1B,0.0,0.0,0.0,0.0,0.0,0.0
KDSR,6.614,6.381,4.218999999999999,4.16,4.172,4.367
SIGLEC20P,0.0,0.0,0.0,0.0,0.0,0.0
MT1L,0.434,0.0,0.0,0.0,0.0,0.0
TREX1,4.562,4.397,5.04,6.202999999999999,2.214,2.374
LMNB2,42.081,42.651,33.092,29.495,35.846,35.552
AC108134.4,0.0,0.0,0.488,0.3,0.0,0.5489999999999999
AC024884.1,0.447,0.0,0.185,0.0,0.0,0.0
AC015908.6,0.0,0.0,0.026000000000000002,0.0,0.0,0.0
RF00019,0.0,0.0,0.664,0.0,0.0,0.0
C1orf116,34.243,32.093,30.149,31.747,28.566,27.105
CFL1,148.349,142.075,204.34400000000002,176.743,204.81099999999998,222.079
TUBAP2,2.989,5.5729999999999995,3.062,3.825,5.098,4.314
DNASE1L2,1.6280000000000001,2.845,1.949,1.819,1.41,1.3969999999999998
SF3A3P1,0.725,1.3530000000000002,1.298,1.1059999999999999,1.226,1.0659999999999998
BEST1,0.12300000000000001,0.057,0.153,0.136,0.174,0.267
CSNK1G2P1,0.0,0.0,0.0,0.0,0.0,0.0
NDNF,0.0,0.0,0.021,0.025,0.0,0.07
SCGB1D2,0.0,0.0,0.0,0.0,0.0,0.0
AC012313.4,1.443,0.504,0.893,0.55,0.61,1.673
BCL7B,11.94,11.132,15.222000000000001,14.409,11.328,12.72
AL133410.3,5.031000000000001,4.553,10.059,10.401,9.044,10.274000000000001
HEPHL1,0.0,0.0,0.013999999999999999,0.0,0.0,0.046
PLK4,7.016,5.687,6.007000000000001,5.5089999999999995,6.484,5.215
PSMD12P,0.784,0.366,0.7020000000000001,0.797,0.718,1.334
RNF6,11.657,9.443999999999999,8.173,8.292,6.792999999999999,6.49
ARHGAP6,0.022000000000000002,0.0,0.036000000000000004,0.034,0.019,0.07200000000000001
TMEM56-RWDD3,5.691,7.046,9.172,7.98,10.823,10.265
PKN2-AS1,0.013000000000000001,0.0,0.021,0.039,0.027000000000000003,0.036000000000000004
FMR1NB,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS18,0.0,0.0,0.0,0.0,0.0,0.025
AC007906.2,0.18,0.7559999999999999,1.859,1.464,2.625,1.88
LINC01529,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-925P,0.0,0.0,0.0,0.0,0.725,0.7959999999999999
USP38,6.2139999999999995,6.029,4.591,4.8580000000000005,3.875,3.51
IL5,0.0,0.0,0.046,0.057,0.048,0.052000000000000005
AL590302.2,0.0,0.223,0.066,0.0,0.0,0.517
ETFRF1,3.8369999999999997,4.253,3.617,3.642,4.803,3.695
TIPARP,132.126,135.309,97.837,109.54799999999999,16.927,13.909
KRT19,717.328,755.211,1617.305,1496.693,1772.976,1954.986
PTPN7,0.0,0.0,0.0,0.0,0.0,0.027999999999999997
AP005329.3,1.041,0.728,1.9340000000000002,2.248,1.76,2.657
RNF175,0.0,0.0,0.017,0.021,0.0,0.075
AC135782.1,0.0,0.11599999999999999,0.10300000000000001,0.042,0.105,0.154
RHBDD1,3.403,2.271,2.1390000000000002,1.781,2.255,1.8419999999999999
MIR582,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF5,10.379000000000001,10.039,7.599,7.002000000000001,9.119,8.424
RNU4-23P,0.0,0.0,0.0,0.0,0.539,1.183
MIR3187,0.0,0.0,0.0,0.0,0.0,0.0
FEM1AP4,0.0,0.0,0.0,0.0,0.0,0.0
CYCS,59.169,59.275,58.181999999999995,51.071000000000005,86.052,81.868
AL359878.2,0.0,0.0,0.0,0.0,0.0,0.204
GAD1,0.585,0.757,0.805,0.925,0.815,0.643
RRAS,40.83,37.388000000000005,106.68799999999999,94.921,104.807,112.977
RN7SL653P,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-548P,0.0,0.0,0.0,0.0,0.0,0.0
AC092375.2,0.0,0.3,0.133,0.054000000000000006,0.091,0.1
AL136982.4,0.0,0.047,0.013999999999999999,0.069,0.013999999999999999,0.012
RNU6-693P,0.0,0.0,0.0,0.0,0.0,0.0
AL354936.1,0.0,0.0,0.0,0.0,0.0,0.0
GXYLT1P3,0.15,0.0,0.0,0.0,0.0,0.0
CEACAMP10,0.046,0.0,0.094,0.023,0.0,0.0
SNORA68B,0.0,0.0,0.0,0.0,0.0,0.623
QPCT,6.739,6.625,8.126,7.12,10.797,11.050999999999998
RAE1,16.045,14.251,13.992,14.375,13.677999999999999,11.98
LINC02135,0.0,0.0,0.0,0.0,0.0,0.04
AC092991.1,0.0,0.0,0.0,0.0,0.0,0.0
ZNF625,0.0,0.0,0.0,0.0,0.0,0.0
MTCO1P6,0.0,0.0,0.0,0.0,0.0,0.0
RNF222,0.0,0.0,0.024,0.0,0.0,0.0
LINC00567,0.0,0.0,0.0,0.0,0.0,0.0
AC079140.3,0.0,0.0,0.0,0.0,0.0,0.0
KRT8P25,0.12300000000000001,0.0,0.10099999999999999,0.0,0.10400000000000001,0.0
SNORA71E,2.029,0.0,2.234,1.375,1.143,0.628
AC008761.3,0.0,0.0,0.0,0.0,0.0,0.0
AC021074.3,0.0,0.0,0.0,0.0,0.0,0.0
NFASC,0.0,0.0,0.0,0.013000000000000001,0.0,0.004
IL12RB2,0.081,0.0,0.017,0.0,0.0,0.019
YBX1P10,15.565999999999999,19.72,6.955,9.956,17.099,15.632
LINC01515,0.48,0.621,0.28600000000000003,0.325,0.33,0.322
RAB15,6.729,7.867000000000001,5.6,5.59,6.5889999999999995,6.837999999999999
MUC17,0.0,0.0,0.0,0.0,0.0,0.0
OSER1-DT,1.5519999999999998,1.2570000000000001,2.967,2.656,3.4160000000000004,4.3580000000000005
AC005256.1,0.0,0.545,2.414,2.377,2.306,3.4360000000000004
MARVELD1,7.945,9.482000000000001,5.357,4.925,7.721,7.47
IGHV3-74,0.0,0.0,0.0,0.0,0.129,0.282
POC1A,12.714,10.224,12.072000000000001,11.345,12.355,12.239
AC010327.6,0.268,0.0,0.037000000000000005,0.136,0.113,0.124
ADO,20.725,19.69,20.1,18.535,20.342,19.458
SFTPC,0.0,0.0,0.0,0.0,0.0,0.0
RANBP10,5.1160000000000005,5.183,3.562,3.977,3.576,3.721
AC005225.1,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-485P,3.3369999999999997,0.0,0.344,0.424,1.41,0.774
HIST1H4C,6.978,5.74,1.0170000000000001,1.251,0.867,0.762
RNU1-120P,0.0,0.0,0.0,0.0,0.0,0.0
RPTOR,4.281000000000001,4.654,2.676,2.633,2.065,2.1630000000000003
DGLUCY,6.932,7.202000000000001,5.274,6.114,5.084,4.8580000000000005
FAM78A,0.0,0.0,0.013000000000000001,0.017,0.083,0.015
KRT18P19,0.0,0.0,0.0,0.0,0.0,0.0
KIAA1671,8.265,8.696,5.166,5.734,4.8180000000000005,4.449
MIR4682,0.0,0.0,0.0,0.0,0.0,0.0
MIR3168,0.0,0.0,0.0,0.0,0.0,2.02
GPRC5C,0.691,0.655,1.483,1.6769999999999998,2.036,2.1519999999999997
MTND2P22,0.0,0.0,0.0,0.0,0.0,0.0
AL158013.1,0.0,0.0,0.0,0.0,0.0,0.0
AC069444.2,0.033,0.047,0.152,0.102,0.085,0.078
AL024507.2,0.41600000000000004,0.19399999999999998,0.544,0.634,0.615,0.579
AC009955.4,0.0,0.9179999999999999,0.406,0.16699999999999998,0.693,1.0659999999999998
PREX1,0.048,0.033,0.028999999999999998,0.024,0.05,0.011000000000000001
MIR7844,0.0,1.023,0.0,0.37200000000000005,0.309,0.33899999999999997
GOLGA2P9,0.0,0.0,0.0,0.0,0.0,0.0
POMP,55.201,54.483999999999995,73.762,72.355,89.99,107.538
AL096711.2,0.20199999999999999,0.171,0.06,0.095,0.022000000000000002,0.022000000000000002
MARCO,0.0,0.12,0.0,0.0,0.0,0.0
STAMBP,7.124,7.27,6.975,6.568,7.099,6.858
AL158154.2,0.0,0.0,0.0,0.0,0.0,0.0
UQCRFS1P2,0.0,0.0,0.0,0.0,0.0,0.0
DSPP,0.0,0.0,0.0,0.0,0.017,0.0
AL359999.1,0.607,0.0,0.0,0.0,0.0,0.564
AC034243.1,0.0,0.0,0.377,0.155,0.0,0.141
GTF2E2,35.917,34.262,30.656,36.535,24.357,24.273000000000003
FKBP14,6.101,5.439,3.114,2.8280000000000003,5.071000000000001,4.355
SF1,33.455,31.485,26.166999999999998,27.815,21.816,19.875999999999998
LINC00266-1,0.0,0.0,0.0,0.0,0.0,0.115
AC087242.1,0.0,0.0,0.129,0.0,0.0,0.29
AC233964.1,0.0,0.0,0.0,0.0,0.0,0.0
AL136439.1,0.0,0.0,0.0,0.0,0.0,0.0
AC020763.4,0.043,0.06,0.018000000000000002,0.044000000000000004,0.018000000000000002,0.02
NKAIN3-IT1,0.0,0.0,0.0,0.0,0.0,0.0
MIR7162,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2L,0.0,0.0,0.055999999999999994,0.011000000000000001,0.0,0.021
LINC01510,0.0,0.0,0.109,0.027000000000000003,0.0,0.0
RF02271,2.943,2.0580000000000003,2.228,2.742,1.6580000000000001,1.138
DKK1,59.57,64.31,113.936,103.876,89.501,70.788
STRA6,0.0,0.0,0.019,0.035,0.059000000000000004,0.054000000000000006
RNU6-945P,0.0,0.0,0.0,0.848,0.0,0.0
CES3,0.07200000000000001,0.051,0.015,0.07400000000000001,0.015,0.084
AC091117.1,0.0,0.0,0.0,0.0,0.0,0.389
AC022211.2,0.9890000000000001,0.6920000000000001,1.575,1.2209999999999999,1.224,1.508
AL354714.3,0.0,0.0,0.0,0.0,0.0,0.28800000000000003
ZC3H11A,8.217,8.809,6.962999999999999,7.252000000000001,5.435,4.845
ABCG5,0.0,0.067,0.04,0.049,0.081,0.111
PHYHD1,0.063,0.0,0.11699999999999999,0.0,0.027000000000000003,0.131
GALT,3.18,3.286,4.1819999999999995,3.798,3.783,3.853
AC012085.1,0.0,0.0,0.0,0.0,0.0,0.0
PUM2,21.186,22.795,17.44,17.019000000000002,15.481,12.999
ZNF695,1.973,1.3630000000000002,1.236,1.256,1.3459999999999999,1.485
RAD50,4.098,4.077,2.714,2.563,2.77,2.6889999999999996
UGT2B27P,0.0,0.0,0.091,0.0,0.047,0.051
RPL21P32,0.0,0.0,0.155,0.19,0.0,0.0
AL450405.1,9.794,6.848,18.817,18.757,17.348,17.825
PCDH19,0.037000000000000005,0.051,0.015,0.009000000000000001,0.008,0.025
MYOZ3,0.0,0.0,0.037000000000000005,0.0,0.0,0.027000000000000003
PTAFR,0.17,0.237,0.12300000000000001,0.151,0.179,0.08900000000000001
NOP2,12.609000000000002,13.186,10.907,11.72,8.442,8.324
DPP9,8.558,8.82,6.757000000000001,5.853,6.053999999999999,5.334
CHD7,4.175,4.357,2.841,3.385,1.5730000000000002,1.557
LGI2,0.0,0.077,0.068,0.013999999999999999,0.057999999999999996,0.102
GPR158,0.0,0.031,0.018000000000000002,0.034,0.009000000000000001,0.01
NAF1,4.56,3.8160000000000003,2.5610000000000004,2.8489999999999998,3.443,2.358
TMED10P1,0.273,0.0,1.013,0.5539999999999999,1.037,0.506
LINC02328,0.569,0.478,0.188,0.405,0.096,0.053
AC090825.1,0.138,0.0,0.0,0.0,0.23399999999999999,0.064
SLCO5A1,0.14400000000000002,0.076,0.07400000000000001,0.092,0.015,0.025
JADE1,5.247000000000001,4.083,5.456,5.7829999999999995,4.275,3.88
MIR4307,0.0,0.0,0.0,0.0,0.0,0.0
OTX1,1.699,1.033,1.6469999999999998,1.577,0.968,1.046
FZD7,2.7760000000000002,2.653,3.61,4.3260000000000005,2.815,3.284
HAR1A,0.0,0.0,0.0,0.0,0.0,0.0
AP005482.1,0.076,0.0,0.031,0.077,0.0,0.0
AMHR2,0.0,0.0,0.02,0.0,0.021,0.0
MX2,34.915,32.803000000000004,9.797,15.165,0.235,0.21
GRM2,0.025,0.0,0.01,0.0,0.032,0.035
MIR3158-1,0.0,0.0,0.0,0.0,0.0,0.0
TERT,0.349,0.434,0.24,0.256,0.213,0.14400000000000002
PPFIA2,0.062,0.028999999999999998,0.017,0.011000000000000001,0.009000000000000001,0.028999999999999998
LCTL,0.0,0.0,0.042,0.052000000000000005,0.043,0.094
AC135507.1,0.318,0.445,0.131,0.162,0.134,0.14800000000000002
MORF4L2-AS1,0.685,0.359,0.53,0.304,0.434,0.516
MIR2115,0.0,0.0,0.0,0.0,0.0,0.0
AL109763.1,0.0,0.0,0.0,0.0,0.0,0.18
AC011944.1,0.0,0.0,0.0,0.0,0.0,0.0
C12orf45,0.40700000000000003,0.589,0.5670000000000001,0.5539999999999999,0.647,0.784
AC100803.1,0.0,0.0,0.0,0.066,0.0,0.0
AL139142.1,0.0,0.0,0.109,0.268,0.0,0.0
AC005019.1,0.0,0.0,0.0,0.21,0.0,0.0
AC013472.1,0.0,0.0,0.0,0.0,0.0,0.09699999999999999
ABHD16B,0.0,0.0,0.049,0.0,0.051,0.055999999999999994
ACTBP7,0.318,0.0,0.32799999999999996,0.40399999999999997,0.067,0.147
KDELR2,105.766,106.554,104.556,96.182,115.625,116.485
ARHGEF16,5.6339999999999995,6.002999999999999,8.39,7.361000000000001,7.496,7.546
TP53,11.269,11.809000000000001,7.502999999999999,6.986000000000001,7.626,7.602
MRPS18CP6,0.0,0.0,0.331,0.0,0.0,0.0
ENC1,17.375999999999998,17.156,9.755,10.385,7.3420000000000005,6.611000000000001
RPL10P9,0.27699999999999997,0.387,1.943,0.985,0.585,1.413
AC083964.1,0.0,0.0,0.0,0.0,0.0,0.0
VAT1,48.99,51.728,74.626,75.20100000000001,74.579,83.12200000000001
AC099654.2,0.0,0.0,0.07400000000000001,0.092,0.114,0.126
AC008708.2,0.0,0.0,0.0,0.081,0.067,0.442
LINC00703,0.0,0.0,0.0,0.0,0.0,0.0
NAV2-AS5,0.0,0.0,0.0,0.0,0.0,0.0
AC074286.1,0.0,0.0,0.0,0.0,0.0,0.0
AF131216.3,0.0,0.0,0.067,0.165,0.20600000000000002,0.0
RNA5SP150,0.0,0.0,0.0,0.0,0.0,0.0
SYTL5,1.074,1.295,0.581,0.33899999999999997,0.282,0.258
OR2B8P,0.0,0.0,0.0,0.0,0.0,0.0
EIF5AP4,0.384,0.0,0.0,0.0,0.0,0.17800000000000002
AC011095.1,0.0,0.0,0.0,0.0,0.0,0.0
TAF11L11,0.0,0.0,0.061,0.0,0.0,0.069
PLA2G12AP1,0.314,0.0,0.13,0.16,0.266,0.146
FOXO6,0.07400000000000001,0.0,0.184,0.22699999999999998,0.409,0.449
AC104655.1,0.0,0.0,0.121,0.0,0.0,0.272
OR7E62P,0.0,1.047,0.618,1.331,0.316,0.0
DIRAS1,0.0,0.073,0.0,0.0,0.022000000000000002,0.07200000000000001
SSBP3-AS1,0.0,0.0,0.0,0.0,0.028999999999999998,0.0
NR2F6,15.312999999999999,16.563,17.354,17.9,20.227,21.823
ZNF696,4.45,3.61,2.903,3.1660000000000004,2.952,2.519
SERPINB3,0.105,0.0,0.0,0.053,0.133,0.19399999999999998
CRYGA,0.0,0.0,0.0,0.0,0.0,0.0
TGOLN2,42.993,45.32899999999999,30.081,31.724,39.814,34.745
ALG1,8.902000000000001,8.94,9.455,8.329,9.618,11.134
RPL31P2,0.474,0.0,0.5870000000000001,0.722,1.001,0.22
C6orf47-AS1,0.0,0.0,0.11,0.27,0.0,0.24600000000000002
KERA,0.0,0.0,0.0,0.0,0.0,0.0
IGF2-AS,0.187,0.174,0.051,0.095,0.0,0.0
AC110609.1,0.0,0.0,0.0,0.299,0.0,0.0
RF00026,0.0,0.0,0.0,0.0,0.0,0.0
SCARNA13,1.9480000000000002,1.8159999999999998,2.144,5.278,3.0180000000000002,2.7110000000000003
HLA-L,1.2,0.7709999999999999,0.937,1.104,0.932,0.978
OR51N1P,0.0,0.0,0.0,0.0,0.079,0.087
SEC14L5,0.0,0.0,0.0,0.013999999999999999,0.012,0.064
AC233280.1,0.53,0.14800000000000002,0.175,0.26899999999999996,0.493,0.44299999999999995
AC111000.1,0.0,0.0,0.207,0.0,0.0,0.0
RNY1P16,1.609,0.0,0.664,0.0,0.0,0.0
PIH1D2,0.361,0.7070000000000001,0.655,0.66,0.884,1.406
AC008805.1,0.0,0.0,0.0,0.0,0.0,0.0
AC025647.1,0.0,0.0,0.0,0.0,0.0,0.0
AC007298.2,0.0,0.0,0.0,0.105,0.0,0.0
RALGAPA1,1.615,1.594,0.775,0.7829999999999999,0.672,0.5870000000000001
AC002550.2,0.45299999999999996,0.634,0.0,0.0,0.191,0.0
ASB16-AS1,4.935,4.974,3.536,3.5039999999999996,4.079,4.007
AC063943.1,0.0,0.0,0.0,0.127,0.0,0.233
AP5Z1,8.377,8.443999999999999,7.636,7.789,6.718999999999999,6.806
AC010997.3,0.475,1.992,0.784,0.402,0.602,0.36700000000000005
RPL21P66,0.0,0.0,0.0,0.0,0.0,0.0
RMI2,14.24,14.107000000000001,10.145,10.527000000000001,12.89,12.112
TMEM183A,6.544,7.977,9.273,8.717,9.304,9.662
AC107375.1,0.48,0.7829999999999999,0.363,0.529,0.6759999999999999,0.705
SEPT9,29.798000000000002,31.523000000000003,27.369,26.593000000000004,30.2,32.534
RHAG,0.0,0.0,0.0,0.034,0.0,0.031
GMFB,15.299000000000001,15.567,11.412,11.8,15.134,11.592
AC040169.1,1.028,0.9590000000000001,2.83,1.567,3.475,2.385
KCNK9,0.105,0.11,0.098,0.04,0.078,0.0
ZNF850,1.16,1.304,1.014,0.636,0.884,0.823
EEF1AKMT4,7.8839999999999995,7.534,9.381,7.291,9.042,10.315
PGM5P3-AS1,0.0,0.0,0.0,0.0,0.0,0.040999999999999995
CAST,56.327,59.056000000000004,44.205,45.157,50.248999999999995,47.1
LENG9,5.684,5.083,7.656000000000001,8.997,6.063,7.306
BHLHE22,0.0,0.0,0.023,0.0,0.0,0.0
FMC1,1.2770000000000001,3.009,4.191,5.0889999999999995,4.658,4.709
NFKB2,22.309,25.691,15.23,18.418,6.961,6.202999999999999
OXCT2P1,0.11599999999999999,0.0,0.096,0.059000000000000004,0.049,0.054000000000000006
AP000356.1,0.0,0.0,0.0,0.0,0.0,0.0
