genes,Calu3_polyA_series1-S2-24h-A,Calu3_polyA_series1-S2-24h-B,Calu3_polyA_series1-mock-24h-A,Calu3_polyA_series1-mock-24h-B
AC012313.4,0.0,0.982,1.124,1.6440000000000001
BCL7B,13.267999999999999,12.992,9.933,9.842
AL133410.3,5.021,5.371,6.656000000000001,6.624
HEPHL1,0.042,0.0,0.0,0.0
PLK4,9.218,7.994,8.391,8.721
PSMD12P,0.986,0.83,0.815,0.596
RNF6,11.163,11.708,9.361,9.538
ARHGAP6,0.0,0.0,0.032,0.013000000000000001
TMEM56-RWDD3,6.522,5.412000000000001,9.984,10.023
PKN2-AS1,0.032,0.047,0.027999999999999997,0.016
FMR1NB,0.0,0.0,0.0,0.0
ADAMTS18,0.0,0.0,0.0,0.008
AC007906.2,0.113,1.226,1.5190000000000001,1.4769999999999999
LINC01529,0.0,0.0,0.0,0.0
RNU6-925P,2.157,0.0,0.0,2.086
USP38,6.771,5.659,5.516,5.657
IL5,0.0,0.102,0.0,0.0
AL590302.2,0.0,0.578,0.0,0.0
ETFRF1,1.82,2.3,2.2569999999999997,2.75
TIPARP,148.509,124.993,20.531,21.745
KRT19,663.957,670.559,967.784,988.44
PTPN7,0.0,0.0,0.011000000000000001,0.0
AP005329.3,0.981,1.181,1.05,1.423
RNF175,0.051,0.0,0.015,0.025
AC135782.1,0.313,0.0,0.091,0.025
RHBDD1,2.073,2.105,3.025,2.773
MIR582,2.29,0.0,0.0,0.0
DNAAF5,9.712,8.329,12.895999999999999,13.709000000000001
RNU4-23P,1.6030000000000002,1.157,0.0,0.0
MIR3187,0.0,0.0,0.0,0.0
FEM1AP4,0.0,0.0,0.0,0.0
CYCS,53.867,57.108999999999995,65.465,70.303
AL359878.2,0.0,0.0,0.0,0.0
GAD1,0.354,0.295,0.604,0.494
RRAS,53.753,52.341,65.598,65.768
RN7SL653P,0.0,0.0,0.223,0.0
RNU6-548P,0.0,0.0,0.0,0.47200000000000003
AC092375.2,0.27,0.195,0.275,0.13
AL136982.4,0.129,0.062,0.025,0.01
RNU6-693P,0.0,0.0,0.0,0.0
AL354936.1,0.0,0.0,0.0,0.0
GXYLT1P3,0.0,0.0,0.055,0.0
CEACAMP10,0.4,0.413,0.033,0.0
SNORA68B,0.0,0.0,0.49200000000000005,0.408
QPCT,4.025,5.327999999999999,8.833,7.785
RAE1,14.754000000000001,16.254,13.219000000000001,13.567
LINC02135,0.0,0.0,0.0,0.0
AC092991.1,0.0,0.0,0.0,0.0
ZNF625,0.0,0.0,0.0,0.0
MTCO1P6,0.0,0.0,0.0,0.0
RNF222,0.0,0.0,0.032,0.035
LINC00567,0.0,0.0,0.0,0.0
AC079140.3,0.0,0.0,0.0,0.0
KRT8P25,0.0,0.0,0.045,0.149
SNORA71E,0.85,0.614,0.496,0.616
AC008761.3,0.0,0.0,0.0,0.0
AC021074.3,0.0,0.157,0.0,0.026000000000000002
NFASC,0.021,0.008,0.0,0.0
IL12RB2,0.051,0.037000000000000005,0.0,0.025
YBX1P10,11.967,10.469000000000001,20.416,21.199
LINC01515,0.38,0.355,0.7559999999999999,0.562
RAB15,6.04,6.171,8.226,8.34
MUC17,0.038,0.067,0.0,0.0
OSER1-DT,1.4369999999999998,1.334,2.127,2.134
AC005256.1,1.47,0.0,0.858,0.948
MARVELD1,6.456,7.354,10.295,10.138
IGHV3-74,0.382,0.276,0.0,0.0
POC1A,10.185,13.34,16.173,16.441
AC010327.6,0.336,0.081,0.327,0.135
ADO,16.827,18.002,19.48,18.995
SFTPC,0.0,0.0,0.0,0.0
RANBP10,6.4639999999999995,5.9479999999999995,4.4319999999999995,5.0169999999999995
AC005225.1,0.0,0.0,0.0,0.0
RNU6-485P,0.0,0.0,0.306,0.0
HIST1H4C,7.737,7.822,3.312,5.861000000000001
RNU1-120P,0.0,0.0,0.0,0.0
RPTOR,6.273,5.898,3.909,3.8489999999999998
DGLUCY,7.372999999999999,7.6160000000000005,5.675,5.311
FAM78A,0.0,0.03,0.012,0.02
KRT18P19,0.0,0.0,0.0,0.0
KIAA1671,6.647,6.53,7.986000000000001,7.632999999999999
MIR4682,0.0,0.0,0.818,0.0
MIR3168,0.0,0.0,0.0,0.0
GPRC5C,0.925,0.85,1.472,1.213
MTND2P22,0.0,0.0,0.0,0.0
AL158013.1,0.0,0.0,0.0,0.0
AC069444.2,0.21,0.152,0.12300000000000001,0.11199999999999999
AL024507.2,0.9590000000000001,0.755,0.483,0.527
AC009955.4,0.0,0.0,0.0,0.1
PREX1,0.12,0.086,0.026000000000000002,0.036000000000000004
MIR7844,1.839,1.992,0.805,0.667
GOLGA2P9,0.0,0.0,0.0,0.0
POMP,55.711000000000006,59.511,56.835,58.924
AL096711.2,0.124,0.177,0.006,0.009000000000000001
MARCO,0.0,0.0,0.031,0.0
STAMBP,7.057,6.97,6.766,7.164
AL158154.2,0.0,0.0,0.0,0.0
UQCRFS1P2,0.0,0.0,0.0,0.0
DSPP,0.0,0.0,0.0,0.0
AL359999.1,0.0,0.551,0.445,0.0
AC034243.1,0.382,0.0,0.0,0.092
GTF2E2,34.613,34.1,22.766,22.666999999999998
FKBP14,5.35,4.806,5.593999999999999,5.377999999999999
SF1,36.294000000000004,37.982,35.81,35.718
LINC00266-1,0.0,0.0,0.0,0.0
AC087242.1,0.392,0.0,0.22899999999999998,0.19
AC233964.1,0.0,0.0,0.0,0.0
AL136439.1,0.0,0.0,0.0,0.0
AC020763.4,0.0,0.039,0.0,0.0
NKAIN3-IT1,0.0,0.0,0.019,0.008
MIR7162,0.0,0.0,0.0,0.0
SYCP2L,0.0,0.040999999999999995,0.0,0.027000000000000003
LINC01510,0.0,0.0,0.039,0.032
RF02271,6.164,4.896,1.619,1.639
DKK1,71.021,64.196,48.645,55.592
STRA6,0.08800000000000001,0.21100000000000002,0.213,0.233
RNU6-945P,0.0,0.0,1.224,0.507
CES3,0.0,0.033,0.06,0.094
AC091117.1,0.0,0.0,0.0,0.0
AC022211.2,1.3319999999999999,1.2819999999999998,1.399,1.331
AL354714.3,0.0,0.0,0.0,0.0
ZC3H11A,9.169,8.672,7.585,6.992000000000001
ABCG5,0.0,0.0,0.106,0.16
PHYHD1,0.079,0.0,0.023,0.048
GALT,3.411,3.842,3.016,3.139
AC012085.1,0.0,0.0,0.0,0.0
PUM2,20.29,20.34,23.985,22.965
ZNF695,1.882,2.2,2.188,2.231
RAD50,4.332,4.148,4.527,4.4030000000000005
UGT2B27P,0.41600000000000004,0.1,0.04,0.067
RPL21P32,0.0,0.0,0.0,0.22699999999999998
AL450405.1,8.047,8.204,9.394,9.957
PCDH19,0.023,0.033,0.0,0.011000000000000001
MYOZ3,0.037000000000000005,0.027000000000000003,0.0,0.045
PTAFR,0.48,0.462,0.09300000000000001,0.11599999999999999
NOP2,12.972999999999999,13.533,8.555,9.3
DPP9,8.895,8.331,7.434,7.527
CHD7,4.178999999999999,3.8360000000000003,2.943,2.9419999999999997
LGI2,0.0,0.025,0.121,0.057999999999999996
GPR158,0.055999999999999994,0.040999999999999995,0.025,0.027000000000000003
NAF1,3.617,4.172,3.674,3.838
TMED10P1,0.0,0.0,0.2,0.745
LINC02328,0.5720000000000001,1.3430000000000002,0.0,0.10400000000000001
AC090825.1,0.174,0.0,0.051,0.042
SLCO5A1,0.249,0.16399999999999998,0.013000000000000001,0.022000000000000002
JADE1,4.462,4.224,6.771,6.077000000000001
MIR4307,0.0,0.0,0.0,0.0
OTX1,1.254,1.173,1.246,1.347
FZD7,2.616,2.225,3.478,3.093
HAR1A,0.0,0.0,0.0,0.028999999999999998
AP005482.1,0.191,0.069,0.0,0.0
AMHR2,0.061,0.0,0.0,0.0
MX2,36.884,35.113,1.371,1.24
GRM2,0.032,0.023,0.009000000000000001,0.015
MIR3158-1,0.0,0.0,0.0,0.0
TERT,0.6829999999999999,0.528,0.413,0.365
PPFIA2,0.052000000000000005,0.019,0.015,0.006
LCTL,0.0,0.046,0.019,0.0
AC135507.1,0.0,0.0,0.11699999999999999,0.484
MORF4L2-AS1,0.43,0.466,0.565,0.33799999999999997
MIR2115,0.0,0.0,0.0,0.0
AL109763.1,0.0,0.0,0.0,0.0
AC011944.1,0.11800000000000001,0.0,0.0,0.0
C12orf45,0.381,0.507,0.5539999999999999,0.5870000000000001
AC100803.1,0.0,0.0,0.0,0.039
AL139142.1,0.0,0.0,0.0,0.16
AC005019.1,0.0,0.0,0.0,0.0
AC013472.1,0.0,0.0,0.0,0.0
ABHD16B,0.0,0.0,0.0,0.036000000000000004
ACTBP7,0.39899999999999997,0.28800000000000003,0.175,0.193
KDELR2,97.544,96.92399999999999,115.87200000000001,118.16
ARHGEF16,5.099,4.93,5.535,6.236000000000001
TP53,14.122,13.245,16.6,17.139
MRPS18CP6,0.0,0.0,0.0,0.0
ENC1,16.607,15.592,12.207,12.648
RPL10P9,0.696,0.754,0.711,0.589
AC083964.1,0.0,0.0,0.0,0.0
VAT1,21.686999999999998,19.213,56.015,58.522
AC099654.2,0.0,0.327,0.066,0.08199999999999999
AC008708.2,0.0,0.0,0.0,0.0
LINC00703,0.0,0.0,0.0,0.0
NAV2-AS5,0.0,0.0,0.0,0.0
AC074286.1,0.0,0.0,0.0,0.0
AF131216.3,0.204,0.0,0.06,0.14800000000000002
RNA5SP150,0.0,0.0,0.0,0.0
SYTL5,1.5830000000000002,1.177,0.537,0.38299999999999995
OR2B8P,0.0,0.0,0.0,0.0
EIF5AP4,0.0,0.348,0.0,0.0
AC011095.1,0.0,0.0,0.0,0.0
TAF11L11,0.0,0.0,0.0,0.0
PLA2G12AP1,1.185,0.856,0.5760000000000001,0.86
FOXO6,0.094,0.068,0.218,0.43
AC104655.1,0.0,0.0,0.0,0.0
OR7E62P,0.47,1.359,0.275,0.455
DIRAS1,0.0,0.0,0.038,0.032
SSBP3-AS1,0.0,0.0,0.0,0.0
NR2F6,15.427999999999999,14.107000000000001,19.698,19.958
ZNF696,2.6839999999999997,3.7560000000000002,3.591,3.178
SERPINB3,0.0,0.0,0.077,0.0
CRYGA,0.0,0.0,0.0,0.0
TGOLN2,33.372,35.704,62.221000000000004,58.915
ALG1,7.146,6.975,9.017000000000001,9.484
RPL31P2,0.595,0.43,0.0,0.43200000000000005
C6orf47-AS1,0.0,0.0,0.09699999999999999,0.081
KERA,0.0,0.0,0.0,0.0
IGF2-AS,2.8939999999999997,2.146,0.023,0.0
AC110609.1,0.0,0.0,0.0,0.0
RF00026,0.0,0.0,0.0,0.0
SCARNA13,6.527,2.3569999999999998,2.381,2.5639999999999996
HLA-L,2.079,1.8840000000000001,0.69,0.493
OR51N1P,0.0,0.0,0.069,0.0
SEC14L5,0.035,0.025,0.03,0.034
AC233280.1,0.0,0.096,0.078,0.09699999999999999
AC111000.1,0.0,0.0,0.0,0.0
RNY1P16,0.0,1.46,0.0,0.489
PIH1D2,0.726,0.982,1.3230000000000002,0.943
AC008805.1,0.0,0.0,0.0,0.0
AC025647.1,0.0,0.0,0.0,0.0
AC007298.2,0.26,0.0,0.0,0.0
RALGAPA1,1.7,1.636,1.088,1.0959999999999999
AC002550.2,0.0,0.0,0.499,0.275
ASB16-AS1,3.648,3.952,5.35,5.093999999999999
AC063943.1,0.0,0.0,0.0,0.0
AP5Z1,10.232999999999999,9.261000000000001,5.364,5.367999999999999
AC010997.3,1.79,2.4419999999999997,0.46399999999999997,0.5770000000000001
RPL21P66,0.0,0.0,0.0,0.0
RMI2,13.110999999999999,13.235999999999999,14.833,14.558
TMEM183A,5.612,5.577000000000001,8.4,8.652000000000001
AC107375.1,0.805,0.436,0.7340000000000001,0.851
SEPT9,22.023000000000003,22.956,42.817,41.132
RHAG,0.0,0.0,0.049,0.02
GMFB,11.397,12.823,13.950999999999999,14.328
AC040169.1,1.2919999999999998,2.177,1.131,1.9780000000000002
KCNK9,0.099,0.07200000000000001,0.048,0.07200000000000001
ZNF850,1.4580000000000002,1.465,1.768,1.5759999999999998
EEF1AKMT4,7.939,7.51,6.537000000000001,7.513999999999999
PGM5P3-AS1,0.0,0.0,0.0,0.0
CAST,41.854,44.449,48.18899999999999,45.151
LENG9,7.612,5.581,4.955,5.0680000000000005
BHLHE22,0.0,0.0,0.0,0.0
FMC1,2.365,2.623,2.884,2.9139999999999997
NFKB2,44.409,40.213,10.001,11.681
OXCT2P1,0.0,0.0,0.0,0.035
AP000356.1,0.616,0.0,0.18,0.0
AL050403.2,0.0,0.0,0.0,0.0
AC133550.2,0.41200000000000003,0.596,0.722,0.0
AC116667.2,0.0,0.19699999999999998,0.0,0.066
AL627309.1,0.18100000000000002,0.109,0.08800000000000001,0.015
RBMX2P1,0.0,0.0,0.0,0.0
AC008109.1,0.0,0.0,0.079,0.066
NF1P12,0.0,0.0,0.0,0.0
AC108860.1,0.0,0.0,0.171,0.142
GMFBP1,0.0,0.379,0.153,0.0
AL445465.1,0.0,0.0,0.0,0.0
APOOP4,0.0,0.0,0.0,0.091
MAGEA10,0.0,0.055999999999999994,0.0,0.0
AC099677.7,0.0,0.0,0.0,0.0
AC145207.6,0.0,0.0,0.0,0.0
LMAN1L,0.027000000000000003,0.0,0.0,0.0
AL590096.1,0.0,0.20600000000000002,0.25,0.069
LCE6A,0.0,0.0,0.0,0.0
AC022387.1,0.0,0.0,0.0,0.0
AC011466.1,0.396,0.28600000000000003,0.0,0.096
AC093884.1,12.04,12.639000000000001,11.591,11.138
OSBPL9,8.169,8.619,10.128,10.325999999999999
AC134407.2,0.34,0.0,0.099,0.027000000000000003
OR7E59P,0.0,0.0,0.0,0.0
KDM3A,3.307,2.8510000000000004,3.589,3.198
AC018809.1,0.8109999999999999,0.879,0.11800000000000001,1.275
MIR1266,0.0,0.0,0.0,0.0
VCL,39.791,45.386,68.566,67.65899999999999
CHST13,1.254,0.815,0.622,0.516
MIR103A1,0.0,0.0,0.0,0.0
RNU6-106P,0.0,0.0,0.0,0.507
VAT1L,0.0,0.0,0.0,0.0
AC091167.4,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
RAI2,0.086,0.0,0.025,0.124
C22orf31,0.0,0.0,0.0,0.0
RPSAP16,0.0,0.5920000000000001,0.0,0.132
STK40,12.082,12.289000000000001,7.754,7.287999999999999
ST13P13,0.0,0.0,0.0,0.0
NBN,16.766,17.581,14.136,14.311
AL356740.1,0.17300000000000001,0.0,0.05,0.125
ZRANB2-AS1,0.0,0.0,0.068,0.0
ARMC8P1,0.0,0.0,0.0,0.0
DOC2A,1.2329999999999999,1.2209999999999999,1.244,1.218
AL590399.3,0.0,0.0,0.0,0.069
C3orf67,0.57,0.634,0.7759999999999999,0.8029999999999999
CSNK1A1,44.445,43.74,36.933,35.029
AP001273.2,7.0089999999999995,6.6579999999999995,5.568,5.763999999999999
CBX3P1,2.835,2.34,3.9,3.427
ATOH1,0.0,0.0,0.0,0.0
AL772337.4,0.0,0.0,0.0,0.0
AC123900.1,0.0,0.0,0.0,0.0
AC027279.4,0.0,0.078,0.0,0.0
RAB19,2.701,2.113,0.525,0.871
AC099850.3,0.0,0.0,0.0,0.0
ZNF416,5.202000000000001,4.966,2.8819999999999997,3.432
HMGN1P28,0.0,0.0,0.0,0.0
RF01210,0.0,0.0,0.0,0.0
RPL18AP16,0.0,0.0,0.0,0.0
ZNF833P,0.141,0.305,0.10300000000000001,0.102
HPR,0.0,0.0,0.0,0.0
AC005307.1,0.0,0.0,0.042,0.0
UTP23,3.8080000000000003,3.5839999999999996,3.4339999999999997,3.207
GDPD5,0.249,0.311,0.423,0.345
RNU6-583P,0.0,0.0,0.7120000000000001,0.59
ACTR3P2,0.0,0.129,0.0,0.086
CKMT1A,0.036000000000000004,0.0,0.042,0.0
AC012360.2,0.574,0.0,0.16699999999999998,0.139
AL359273.1,0.248,0.179,0.7240000000000001,0.629
SNORA5B,0.0,1.227,0.496,0.41100000000000003
BRICD5,2.154,1.7109999999999999,3.0810000000000004,2.878
LINC01766,0.0,0.0,0.0,0.0
YAP1,24.745,25.724,31.427,29.579
DANT1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
BMP7,0.040999999999999995,0.03,0.0,0.0
AC016026.1,4.77,4.885,4.0169999999999995,3.648
SIX1,2.884,2.529,0.902,0.638
URAHP,0.192,0.0,0.084,0.046
AC126544.1,0.0,0.21600000000000003,0.43700000000000006,0.07200000000000001
AC099508.1,0.0,0.0,0.157,0.065
MIR548N,0.0,0.0,0.0,0.0
SLC25A34,0.134,0.049,0.196,0.081
AF127936.2,0.361,0.261,0.0,0.0
CAB39L,0.862,0.8190000000000001,1.444,1.1520000000000001
AL359706.1,0.7120000000000001,0.772,0.728,0.517
MRPL9,32.045,34.918,38.027,39.019
AHSP,0.0,0.0,0.0,0.0
IGHG3,0.0,0.0,0.0,0.0
RNU6-662P,0.0,0.0,0.0,0.0
AC012486.1,0.0,0.0,0.0,0.0
EIF4HP2,0.39899999999999997,0.28800000000000003,0.11599999999999999,0.193
AL391422.1,0.0,0.0,0.0,0.124
RPL35AP28,0.0,0.0,0.0,0.0
OSTN-AS1,0.0,0.0,0.0,0.0
COMMD10,11.499,12.222999999999999,16.000999999999998,16.682000000000002
CD9,26.99,27.035999999999998,39.256,38.945
TAF4,6.886,6.393,7.34,6.812
MIR330,0.0,0.0,0.348,0.0
AL929554.1,0.0,0.35200000000000004,0.498,0.177
MED20,10.507,9.787,10.867,11.575999999999999
SEPT4,0.168,0.04,0.033,0.006999999999999999
DLGAP4-AS1,0.092,0.066,0.134,0.134
HNRNPA3P12,0.21100000000000002,0.0,0.24600000000000002,0.255
C1DP5,0.0,0.0,0.0,0.0
ARG2,7.27,8.087,8.142000000000001,7.814
STRAP,78.507,77.39,97.76100000000001,100.587
AC093297.2,1.07,1.4809999999999999,1.4569999999999999,1.703
OR7E130P,0.0,0.168,0.0,0.0
NDFIP2,5.841,5.417999999999999,6.712999999999999,6.529
RNU2-72P,0.0,0.0,0.0,0.0
AC012511.1,0.0,0.0,0.0,0.0
TTC5,2.633,2.4619999999999997,2.7960000000000003,2.67
LINC01967,0.0,0.0,0.0,0.0
TOMM20P4,1.032,2.98,3.161,4.49
RPL36AP45,0.0,0.51,0.618,0.512
LINC02264,0.0,0.0,0.0,0.0
AC015912.2,0.0,0.0,0.0,0.0
STAG3L5P-PVRIG2P-PILRB,3.991,5.045,4.067,3.728
RPL17P26,0.0,0.0,0.11800000000000001,0.0
RPL7P11,0.0,0.0,0.1,0.08199999999999999
AC092035.1,0.0,0.0,0.0,0.0
TSSK4,0.0,0.084,0.0,0.027999999999999997
MRPS18C,5.579,5.827000000000001,5.3020000000000005,5.8420000000000005
TRNAU1AP,3.0189999999999997,3.721,4.192,3.989
ACKR1,0.0,0.0,0.0,0.0
TRAK2,5.492999999999999,6.057,8.372,8.871
MADD,7.805,8.152999999999999,7.952000000000001,7.1
AL022718.1,42.738,38.577,43.653,28.416
AL929472.4,0.0,0.0,0.0,0.0
AL513478.2,0.0,0.0,0.0,0.0
MRGPRX1,0.0,0.0,0.0,0.0
SDCBPP2,0.507,0.732,0.518,1.103
ALPK3,1.251,0.77,1.4069999999999998,1.188
RPL37P2,3.127,2.258,5.247000000000001,4.3469999999999995
AC231657.1,0.565,0.0,0.0,0.0
AC018797.3,0.0,0.0,0.0,0.0
AC098817.1,0.0,0.0,0.0,0.0
AC090559.1,0.0,0.0,0.0,0.0
AL157788.1,0.0,0.0,0.0,0.0
BICD1,2.616,2.355,2.722,2.614
PSMD8P1,1.751,0.21100000000000002,1.022,1.199
ZBBX,0.226,0.122,0.016,0.027000000000000003
RN7SL574P,0.0,0.546,0.0,0.0
AL591428.1,0.0,0.0,0.0,0.0
AL355490.1,0.0,0.0,0.0,0.067
FADS3,1.8359999999999999,1.493,3.62,3.486
RPSAP1,0.0,0.0,0.07400000000000001,0.062
AC012451.1,0.0,0.0,0.0,0.0
CSNK1A1P3,0.0,0.0,0.198,0.0
DUSP10,26.191999999999997,21.034000000000002,6.138,6.275
KLHDC3,54.677,51.358999999999995,69.696,69.12100000000001
RND3,47.696999999999996,45.352,21.171,19.457
MT1CP,0.0,0.0,0.0,0.0
IFI30,16.273,14.93,6.327000000000001,5.843999999999999
AC007834.1,0.0,0.0,0.0,0.0
UBE2L5,0.309,0.521,0.15,0.27399999999999997
AC008443.5,0.462,0.33299999999999996,0.8079999999999999,0.446
AC069272.1,0.0,0.0,0.0,0.0
RF00432,0.0,0.0,0.0,0.0
SRSF2,104.305,107.459,111.07799999999999,115.67200000000001
AL079305.1,0.0,0.0,0.0,0.0
MALL,1.63,1.8419999999999999,2.6260000000000003,2.826
CKAP2,26.844,28.328000000000003,29.651,27.154
RF00003,0.0,0.0,0.0,0.0
AC127496.1,0.0,0.0,0.0,0.0
SGO1-AS1,0.068,0.07400000000000001,0.04,0.017
AC037198.2,0.0,0.0,0.0,0.0
RAB3D,2.201,1.534,2.86,2.376
GAS7,0.244,0.225,0.045,0.043
LINC02103,0.0,0.0,0.0,0.0
SEC22B2,0.0,0.0,0.0,0.0
CNOT7P1,0.263,0.0,1.307,0.955
TMEM33,10.156,9.037,9.897,10.354000000000001
AL133516.1,0.0,0.0,0.0,0.0
TMEM53,1.6380000000000001,1.501,2.7769999999999997,2.803
AC012574.2,0.0,0.0,0.0,0.0
AL590426.1,0.0,0.0,0.0,0.0
DENND6B,0.534,0.8809999999999999,1.6569999999999998,1.511
AP000553.5,0.715,0.688,1.8769999999999998,1.67
SNORD45B,1.558,1.125,4.547,3.767
MEG8,0.061,0.057999999999999996,0.009000000000000001,0.006999999999999999
AC096644.4,0.0,0.055999999999999994,0.0,0.0
CD1A,0.0,0.0,0.0,0.0
ACBD5,9.702,9.971,13.302999999999999,13.440999999999999
AC008770.3,0.479,0.0,0.0,0.11599999999999999
MAP1B,0.39399999999999996,0.465,0.496,0.7140000000000001
AC004967.2,1.7819999999999998,1.838,2.017,1.52
ARHGAP25,0.040999999999999995,0.0,0.036000000000000004,0.05
OAT,7.55,8.273,16.235,16.204
CTPS2,5.436,6.327000000000001,8.642000000000001,8.543
APOE,2.083,2.745,4.423,4.042
AC026368.1,0.325,1.1740000000000002,0.569,1.415
AC009509.2,0.0,0.0,0.0,0.0
AC092368.3,1.128,0.611,0.494,0.375
SLC16A3,3.1060000000000003,3.323,1.671,2.144
TAS2R9,0.0,0.0,0.0,0.0
FNDC5,0.21,0.304,0.12300000000000001,0.068
UBL5P2,10.245999999999999,5.178999999999999,11.362,15.606
MTHFD2P3,0.0,0.0,0.0,0.0
ALYREF,94.94,89.76,78.209,82.132
AC044810.2,0.0,0.0,0.0,0.0
SNURF,0.0,0.0,0.0,0.0
AC100800.1,0.109,0.0,0.0,0.0
EGLN3,1.281,0.815,0.614,0.516
CDC42BPA,3.56,3.447,6.257000000000001,5.419
COPS5,5.653,5.3839999999999995,6.898,6.58
ZNF211,3.886,2.717,2.5839999999999996,2.265
MIR3136,0.0,0.0,0.0,0.0
AC051619.10,0.0,0.0,0.068,0.055999999999999994
AP005139.1,0.0,0.0,0.0,0.0
AL357078.1,0.7240000000000001,0.0,0.0,0.0
CNN2P4,0.993,0.5379999999999999,1.521,1.56
AC011509.2,0.0,0.0,0.0,0.0
AC108724.1,0.0,0.0,0.0,0.0
AP000344.1,0.0,0.0,0.0,0.0
SMIM2-AS1,0.149,0.0,0.087,0.054000000000000006
BLZF2P,0.0,0.14300000000000002,0.29,0.24
MIR191,0.0,1.761,0.0,0.0
AC104073.4,0.0,0.542,0.0,0.363
AC022217.3,0.536,0.387,0.0,0.324
RF00019,0.0,0.0,0.0,0.0
AP003396.1,0.0,0.0,0.0,0.214
ACSM3,1.4340000000000002,1.445,3.2430000000000003,3.0989999999999998
TEN1,1.9240000000000002,2.526,3.904,4.461
ZNF702P,0.593,0.5379999999999999,1.1420000000000001,1.032
EEF1A1P14,0.489,0.11800000000000001,0.0,0.158
AC017101.1,0.0,0.0,0.0,0.0
APLNR,0.06,0.0,0.0,0.0
PCDH20,0.0,0.0,0.0,0.0
RGS8,0.0,0.0,0.0,0.0
ZNF35,9.286,8.351,4.828,5.021
DHRS7,7.942,8.677,13.866,12.84
USP12PY,0.0,0.305,0.12300000000000001,0.102
HTR7,0.0,0.047,0.0,0.016
TXNDC9,21.155,17.605999999999998,19.044,19.014
MIR5196,0.0,0.0,0.0,0.0
AC004947.2,0.0,0.0,0.0,0.040999999999999995
AC008966.3,0.231,0.083,0.0,0.027999999999999997
RNU6-702P,0.0,0.0,0.0,0.0
AL353804.2,0.0,0.0,0.0,0.0
RN7SL824P,0.0,0.0,0.0,0.0
ERP29,38.782,36.826,44.949,44.481
CCDC85C,4.138999999999999,4.12,6.7,7.069
DSCR4-IT1,0.0,0.0,0.0,0.0
CLDN1,98.02600000000001,95.837,119.895,110.59100000000001
AC010620.1,0.0,0.0,0.0,0.0
EGFR-AS1,0.0,0.0,0.0,0.0
AL137786.1,0.0,0.0,0.043,0.018000000000000002
AC013248.1,0.0,0.0,0.0,0.0
TTC38,10.222000000000001,10.142999999999999,8.455,8.961
ZNHIT6,10.273,10.892000000000001,8.941,9.357999999999999
AC007620.2,0.34700000000000003,0.16699999999999998,0.27,0.084
RN7SKP143,0.0,0.0,0.0,0.0
RSU1P1,0.0,0.0,0.0,0.0
AC025263.2,10.645999999999999,8.722000000000001,7.946000000000001,8.81
NACAD,0.541,0.228,0.132,0.185
AL139011.1,0.547,0.5920000000000001,0.16,0.264
ISM2,0.055,0.079,0.064,0.0
AC138956.1,0.445,0.0,0.13,0.32299999999999995
AC002543.1,0.0,0.0,0.0,0.0
AC078918.1,0.0,0.0,0.0,0.0
FMOD,0.0,0.0,0.0,0.0
AC104463.2,0.715,0.0,0.0,0.0
GAR1,11.652999999999999,12.209000000000001,14.436,13.783
ADH5P2,0.0,0.0,0.0,0.0
AC131009.1,0.0,0.38,0.0,0.382
NIFKP2,0.0,0.0,0.0,0.0
LRRIQ3,0.0,0.0,0.12,0.09300000000000001
CTH,5.484,6.645,1.5190000000000001,1.73
RNU6ATAC39P,0.0,0.0,0.0,0.0
RPL10P16,11.132,13.69,17.817,19.05
MIR3671,0.0,1.841,0.0,0.0
TUBB8P1,0.0,0.0,0.0,0.0
AC231533.1,0.243,0.0,0.0,0.059000000000000004
GNGT2,0.0,0.0,0.0,0.0
AC005785.2,0.711,0.514,0.10400000000000001,0.086
AL139174.1,0.0,0.183,0.222,0.306
AC007688.1,0.29600000000000004,0.8540000000000001,0.259,0.35700000000000004
PAICSP1,0.0,0.0,0.0,0.045
ZFY,0.0,0.0,0.0,0.0
AC093157.2,0.0,0.24100000000000002,0.098,0.364
CYP27A1,0.752,0.76,3.139,2.8369999999999997
PLXDC1,0.0,0.035,0.035,0.012
AC025176.1,1.844,0.444,2.153,1.486
OR5G3,0.0,0.0,0.0,0.0
TMEM30A,42.167,42.133,62.887,62.466
HCRTR2,0.0,0.0,0.0,0.0
SPATS2,4.757,4.619,4.4319999999999995,4.279
FBXL3,2.759,2.381,2.545,2.346
STARD4-AS1,0.11900000000000001,0.057,0.035,0.028999999999999998
RF00012,0.0,0.0,0.0,0.0
RAD21,31.961,32.381,45.646,45.545
AL732314.4,0.0,0.0,0.0,0.0
WFDC1,0.0,0.019,0.0,0.006
AC007540.1,0.0,0.0,0.0,0.0
DEFA6,0.0,0.0,0.0,0.0
VAC14,6.86,6.832999999999999,7.335,8.037
RF00019,0.0,1.588,0.0,0.0
AC018735.1,0.149,0.0,0.044000000000000004,0.07200000000000001
AL157834.1,0.0,0.0,0.0,0.129
BANF1P2,0.0,0.614,0.7440000000000001,0.205
AC003973.1,0.0,0.0,0.0,0.0
EEF1A1P22,0.0,0.235,0.285,0.11800000000000001
C17orf107,0.132,0.38,0.307,0.28600000000000003
SLFNL1,0.20800000000000002,0.188,0.076,0.113
