genes,H1299_polyA_S2-4h-A,H1299_polyA_S2-4h-B,H1299_polyA_mock-4h-A,H1299_polyA_mock-4h-B
DNASE1L2,0.556,0.271,0.319,0.51
SF3A3P1,2.676,2.362,2.6060000000000003,2.853
BEST1,0.022000000000000002,0.034,0.032,0.061
CSNK1G2P1,0.051,0.0,0.0,0.0
NDNF,0.055,0.125,0.17600000000000002,0.129
SCGB1D2,0.0,0.0,0.0,0.0
AC012313.4,0.887,0.9,0.7070000000000001,0.665
BCL7B,38.319,38.544000000000004,36.685,36.157
AL133410.3,6.252999999999999,6.787999999999999,7.154,6.438
HEPHL1,0.0,0.0,0.0,0.0
PLK4,9.945,10.177,10.173,10.362
PSMD12P,1.5,1.359,1.127,0.723
RNF6,12.444,13.487,12.589,12.79
ARHGAP6,0.018000000000000002,0.009000000000000001,0.009000000000000001,0.032
TMEM56-RWDD3,2.8360000000000003,2.858,2.766,2.8539999999999996
PKN2-AS1,0.013999999999999999,0.005,0.01,0.005
FMR1NB,0.0,0.0,0.0,0.0
ADAMTS18,0.022000000000000002,0.055999999999999994,0.021,0.05
AC007906.2,0.049,0.037000000000000005,0.0,0.0
LINC01529,0.0,0.017,0.0,0.0
RNU6-925P,1.876,1.4280000000000002,2.019,1.266
USP38,4.849,4.824,4.584,4.734
IL5,0.0,0.047,0.0,0.0
AL590302.2,0.0,0.0,0.0,0.0
ETFRF1,4.61,4.967,4.541,3.924
TIPARP,9.971,10.548,11.446,12.289000000000001
KRT19,0.0,0.0,0.03,0.055999999999999994
PTPN7,0.0,0.0,0.0,0.0
AP005329.3,12.09,11.363,11.529000000000002,12.668
RNF175,0.0,0.0,0.0,0.0
AC135782.1,0.0,0.0,0.0,0.0
RHBDD1,3.79,4.041,4.042,3.859
MIR582,0.0,0.0,0.0,0.0
DNAAF5,27.964000000000002,27.11,29.49,27.526
RNU4-23P,1.3940000000000001,1.061,0.5,0.0
MIR3187,0.6970000000000001,0.0,0.0,0.0
FEM1AP4,0.0,0.0,0.0,0.0
CYCS,48.239,50.703,48.868,48.64
AL359878.2,0.24,0.0,0.0,0.0
GAD1,3.096,3.324,3.4989999999999997,3.562
RRAS,35.417,30.651999999999997,32.772,34.768
RN7SL653P,0.0,0.0,0.0,0.0
RNU6-548P,0.424,1.291,0.0,0.0
AC092375.2,0.0,0.0,0.0,0.0
AL136982.4,0.08199999999999999,0.135,0.198,0.129
RNU6-693P,0.0,0.0,0.0,0.0
AL354936.1,0.0,0.0,0.0,0.0
GXYLT1P3,0.0,0.0,0.0,0.0
CEACAMP10,0.0,0.0,0.0,0.0
SNORA68B,0.0,1.1159999999999999,0.0,0.0
QPCT,2.68,2.053,2.563,2.436
RAE1,13.402999999999999,13.5,13.459000000000001,13.722000000000001
LINC02135,0.0,0.0,0.0,0.0
AC092991.1,0.0,0.0,0.0,0.0
ZNF625,1.3980000000000001,1.358,1.207,1.493
MTCO1P6,0.0,0.0,0.0,0.0
RNF222,0.0,0.0,0.0,0.0
LINC00567,0.0,0.0,0.0,0.0
AC079140.3,4.7010000000000005,3.239,4.708,4.668
KRT8P25,0.0,0.0,0.0,0.0
SNORA71E,0.7390000000000001,0.8440000000000001,0.53,0.499
AC008761.3,0.0,0.0,0.0,0.0
AC021074.3,0.0,0.0,0.0,0.0
NFASC,0.096,0.084,0.095,0.087
IL12RB2,0.419,0.40299999999999997,0.45899999999999996,0.447
YBX1P10,25.519000000000002,29.543000000000003,27.061999999999998,27.346
LINC01515,0.0,0.0,0.0,0.0
RAB15,6.343,6.6610000000000005,5.917000000000001,6.34
MUC17,0.0,0.0,0.0,0.0
OSER1-DT,1.4509999999999998,1.868,1.857,1.355
AC005256.1,0.0,0.0,0.0,0.0
MARVELD1,14.312999999999999,14.931,15.136,14.842
IGHV3-74,0.0,0.0,0.0,0.0
POC1A,18.195,16.024,17.256,19.6
AC010327.6,0.146,0.07400000000000001,0.07,0.099
ADO,9.147,9.334,7.468,9.075
SFTPC,0.0,0.023,0.0,0.0
RANBP10,5.584,5.013999999999999,5.4639999999999995,5.782
AC005225.1,0.052000000000000005,0.0,0.0,0.0
RNU6-485P,0.0,0.34700000000000003,0.0,0.615
HIST1H4C,0.897,1.195,1.4480000000000002,1.665
RNU1-120P,0.0,0.0,0.0,0.0
RPTOR,9.682,9.181000000000001,9.972999999999999,9.113
DGLUCY,4.695,4.9719999999999995,5.105,4.811
FAM78A,0.11599999999999999,0.109,0.10300000000000001,0.133
KRT18P19,0.069,0.21100000000000002,0.0,0.0
KIAA1671,4.5169999999999995,4.493,4.7,4.7139999999999995
MIR4682,0.0,0.0,0.0,0.0
MIR3168,0.0,0.0,0.0,0.0
GPRC5C,0.0,0.009000000000000001,0.009000000000000001,0.008
MTND2P22,0.0,0.0,0.0,0.0
AL158013.1,2.5380000000000003,2.173,1.5930000000000002,1.177
AC069444.2,0.5660000000000001,0.542,0.603,0.69
AL024507.2,1.137,1.442,1.1420000000000001,0.972
AC009955.4,0.09,0.0,0.0,0.121
PREX1,0.195,0.306,0.214,0.21
MIR7844,7.997999999999999,3.043,6.31,4.857
GOLGA2P9,0.0,0.0,0.0,0.0
POMP,64.437,63.575,64.627,67.00399999999999
AL096711.2,4.995,5.037,4.7989999999999995,5.0680000000000005
MARCO,0.0,0.0,0.0,0.0
STAMBP,8.199,8.173,8.305,8.129
AL158154.2,0.0,0.0,0.0,0.03
UQCRFS1P2,0.0,0.0,0.0,0.0
DSPP,0.0,0.0,0.0,0.0
AL359999.1,0.0,0.0,0.0,0.0
AC034243.1,0.249,0.0,0.0,0.0
GTF2E2,18.304000000000002,17.984,18.23,16.739
FKBP14,4.25,3.429,3.85,3.968
SF1,50.952,51.949,51.578,50.863
LINC00266-1,0.0,0.0,0.0,0.0
AC087242.1,0.0,0.0,0.0,0.0
AC233964.1,0.0,0.0,0.0,0.0
AL136439.1,0.0,0.0,0.0,0.0
AC020763.4,0.035,0.0,0.05,0.016
NKAIN3-IT1,0.006999999999999999,0.0,0.01,0.0
MIR7162,0.0,0.0,0.0,0.0
SYCP2L,1.841,1.6769999999999998,2.005,1.828
LINC01510,0.14400000000000002,0.132,0.124,0.214
RF02271,6.97,6.73,5.768,6.149
DKK1,24.36,24.468000000000004,22.185,22.438000000000002
STRA6,0.025,0.048,0.037000000000000005,0.043
RNU6-945P,0.456,0.6940000000000001,0.0,0.615
CES3,0.059000000000000004,0.045,0.021,0.053
AC091117.1,0.0,0.174,0.0,0.155
AC022211.2,0.83,0.852,0.8590000000000001,0.7559999999999999
AL354714.3,0.0,0.0,0.0,0.0
ZC3H11A,3.6039999999999996,3.446,3.5460000000000003,3.5260000000000002
ABCG5,0.0,0.0,0.0,0.0
PHYHD1,0.009000000000000001,0.026000000000000002,0.0,0.0
GALT,1.9480000000000002,1.3980000000000001,1.882,1.516
AC012085.1,0.064,0.0,0.0,0.0
PUM2,21.779,21.660999999999998,21.043000000000003,21.633000000000003
ZNF695,2.358,2.421,2.404,2.419
RAD50,5.915,6.247000000000001,5.577999999999999,5.932
UGT2B27P,0.0,0.0,0.0,0.0
RPL21P32,0.102,0.0,0.0,0.0
AL450405.1,19.453,17.072,15.356,17.917
PCDH19,0.005,0.0,0.006999999999999999,0.0
MYOZ3,0.0,0.0,0.0,0.0
PTAFR,0.19699999999999998,0.12300000000000001,0.166,0.16399999999999998
NOP2,37.425,37.641999999999996,38.747,37.495
DPP9,36.402,35.973,37.508,35.503
CHD7,9.175,9.736,9.38,9.136000000000001
LGI2,0.068,0.114,0.075,0.081
GPR158,0.519,0.5479999999999999,0.368,0.511
NAF1,3.779,4.383,3.897,4.1339999999999995
TMED10P1,0.07400000000000001,0.7929999999999999,0.42700000000000005,0.302
LINC02328,0.0,0.0,0.0,0.0
AC090825.1,0.945,0.805,0.867,1.02
SLCO5A1,0.015,0.015,0.035,0.027000000000000003
JADE1,5.169,5.2410000000000005,5.142,5.52
MIR4307,0.0,0.0,0.0,0.0
OTX1,0.575,0.9059999999999999,0.507,0.5579999999999999
FZD7,10.152000000000001,9.253,11.045,10.610999999999999
HAR1A,0.026000000000000002,0.11800000000000001,0.0,0.0
AP005482.1,0.0,0.0,0.0,0.0
AMHR2,0.04,0.0,0.0,0.018000000000000002
MX2,0.0,0.0,0.0,0.0
GRM2,0.006999999999999999,0.0,0.02,0.0
MIR3158-1,0.0,0.0,0.0,0.0
TERT,2.088,1.92,2.281,2.2319999999999998
PPFIA2,0.051,0.078,0.024,0.015
LCTL,0.0,0.0,0.02,0.019
AC135507.1,1.565,2.3819999999999997,2.121,2.112
MORF4L2-AS1,0.187,0.46299999999999997,0.134,0.095
MIR2115,0.0,0.0,0.0,0.0
AL109763.1,0.0,0.0,0.0,0.0
AC011944.1,0.0,0.0,0.0,0.0
C12orf45,1.099,1.058,0.9840000000000001,1.061
AC100803.1,0.0,0.0,0.051,0.0
AL139142.1,0.0,0.0,0.0,0.0
AC005019.1,0.0,0.0,0.0,0.0
AC013472.1,0.0,0.0,0.0,0.026000000000000002
ABHD16B,0.033,0.1,0.0,0.0
ACTBP7,0.174,0.264,0.062,0.059000000000000004
KDELR2,44.107,42.871,42.385,44.483000000000004
ARHGEF16,0.147,0.307,0.131,0.161
TP53,7.9,7.9879999999999995,7.149,8.021
MRPS18CP6,0.0,0.0,0.0,0.0
ENC1,11.905,11.034,10.614,10.993
RPL10P9,0.605,0.691,0.5429999999999999,0.51
AC083964.1,0.387,0.589,0.444,0.522
VAT1,22.803,23.283,23.525,22.926
AC099654.2,0.222,0.11199999999999999,0.141,0.266
AC008708.2,0.0,0.0,0.0,0.0
LINC00703,0.02,0.0,0.0,0.0
NAV2-AS5,0.0,0.0,0.0,0.0
AC074286.1,0.0,0.0,0.0,0.0
AF131216.3,0.0,0.0,0.0,0.0
RNA5SP150,0.0,0.0,0.0,0.0
SYTL5,0.9159999999999999,1.001,1.075,1.018
OR2B8P,0.0,0.0,0.0,0.0
EIF5AP4,0.0,0.16,0.0,0.142
AC011095.1,0.0,0.0,0.0,0.0
TAF11L11,0.0,0.0,0.0,0.0
PLA2G12AP1,0.086,0.261,0.37,0.23199999999999998
FOXO6,0.061,0.124,0.146,0.027000000000000003
AC104655.1,0.08,0.0,0.0,0.0
OR7E62P,0.0,0.0,0.0,0.0
DIRAS1,1.177,1.263,1.1909999999999998,1.206
SSBP3-AS1,0.0,0.0,0.0,0.0
NR2F6,28.631999999999998,28.686,30.169,29.448
ZNF696,11.917,12.065,11.444,11.273
SERPINB3,0.0,0.0,0.0,0.0
CRYGA,0.0,0.0,0.0,0.0
TGOLN2,36.492,36.478,37.179,36.468
ALG1,8.299,8.454,8.67,8.582
RPL31P2,0.0,0.39399999999999996,0.18600000000000003,0.349
C6orf47-AS1,0.07200000000000001,0.0,0.0,0.098
KERA,0.0,0.0,0.0,0.0
IGF2-AS,0.0,0.0,0.0,0.0
AC110609.1,0.161,0.0,0.0,0.0
RF00026,0.0,0.0,0.0,0.0
SCARNA13,2.484,3.239,3.3089999999999997,3.591
HLA-L,0.319,0.337,0.28,0.335
OR51N1P,0.0,0.0,0.0,0.0
SEC14L5,1.272,1.195,1.278,1.319
AC233280.1,0.057999999999999996,0.0,0.0,0.0
AC111000.1,0.0,0.0,0.0,0.0
RNY1P16,0.0,0.0,0.0,0.0
PIH1D2,0.868,1.05,0.82,0.665
AC008805.1,0.0,0.0,0.0,0.0
AC025647.1,0.0,0.0,0.0,0.26
AC007298.2,0.057,0.086,0.0,0.076
RALGAPA1,1.023,0.958,0.992,1.113
AC002550.2,0.0,0.377,0.355,0.16699999999999998
ASB16-AS1,1.547,2.082,1.5930000000000002,2.0340000000000003
AC063943.1,0.0,0.209,0.0,0.185
AP5Z1,8.046,8.08,9.101,8.592
AC010997.3,0.087,0.0,0.062,0.057999999999999996
RPL21P66,0.0,0.0,0.15,0.0
RMI2,3.823,3.2889999999999997,4.012,4.047
TMEM183A,4.47,4.192,4.645,4.516
AC107375.1,1.749,1.631,1.0979999999999999,1.121
SEPT9,17.608,16.56,17.414,17.227
RHAG,0.0,0.0,0.0,0.0
GMFB,11.827,12.884,12.048,12.16
AC040169.1,7.585,6.127000000000001,3.761,4.423
KCNK9,0.006999999999999999,0.0,0.0,0.01
ZNF850,6.3020000000000005,6.034,6.571000000000001,6.247999999999999
EEF1AKMT4,7.239,6.231,7.928,6.374
PGM5P3-AS1,0.0,0.0,0.0,0.0
CAST,19.151,19.758,18.858,19.618
LENG9,0.687,0.504,0.365,0.275
BHLHE22,0.015,0.023,0.021,0.0
FMC1,14.548,14.796,13.825,14.327
NFKB2,47.224,47.403,50.48,48.711000000000006
OXCT2P1,0.095,0.048,0.091,0.086
AP000356.1,0.0,0.0,0.0,0.0
AL050403.2,0.0,0.057999999999999996,0.0,0.0
AC133550.2,0.7170000000000001,0.682,0.643,0.847
AC116667.2,0.0,0.0,0.0,0.0
AL627309.1,0.0,0.01,0.0,0.009000000000000001
RBMX2P1,0.0,0.0,0.0,0.0
AC008109.1,6.556,4.9430000000000005,4.5760000000000005,4.463
NF1P12,0.0,0.0,0.0,0.0
AC108860.1,0.0,0.0,0.0,0.0
GMFBP1,0.0,0.0,0.0,0.154
AL445465.1,0.0,0.0,0.0,0.0
APOOP4,0.0,0.0,0.0,0.0
MAGEA10,11.738,11.37,11.878,11.911
AC099677.7,0.0,0.0,0.0,0.0
AC145207.6,0.0,0.095,0.0,0.0
LMAN1L,0.0,0.0,0.0,0.0
AL590096.1,0.18600000000000003,0.0,0.0,0.16699999999999998
LCE6A,0.0,0.0,0.0,0.0
AC022387.1,0.061,0.187,0.441,0.083
AC011466.1,0.172,0.131,0.124,0.0
AC093884.1,7.042999999999999,7.502000000000001,6.562,6.585
OSBPL9,8.335,8.141,8.022,8.443
AC134407.2,0.19699999999999998,0.113,0.035,0.266
OR7E59P,0.0,0.07400000000000001,0.0,0.0
KDM3A,5.525,5.806,5.794,5.995
AC018809.1,0.0,0.0,0.253,0.23800000000000002
MIR1266,0.0,0.0,0.0,0.0
VCL,46.272,45.478,48.38,46.733000000000004
CHST13,0.218,0.083,0.039,0.0
MIR103A1,0.0,0.0,0.0,0.0
RNU6-106P,0.0,0.0,0.0,0.0
VAT1L,0.012,0.018000000000000002,0.0,0.0
AC091167.4,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
RAI2,0.0,0.0,0.0,0.025
C22orf31,0.0,0.0,0.0,0.0
RPSAP16,0.0,0.0,0.0,0.0
STK40,13.505999999999998,11.82,12.671,12.777999999999999
ST13P13,0.0,0.0,0.0,0.0
NBN,27.54,28.243000000000002,26.331,28.093000000000004
AL356740.1,0.0,0.0,0.0,0.0
ZRANB2-AS1,0.05,0.154,0.0,0.0
ARMC8P1,0.0,0.0,0.0,0.0
DOC2A,0.406,0.396,0.44,0.40299999999999997
AL590399.3,0.0,0.0,0.0,0.0
C3orf67,0.867,0.9740000000000001,1.022,0.8420000000000001
CSNK1A1,40.16,40.175,39.753,39.548
AP001273.2,9.682,10.244000000000002,9.669,10.238999999999999
CBX3P1,0.8809999999999999,1.072,1.263,0.8320000000000001
ATOH1,0.0,0.0,0.0,0.0
AL772337.4,0.0,0.0,0.0,0.0
AC123900.1,0.0,0.0,0.7290000000000001,0.0
AC027279.4,0.0,0.0,0.0,0.0
RAB19,0.0,0.0,0.0,0.0
AC099850.3,0.152,0.231,0.0,0.41
ZNF416,2.32,2.3040000000000003,2.008,2.354
HMGN1P28,0.0,0.0,0.0,0.0
RF01210,0.0,0.0,0.0,0.0
RPL18AP16,0.0,0.0,0.0,0.124
ZNF833P,0.107,0.187,0.132,0.18600000000000003
HPR,0.0,0.0,0.0,0.0
AC005307.1,0.031,0.0,0.045,0.0
UTP23,11.285,12.161,10.61,10.206
GDPD5,0.01,0.045,0.013999999999999999,0.02
RNU6-583P,0.53,2.421,2.282,0.0
ACTR3P2,0.11599999999999999,0.11800000000000001,0.111,0.052000000000000005
CKMT1A,0.518,0.33399999999999996,0.191,0.5720000000000001
AC012360.2,0.0,0.0,0.0,0.168
AL359273.1,0.162,0.41,0.309,0.182
SNORA5B,0.0,0.562,1.06,0.249
BRICD5,1.71,1.14,2.251,1.849
LINC01766,0.0,0.0,0.0,0.0
YAP1,28.889,29.479,28.468000000000004,28.78
DANT1,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0
BMP7,0.054000000000000006,0.027000000000000003,0.026000000000000002,0.036000000000000004
AC016026.1,4.825,4.9830000000000005,5.49,4.997
SIX1,2.625,2.372,2.455,2.502
URAHP,0.16699999999999998,0.19,0.359,0.225
AC126544.1,0.326,0.396,0.561,0.35200000000000004
AC099508.1,0.059000000000000004,0.223,0.0,0.079
MIR548N,0.65,0.0,0.0,0.0
SLC25A34,0.044000000000000004,0.133,0.042,0.158
AF127936.2,0.0,0.0,0.0,0.0
CAB39L,3.0389999999999997,2.9730000000000003,3.185,2.823
AL359706.1,1.3159999999999998,0.354,0.778,0.836
MRPL9,62.119,58.815,60.758,55.599
AHSP,0.0,0.0,0.0,0.0
IGHG3,0.0,0.0,0.0,0.0
RNU6-662P,0.0,0.0,0.0,0.0
AC012486.1,0.0,0.0,0.0,0.0
EIF4HP2,0.17300000000000001,0.0,0.124,0.0
AL391422.1,0.11199999999999999,0.341,0.0,0.0
RPL35AP28,0.0,0.0,0.0,0.0
OSTN-AS1,0.0,0.0,0.0,0.0
COMMD10,3.801,4.048,3.96,3.752
CD9,29.694000000000003,29.963,29.743000000000002,28.941
TAF4,4.743,4.61,4.638,4.537
MIR330,0.26,0.0,0.0,0.0
AL929554.1,0.106,0.161,0.076,0.0
MED20,8.096,9.443999999999999,9.074,8.796
SEPT4,0.037000000000000005,0.065,0.044000000000000004,0.049
DLGAP4-AS1,0.32,0.518,0.14400000000000002,0.162
HNRNPA3P12,0.046,0.14,0.0,0.124
C1DP5,0.0,0.0,0.0,0.0
ARG2,8.288,8.093,7.17,8.388
STRAP,287.258,283.38,280.05,281.075
AC093297.2,1.337,1.032,1.196,1.255
OR7E130P,0.0,0.0,0.0,0.0
NDFIP2,4.601,4.296,4.162,4.718999999999999
RNU2-72P,0.0,0.0,0.429,0.0
AC012511.1,0.109,0.0,0.156,0.0
TTC5,2.247,2.418,2.399,2.29
LINC01967,0.052000000000000005,0.133,0.075,0.165
TOMM20P4,5.608,6.827000000000001,5.952999999999999,6.962000000000001
RPL36AP45,0.46,0.0,0.22,0.414
LINC02264,0.0,0.0,0.0,0.0
AC015912.2,0.0,0.0,0.0,0.0
STAG3L5P-PVRIG2P-PILRB,11.868,11.46,15.662,14.292
RPL17P26,0.08800000000000001,0.268,0.127,0.23800000000000002
RPL7P11,0.297,0.226,0.106,0.3
AC092035.1,0.0,0.0,0.0,0.0
TSSK4,0.051,0.039,0.036000000000000004,0.034
MRPS18C,8.462,8.162,7.867999999999999,8.51
TRNAU1AP,8.193,7.973,7.582000000000001,7.574
ACKR1,0.0,0.0,0.0,0.0
TRAK2,8.542,8.89,8.912,8.606
MADD,5.89,6.292000000000001,6.341,6.319
AL022718.1,25.555,13.257,19.997,14.107000000000001
AL929472.4,0.0,0.0,0.0,0.0
AL513478.2,0.0,0.0,0.0,0.0
MRGPRX1,0.0,0.0,0.0,0.0
SDCBPP2,0.992,0.6709999999999999,1.265,1.041
ALPK3,0.0,0.0,0.019,0.006
RPL37P2,10.199,8.795,7.56,11.469000000000001
AC231657.1,0.12300000000000001,0.187,0.353,0.0
AC018797.3,0.0,0.0,0.0,0.08
AC098817.1,0.0,0.0,0.0,0.0
AC090559.1,0.0,0.133,0.0,0.0
AL157788.1,0.0,0.0,0.0,0.0
BICD1,5.933,6.006,5.591,5.468999999999999
PSMD8P1,2.2840000000000003,1.062,2.275,1.883
ZBBX,0.061,0.075,0.018000000000000002,0.05
RN7SL574P,0.0,0.0,0.0,0.0
AL591428.1,0.0,0.018000000000000002,0.0,0.0
AL355490.1,0.0,0.0,0.0,0.0
FADS3,1.248,1.126,1.212,1.046
RPSAP1,0.0,0.0,0.0,0.0
AC012451.1,0.0,0.0,0.0,0.0
CSNK1A1P3,0.0,0.225,0.0,0.0
DUSP10,1.95,2.048,1.9809999999999999,2.166
KLHDC3,42.552,41.55,43.089,43.465
RND3,7.751,8.386000000000001,7.3420000000000005,8.06
MT1CP,0.0,0.0,0.0,0.0
IFI30,1.8840000000000001,1.615,1.732,1.601
AC007834.1,0.0,0.0,0.0,0.0
UBE2L5,0.29100000000000004,0.171,0.161,0.061
AC008443.5,1.807,1.528,1.8719999999999999,1.761
AC069272.1,0.0,0.0,0.0,0.0
RF00432,0.0,0.0,0.0,0.0
SRSF2,121.449,119.01,123.07799999999999,123.21
AL079305.1,0.0,0.0,0.0,0.0
MALL,0.031,0.0,0.022000000000000002,0.0
CKAP2,28.421999999999997,28.523000000000003,29.491999999999997,29.941
RF00003,0.0,0.0,0.0,0.0
AC127496.1,0.0,0.0,0.0,0.0
SGO1-AS1,0.011000000000000001,0.0,0.032,0.03
AC037198.2,0.41700000000000004,0.282,0.133,0.313
RAB3D,1.486,1.837,1.381,1.382
GAS7,0.013999999999999999,0.0,0.006999999999999999,0.006999999999999999
LINC02103,0.0,0.0,0.0,0.0
SEC22B2,0.0,0.0,0.0,0.0
CNOT7P1,0.7440000000000001,1.046,0.657,0.695
TMEM33,22.479,22.651999999999997,23.159000000000002,23.021
AL133516.1,0.0,0.0,0.0,0.0
TMEM53,1.192,1.251,1.435,1.2570000000000001
AC012574.2,0.0,0.168,0.0,0.0
AL590426.1,0.0,0.0,0.0,0.0
DENND6B,0.075,0.076,0.107,0.168
AP000553.5,0.5,0.079,0.446,0.419
SNORD45B,2.372,3.609,4.86,1.829
MEG8,0.0,0.0,0.0,0.0
AC096644.4,0.0,0.0,0.0,0.0
CD1A,0.027000000000000003,0.0,0.0,0.0
ACBD5,10.257,11.532,10.648,10.995
AC008770.3,0.625,0.159,0.897,0.703
MAP1B,6.688,7.146,7.105,7.345
AC004967.2,4.572,4.36,4.727,4.59
ARHGAP25,0.036000000000000004,0.013999999999999999,0.0,0.012
OAT,23.125999999999998,21.846,22.166,24.095
CTPS2,0.653,0.47,0.494,0.5710000000000001
APOE,13.873,14.940999999999999,13.825999999999999,12.592
AC026368.1,0.0,0.0,0.0,0.0
AC009509.2,0.0,0.0,0.0,0.0
AC092368.3,0.828,0.887,0.836,0.579
SLC16A3,13.139000000000001,11.975999999999999,13.020999999999999,12.735
TAS2R9,0.0,0.0,0.0,0.0
FNDC5,0.015,0.023,0.0,0.040999999999999995
UBL5P2,16.708,14.915,10.227,11.724
MTHFD2P3,0.0,0.0,0.0,0.0
ALYREF,225.646,231.771,216.81400000000002,219.666
AC044810.2,0.0,0.0,0.0,0.0
SNURF,0.034,0.0,0.0,0.047
AC100800.1,0.071,0.036000000000000004,0.068,0.064
EGLN3,0.02,0.01,0.028999999999999998,0.009000000000000001
CDC42BPA,3.117,2.99,3.2319999999999998,3.283
COPS5,25.03,25.271,24.234,25.858
ZNF211,1.893,1.579,1.757,2.136
MIR3136,0.0,0.0,0.0,0.0
AC051619.10,0.0,0.077,0.0,0.068
AP005139.1,0.0,0.0,0.0,0.0
AL357078.1,0.079,0.359,0.226,0.0
CNN2P4,3.346,3.2030000000000003,2.71,2.039
AC011509.2,0.0,0.0,0.0,0.0
AC108724.1,0.0,0.0,0.0,0.0
AP000344.1,0.0,0.0,0.17600000000000002,0.0
SMIM2-AS1,0.162,0.19699999999999998,0.233,0.306
BLZF2P,0.0,0.0,0.062,0.057999999999999996
MIR191,0.0,0.807,0.0,0.0
AC104073.4,0.489,0.8690000000000001,0.46799999999999997,0.7709999999999999
AC022217.3,0.11699999999999999,0.08900000000000001,0.16699999999999998,0.0
RF00019,0.0,0.0,0.0,0.0
AP003396.1,0.0,0.0,0.0,0.0
ACSM3,0.019,0.0,0.019,0.018000000000000002
TEN1,4.848,5.834,4.91,4.968999999999999
ZNF702P,1.9709999999999999,1.794,1.8230000000000002,1.755
EEF1A1P14,0.142,0.21600000000000003,0.35600000000000004,0.239
AC017101.1,0.085,0.0,0.0,0.0
APLNR,0.0,0.0,0.0,0.0
PCDH20,0.01,0.0,0.006999999999999999,0.006999999999999999
RGS8,0.0,0.0,0.0,0.0
ZNF35,5.048,5.335,5.74,5.399
DHRS7,4.73,4.479,3.985,4.519
USP12PY,0.138,0.209,0.132,0.124
HTR7,3.133,3.207,2.903,3.318
TXNDC9,18.104,18.771,16.652,16.949
MIR5196,0.0,0.0,0.304,0.0
AC004947.2,0.0,0.0,0.0,0.0
AC008966.3,0.0,0.076,0.0,0.102
RNU6-702P,0.0,0.0,0.0,0.0
AL353804.2,0.0,0.0,0.0,0.0
RN7SL824P,0.0,0.0,0.0,0.0
ERP29,30.866,31.434,31.379,30.379
CCDC85C,6.122000000000001,6.08,6.236000000000001,6.4
DSCR4-IT1,1.036,0.9329999999999999,0.55,1.1909999999999998
CLDN1,32.166,34.909,32.12,32.3
AC010620.1,0.0,0.0,0.0,0.0
EGFR-AS1,0.0,0.0,0.0,0.0
AL137786.1,0.0,0.0,0.0,0.0
AC013248.1,0.0,0.0,0.0,0.0
TTC38,5.4270000000000005,5.519,5.986000000000001,5.023
ZNHIT6,12.411,12.902000000000001,12.411,13.255999999999998
AC007620.2,0.201,0.038,0.21600000000000003,0.068
RN7SKP143,0.0,0.0,0.0,0.0
RSU1P1,0.0,0.0,0.0,0.0
AC025263.2,5.475,5.08,6.641,5.226
NACAD,0.059000000000000004,0.09,0.07,0.04
AL139011.1,0.17800000000000002,0.18100000000000002,0.17,0.0
ISM2,0.06,0.054000000000000006,0.051,0.064
AC138956.1,0.0,0.442,0.139,0.261
AC002543.1,0.0,0.0,0.0,0.0
AC078918.1,0.0,0.0,0.0,0.0
FMOD,0.0,0.0,0.0,0.0
AC104463.2,0.0,0.0,0.0,0.0
GAR1,25.039,24.796999999999997,26.905,26.816
ADH5P2,0.0,0.0,0.0,0.0
AC131009.1,0.45799999999999996,1.046,0.821,1.082
NIFKP2,0.0,0.0,0.08199999999999999,0.0
LRRIQ3,0.34,0.348,0.29600000000000004,0.28600000000000003
CTH,1.96,1.476,2.001,2.318
RNU6ATAC39P,0.0,0.0,0.0,0.0
RPL10P16,10.475999999999999,12.027999999999999,10.959000000000001,10.156
MIR3671,0.0,0.8440000000000001,0.795,1.496
TUBB8P1,0.0,0.0,0.0,0.0
AC231533.1,0.053,0.08,0.0,0.0
GNGT2,0.0,0.0,0.0,0.0
AC005785.2,0.23199999999999998,0.235,0.222,0.209
AL139174.1,0.22,0.0,0.079,0.149
AC007688.1,0.193,0.391,0.461,0.087
PAICSP1,0.0,0.122,0.0,0.0
ZFY,0.0,0.0,0.013000000000000001,0.0
AC093157.2,0.364,0.111,0.209,0.098
CYP27A1,0.016,0.025,0.07,0.044000000000000004
PLXDC1,0.0,0.016,0.015,0.0
AC025176.1,0.9359999999999999,0.203,1.151,1.082
OR5G3,0.0,0.0,0.0,0.0
TMEM30A,41.636,40.72,41.845,41.76
HCRTR2,0.0,0.0,0.0,0.0
SPATS2,15.937999999999999,15.792,15.85,16.352
FBXL3,2.91,3.168,3.175,2.949
STARD4-AS1,0.121,0.131,0.062,0.105
RF00012,0.0,0.0,0.0,0.0
RAD21,75.142,76.259,75.307,74.402
AL732314.4,0.095,0.0,0.136,0.0
WFDC1,0.0,0.0,0.0,0.0
AC007540.1,0.0,0.0,0.0,0.0
DEFA6,0.0,0.0,0.0,0.0
VAC14,6.91,6.63,6.817,7.104
RF00019,0.0,0.0,0.0,0.0
AC018735.1,0.09699999999999999,0.198,0.18600000000000003,0.08800000000000001
AL157834.1,0.23199999999999998,0.884,0.667,0.157
BANF1P2,0.0,0.0,0.0,0.249
AC003973.1,0.0,0.023,0.043,0.02
