"","SYMBOL","GENEID","len"
"693","TCTEX1D4","ENSG00000188396",763
"694","BTBD19","ENSG00000222009",3520
"695","PTCH2","ENSG00000117425",5334
"696","EIF2B3","ENSG00000070785",3411
"697","HECTD3","ENSG00000126107",5072
"698","UROD","ENSG00000126088",4029
"699","ZSWIM5","ENSG00000162415",6095
"700","HPDL","ENSG00000186603",1785
"701","MUTYH","ENSG00000132781",5793
"703","TOE1","ENSG00000132773",2358
"704","TESK2","ENSG00000070759",3319
"705","CCDC163P","ENSG00000280670",2757
"706","MMACHC","ENSG00000132763",5049
"707","PRDX1","ENSG00000117450",1504
"708","AKR1A1","ENSG00000117448",3121
"709","NASP","ENSG00000132780",8304
"710","CCDC17","ENSG00000159588",3323
"711","GPBP1L1","ENSG00000159592",7433
"712","RPS15AP10","ENSG00000225447",382
"713","TMEM69","ENSG00000159596",1465
"714","IPP","ENSG00000197429",3708
"715","MAST2","ENSG00000086015",8062
"716","PIK3R3","ENSG00000117461",7397
"717","TSPAN1","ENSG00000117472",2370
"718","POMGNT1","ENSG00000085998",6189
"719","LURAP1","ENSG00000171357",1849
"720","RAD54L","ENSG00000085999",4078
"721","LRRC41","ENSG00000132128",8606
"722","UQCRH","ENSG00000173660",1341
"723","NSUN4","ENSG00000117481",8468
"724","FAAH","ENSG00000117480",2724
"725","DMBX1","ENSG00000197587",5068
"726","MKNK1-AS1","ENSG00000269956",2530
"727","KNCN","ENSG00000162456",2810
"728","MKNK1","ENSG00000079277",8070
"729","MOB3C","ENSG00000142961",5916
"730","ATPAF1","ENSG00000123472",5677
"731","TEX38","ENSG00000186118",1464
"732","EFCAB14-AS1","ENSG00000228237",584
"733","EFCAB14","ENSG00000159658",6335
"734","CYP4B1","ENSG00000142973",3466
"735","CYP4Z2P","ENSG00000154198",1598
"736","CYP4A11","ENSG00000187048",3890
"737","CYP4X1","ENSG00000186377",2447
"738","CYP4Z1","ENSG00000186160",2252
"739","CYP4A22","ENSG00000162365",3853
"740","LINC00853","ENSG00000224805",661
"741","PDZK1IP1","ENSG00000162366",1430
"742","TAL1","ENSG00000162367",5700
"743","STIL","ENSG00000123473",7291
"744","CMPK1","ENSG00000162368",3844
"745","FOXE3","ENSG00000186790",1768
"746","FOXD2-AS1","ENSG00000237424",2509
"747","FOXD2","ENSG00000186564",4675
"748","TRABD2B","ENSG00000269113",7524
"749","SKINTL","ENSG00000242267",2010
"750","SLC5A9","ENSG00000117834",4535
"751","SPATA6","ENSG00000132122",5938
"752","AGBL4","ENSG00000186094",7504
"753","BEND5","ENSG00000162373",2142
"754","ELAVL4","ENSG00000162374",8382
"755","DMRTA2","ENSG00000142700",3168
"756","FAF1","ENSG00000185104",7549
"757","CDKN2C","ENSG00000123080",3018
"758","C1orf185","ENSG00000204006",1118
"759","RNF11","ENSG00000123091",3112
"760","TTC39A","ENSG00000085831",9362
"761","EPS15","ENSG00000085832",7378
"762","OSBPL9","ENSG00000117859",10273
"763","NRD1","ENSG00000078618",6773
"765","RAB3B","ENSG00000169213",12780
"766","TXNDC12","ENSG00000117862",2864
"767","KTI12","ENSG00000198841",1708
"768","BTF3L4","ENSG00000134717",5948
"769","ZFYVE9","ENSG00000157077",5809
"770","CC2D1B","ENSG00000154222",7495
"771","ORC1","ENSG00000085840",3121
"772","PRPF38A","ENSG00000134748",5617
"773","ZCCHC11","ENSG00000134744",16199
"774","GPX7","ENSG00000116157",1692
"775","FAM159A","ENSG00000182183",2684
"776","ZYG11B","ENSG00000162378",8206
"777","ZYG11A","ENSG00000203995",4694
"778","ECHDC2","ENSG00000121310",11572
"779","SCP2","ENSG00000116171",8253
"780","PODN","ENSG00000174348",4899
"781","SLC1A7","ENSG00000162383",5407
"782","CPT2","ENSG00000157184",10089
"783","C1orf123","ENSG00000162384",4504
"784","MAGOH","ENSG00000162385",1363
"785","LRP8","ENSG00000157193",19668
"786","SLC25A3P1","ENSG00000236253",3164
"787","DMRTB1","ENSG00000143006",2440
"788","GLIS1","ENSG00000174332",3113
"789","YIPF1","ENSG00000058799",2036
"790","DIO1","ENSG00000211452",2282
"791","HSPB11","ENSG00000081870",3236
"792","LRRC42","ENSG00000116212",2164
"793","LDLRAD1","ENSG00000203985",2376
"794","TMEM59","ENSG00000116209",9149
"795","TCEANC2","ENSG00000116205",12168
"797","CDCP2","ENSG00000157211",3229
"798","CYB5RL","ENSG00000215883",8926
"799","MRPL37","ENSG00000116221",2549
"800","SSBP3","ENSG00000157216",5227
"801","ACOT11","ENSG00000162390",9768
"802","FAM151A","ENSG00000162391",2006
"803","MROH7","ENSG00000184313",9088
"804","TTC4","ENSG00000243725",3488
"805","PARS2","ENSG00000162396",2356
"806","TTC22","ENSG00000006555",6111
"807","C1orf177","ENSG00000162398",1777
"808","DHCR24","ENSG00000116133",6214
"809","TMEM61","ENSG00000143001",1256
"810","BSND","ENSG00000162399",9761
"811","PCSK9","ENSG00000169174",5711
"813","USP24","ENSG00000162402",12023
"814","MIR4422","ENSG00000265822",83
"815","PPAP2B","ENSG00000162407",5272
"816","PRKAA2","ENSG00000162409",9362
"817","C1orf168","ENSG00000187889",4648
"818","C8A","ENSG00000157131",2367
"820","C8B","ENSG00000021852",2732
"822","DAB1","ENSG00000173406",7548
"823","OMA1","ENSG00000162600",3718
"824","TACSTD2","ENSG00000184292",1820
"825","MYSM1","ENSG00000162601",13115
"826","JUN","ENSG00000177606",3257
"827","HSD52","ENSG00000224609",7581
"828","FGGY","ENSG00000172456",12174
"829","MIR4711","ENSG00000266150",70
"830","HOOK1","ENSG00000134709",6614
"831","CYP2J2","ENSG00000134716",2973
"832","C1orf87","ENSG00000162598",4422
"833","NFIA","ENSG00000162599",55886
"834","TM2D1","ENSG00000162604",5516
"835","INADL","ENSG00000132849",11990
"836","L1TD1","ENSG00000240563",3831
"837","KANK4","ENSG00000132854",6814
"838","USP1","ENSG00000162607",3869
"839","DOCK7","ENSG00000116641",24890
"840","ANGPTL3","ENSG00000132855",3371
"841","ATG4C","ENSG00000125703",3116
"842","LINC00466","ENSG00000224209",7361
"843","FOXD3","ENSG00000187140",2562
"844","ALG6","ENSG00000088035",5487
"845","ITGB3BP","ENSG00000142856",5459
"846","EFCAB7","ENSG00000203965",5704
"847","DLEU2L","ENSG00000116652",3555
"848","PGM1","ENSG00000079739",4077
"849","ROR1","ENSG00000185483",6720
"850","UBE2U","ENSG00000177414",1838
"851","CACHD1","ENSG00000158966",7022
"852","MIR4794","ENSG00000264470",77
"853","RAVER2","ENSG00000162437",6070
"854","JAK1","ENSG00000162434",12620
"855","MIR3671","ENSG00000265996",88
"856","MIR101-1","ENSG00000199135",75
"857","AK4","ENSG00000162433",7578
"858","DNAJC6","ENSG00000116675",6958
"859","LEPROT","ENSG00000213625",5237
"860","LEPR","ENSG00000116678",11370
"862","PDE4B","ENSG00000184588",8930
"863","SGIP1","ENSG00000118473",13320
"864","TCTEX1D1","ENSG00000152760",3360
"865","INSL5","ENSG00000172410",715
"866","WDR78","ENSG00000152763",6673
"867","MIER1","ENSG00000198160",8273
"868","SLC35D1","ENSG00000116704",6193
"869","C1orf141","ENSG00000203963",5022
"870","IL23R","ENSG00000162594",3213
"871","IL12RB2","ENSG00000081985",4423
"873","SERBP1","ENSG00000142864",7676
"874","GADD45A","ENSG00000116717",1925
"875","GNG12","ENSG00000172380",4715
"876","GNG12-AS1","ENSG00000232284",3465
"877","DIRAS3","ENSG00000162595",2049
"878","WLS","ENSG00000116729",4459
"879","MIR1262","ENSG00000221203",93
"880","RPE65","ENSG00000116745",2605
"881","DEPDC1","ENSG00000024526",5904
"882","LRRC7","ENSG00000033122",14789
"883","PIN1P1","ENSG00000229359",996
"884","LRRC40","ENSG00000066557",2843
"885","SRSF11","ENSG00000116754",8473
"886","ANKRD13C","ENSG00000118454",6184
"887","HHLA3","ENSG00000197568",1222
"888","CTH","ENSG00000116761",2414
"889","PTGER3","ENSG00000050628",9653
"890","ZRANB2-AS1","ENSG00000235079",967
"891","ZRANB2","ENSG00000132485",4985
"892","MIR186","ENSG00000207721",86
"893","ZRANB2-AS2","ENSG00000229956",14877
"894","NEGR1","ENSG00000172260",13208
"895","NEGR1-IT1","ENSG00000228853",534
"896","LRRIQ3","ENSG00000162620",8759
"897","FPGT-TNNI3K","ENSG00000259030",9896
"898","FPGT","ENSG00000254685",4180
"899","TNNI3K","ENSG00000116783",4733
"900","CRYZ","ENSG00000116791",4085
"901","TYW3","ENSG00000162623",4616
"902","LHX8","ENSG00000162624",3977
"903","SLC44A5","ENSG00000137968",6299
"904","ACADM","ENSG00000117054",4783
"905","RABGGTB","ENSG00000137955",5920
"906","SNORD45C","ENSG00000206620",79
"907","SNORD45A","ENSG00000207241",84
"908","SNORD45B","ENSG00000201487",72
"909","MSH4","ENSG00000057468",3270
"910","ASB17","ENSG00000154007",1080
"911","ST6GALNAC3","ENSG00000184005",7212
"912","ST6GALNAC5","ENSG00000117069",6059
"913","PIGK","ENSG00000142892",5514
"914","AK5","ENSG00000154027",6948
"915","ZZZ3","ENSG00000036549",9008
"916","USP33","ENSG00000077254",6918
"917","FAM73A","ENSG00000180488",10128
"918","NEXN","ENSG00000162614",4436
"920","FUBP1","ENSG00000162613",5666
"921","DNAJB4","ENSG00000162616",3702
"922","GIPC2","ENSG00000137960",3904
"923","MGC27382","ENSG00000237413",2481
"924","PTGFR","ENSG00000122420",5764
"925","IFI44L","ENSG00000137959",10240
"926","IFI44","ENSG00000137965",2038
"927","ELTD1","ENSG00000162618",5798
"928","LPHN2","ENSG00000117114",7754
"929","MIR548AP","ENSG00000264406",96
"930","TTLL7","ENSG00000137941",10547
"931","PRKACB","ENSG00000142875",6730
"932","SAMD13","ENSG00000203943",3455
"933","UOX","ENSG00000240520",2412
"934","DNASE2B","ENSG00000137976",1476
"935","RPF1","ENSG00000117133",2290
"936","GNG5","ENSG00000174021",1128
"937","CTBS","ENSG00000117151",6934
"938","SSX2IP","ENSG00000117155",8639
"939","LPAR3","ENSG00000171517",3536
"940","MCOLN2","ENSG00000153898",3442
"941","MCOLN3","ENSG00000055732",6624
"942","WDR63","ENSG00000162643",3923
"943","MIR4423","ENSG00000266110",80
"944","SYDE2","ENSG00000097096",6405
"945","C1orf52","ENSG00000162642",3420
"946","BCL10","ENSG00000142867",4346
"947","DDAH1","ENSG00000153904",4587
"948","CYR61","ENSG00000142871",2443
"949","ZNHIT6","ENSG00000117174",6203
"950","COL24A1","ENSG00000171502",9568
"951","ODF2L","ENSG00000122417",10898
"952","CLCA2","ENSG00000137975",4406
"953","CLCA1","ENSG00000016490",3310
"954","CLCA4","ENSG00000016602",3447
"955","CLCA3P","ENSG00000153923",3437
"956","SH3GLB1","ENSG00000097033",6881
"957","SEP15","ENSG00000183291",2201
"958","HS2ST1","ENSG00000153936",7426
"959","LMO4","ENSG00000143013",5421
"960","PKN2","ENSG00000065243",6897
"961","GTF2B","ENSG00000137947",2524
"962","CCBL2","ENSG00000137944",2196
"963","RBMXL1","ENSG00000213516",5087
"964","GBP3","ENSG00000117226",4284
"965","GBP1","ENSG00000117228",4862
"966","GBP2","ENSG00000162645",7223
"967","GBP7","ENSG00000213512",2432
"968","GBP4","ENSG00000162654",6141
"969","GBP5","ENSG00000154451",8143
"970","GBP6","ENSG00000183347",2987
"971","GBP1P1","ENSG00000225492",2352
"972","LRRC8B","ENSG00000197147",8213
"973","FLJ27354","ENSG00000231999",11975
"974","LRRC8C","ENSG00000171488",11724
"975","LRRC8D","ENSG00000171492",4852
"976","GEMIN8P4","ENSG00000228175",729
"977","ZNF326","ENSG00000162664",10988
"978","BARHL2","ENSG00000143032",2044
"979","ZNF644","ENSG00000122482",7604
"980","HFM1","ENSG00000162669",5814
"981","CDC7","ENSG00000097046",3599
"982","TGFBR3","ENSG00000069702",8577
"983","BRDT","ENSG00000137948",4334
"984","EPHX4","ENSG00000172031",2250
"985","BTBD8","ENSG00000189195",6887
"987","C1orf146","ENSG00000203910",1086
"988","GLMN","ENSG00000174842",2910
"989","RPAP2","ENSG00000122484",17048
"990","GFI1","ENSG00000162676",5069
"992","EVI5","ENSG00000067208",8276
"993","RPL5","ENSG00000122406",3687
"994","FAM69A","ENSG00000154511",3091
"995","SNORD21","ENSG00000206680",95
"996","SNORA66","ENSG00000207523",133
"997","MTF2","ENSG00000143033",5907
"998","TMED5","ENSG00000117500",9211
"999","CCDC18","ENSG00000122483",5633
"1000","DR1","ENSG00000117505",10925
"1001","FNBP1L","ENSG00000137942",5798
"1002","BCAR3","ENSG00000137936",6919
"1003","MIR760","ENSG00000211575",80
"1004","DNTTIP2","ENSG00000067334",7518
"1005","GCLM","ENSG00000023909",5426
"1006","ABCA4","ENSG00000198691",8547
"1007","ARHGAP29","ENSG00000137962",18370
"1008","ABCD3","ENSG00000117528",7655
"1009","F3","ENSG00000117525",2886
"1010","SLC44A3","ENSG00000143036",2869
"1011","CNN3","ENSG00000117519",2783
"1012","ALG14","ENSG00000172339",9641
"1013","TMEM56","ENSG00000152078",7385
"1014","TMEM56-RWDD3","ENSG00000271092",1961
"1015","RWDD3","ENSG00000122481",1927
"1016","FLJ31662","ENSG00000233907",2755
"1017","PTBP2","ENSG00000117569",12937
"1018","DPYD","ENSG00000188641",7131
"1020","DPYD-AS1","ENSG00000232878",1479
"1021","MIR137HG","ENSG00000225206",9599
"1024","SNX7","ENSG00000162627",2067
"1025","LPPR5","ENSG00000117598",4699
"1026","LPPR4","ENSG00000117600",5540
"1027","PALMD","ENSG00000099260",8074
"1028","MIR548AA1","ENSG00000207704",97
"1029","FRRS1","ENSG00000156869",3958
"1030","AGL","ENSG00000162688",8157
"1031","SLC35A3","ENSG00000117620",18235
"1032","HIAT1","ENSG00000156875",2945
"1033","SASS6","ENSG00000156876",3972
"1034","TRMT13","ENSG00000122435",4134
"1035","LRRC39","ENSG00000122477",1991
"1036","DBT","ENSG00000137992",11303
"1037","RTCA","ENSG00000137996",3037
"1038","MIR553","ENSG00000207750",68
"1039","CDC14A","ENSG00000079335",6510
"1040","GPR88","ENSG00000181656",3492
"1041","VCAM1","ENSG00000162692",6049
"1042","EXTL2","ENSG00000162694",4015
"1043","SLC30A7","ENSG00000162695",8600
"1044","DPH5","ENSG00000117543",2970
"1045","S1PR1","ENSG00000170989",5223
"1046","OLFM3","ENSG00000118733",4483
"1047","DNAJA1P5","ENSG00000162699",943
"1048","COL11A1","ENSG00000060718",9091
"1049","RNPC3","ENSG00000185946",6867
"1050","AMY2B","ENSG00000240038",7491
"1051","ACTG1P4","ENSG00000236085",1122
"1052","AMY2A","ENSG00000243480",1898
"1053","AMY1A","ENSG00000237763",2505
"1054","AMY1C","ENSG00000187733",1632
"1055","AMY1B","ENSG00000174876",2334
"1056","PRMT6","ENSG00000198890",4340
"1057","NTNG1","ENSG00000162631",9138
"1058","VAV3","ENSG00000134215",7306
"1059","VAV3-AS1","ENSG00000230489",619
"1060","SLC25A24","ENSG00000085491",6726
"1061","NBPF4","ENSG00000196427",2586
"1062","NBPF6","ENSG00000186086",2586
"1063","FAM102B","ENSG00000162636",9350
"1064","HENMT1","ENSG00000162639",2426
"1065","PRPF38B","ENSG00000134186",6955
"1066","FNDC7","ENSG00000143107",3090
"1067","STXBP3","ENSG00000116266",5892
"1068","AKNAD1","ENSG00000162641",5039
"1069","GPSM2","ENSG00000121957",9130
"1070","CLCC1","ENSG00000121940",4964
"1071","WDR47","ENSG00000085433",4423
"1072","TAF13","ENSG00000197780",1401
"1073","TMEM167B","ENSG00000215717",3613
"1074","SCARNA2","ENSG00000270066",427
"1075","SCARNA2","ENSG00000278249",420
"1076","C1orf194","ENSG00000179902",1235
"1077","KIAA1324","ENSG00000116299",9194
"1078","SARS","ENSG00000031698",3849
"1079","CELSR2","ENSG00000143126",12830
"1080","PSRC1","ENSG00000134222",2855
"1081","MYBPHL","ENSG00000221986",1759
"1082","SORT1","ENSG00000134243",9127
"1083","PSMA5","ENSG00000143106",5734
"1084","SYPL2","ENSG00000143028",4042
"1085","ATXN7L2","ENSG00000162650",5232
"1086","CYB561D1","ENSG00000174151",5690
"1087","AMIGO1","ENSG00000181754",5141
"1088","GPR61","ENSG00000156097",5057
"1089","GNAI3","ENSG00000065135",9044
"1091","GNAT2","ENSG00000134183",1421
"1092","AMPD2","ENSG00000116337",8938
"1093","GSTM4","ENSG00000168765",5727
"1094","GSTM2","ENSG00000213366",9116
"1095","GSTM1","ENSG00000134184",2512
"1096","GSTM5","ENSG00000134201",6067
"1097","GSTM3","ENSG00000134202",4750
"1098","EPS8L3","ENSG00000198758",3477
"1099","CSF1","ENSG00000184371",5238
"1100","AHCYL1","ENSG00000168710",5035
"1101","STRIP1","ENSG00000143093",7344
"1102","ALX3","ENSG00000156150",1976
"1103","UBL4B","ENSG00000186150",1505
"1104","SLC6A17","ENSG00000197106",6636
"1105","KCNC4","ENSG00000116396",25042
"1106","RBM15","ENSG00000162775",4670
"1107","SLC16A4","ENSG00000168679",3164
"1108","LAMTOR5","ENSG00000134248",2388
"1109","PROK1","ENSG00000143125",1393
"1110","CYMP","ENSG00000240194",1263
"1111","KCNA10","ENSG00000143105",1959
"1112","KCNA2","ENSG00000177301",17379
"1113","KCNA3","ENSG00000177272",2476
"1114","CD53","ENSG00000143119",2152
"1115","LRIF1","ENSG00000121931",3502
"1116","DRAM2","ENSG00000156171",3138
"1117","CEPT1","ENSG00000134255",8418
"1118","DENND2D","ENSG00000162777",6677
"1119","CHI3L2","ENSG00000064886",3295
"1120","CHIAP2","ENSG00000203878",2837
"1121","CHIA","ENSG00000134216",4643
"1122","PIFO","ENSG00000173947",3949
"1123","PGCP1","ENSG00000227179",1358
"1124","OVGP1","ENSG00000085465",2520
"1125","WDR77","ENSG00000116455",2685
"1126","ATP5F1","ENSG00000116459",3138
"1127","C1orf162","ENSG00000143110",2768
"1128","ADORA3","ENSG00000121933",2428
"1130","RAP1A","ENSG00000116473",5532
"1131","FAM212B","ENSG00000197852",6393
"1132","DDX20","ENSG00000064703",5585
"1133","KCND3","ENSG00000171385",7863
"1135","CTTNBP2NL","ENSG00000143079",7371
"1136","WNT2B","ENSG00000134245",12374
"1137","ST7L","ENSG00000007341",8108
"1138","CAPZA1","ENSG00000116489",3495
"1139","MOV10","ENSG00000155363",6509
"1140","RHOC","ENSG00000155366",4028
"1141","PPM1J","ENSG00000155367",2874
"1142","FAM19A3","ENSG00000184599",1282
"1143","SLC16A1","ENSG00000155380",5312
"1144","SLC16A1","ENSG00000281917",5312
"1145","AKR7A2P1","ENSG00000229020",915
"1146","AKR7A2P1","ENSG00000280751",915
"1147","LRIG2","ENSG00000198799",12467
"1148","MAGI3","ENSG00000081026",8414
"1149","PHTF1","ENSG00000116793",7170
"1150","RSBN1","ENSG00000081019",6819
"1151","PTPN22","ENSG00000134242",4497
"1152","AP4B1-AS1","ENSG00000226167",1734
"1153","BCL2L15","ENSG00000188761",9095
"1154","AP4B1","ENSG00000134262",5847
"1155","DCLRE1B","ENSG00000118655",3868
"1156","HIPK1","ENSG00000163349",9148
"1157","OLFML3","ENSG00000116774",2821
"1158","SYT6","ENSG00000134207",5104
"1159","TRIM33","ENSG00000197323",9604
"1160","BCAS2","ENSG00000116752",1289
"1161","DENND2C","ENSG00000175984",7413
"1162","AMPD1","ENSG00000116748",3082
"1163","NRAS","ENSG00000213281",4326
"1165","CSDE1","ENSG00000009307",5778
"1166","SIKE1","ENSG00000052723",5894
"1167","SYCP1","ENSG00000198765",4278
"1168","TSHB","ENSG00000134200",528
"1169","TSPAN2","ENSG00000134198",3413
"1170","NGF","ENSG00000134259",1061
"1172","VANGL1","ENSG00000173218",9045
"1173","CASQ2","ENSG00000118729",2769
"1175","NHLH2","ENSG00000177551",7541
"1176","SLC22A15","ENSG00000163393",5277
"1177","MAB21L3","ENSG00000173212",3256
"1178","ATP1A1","ENSG00000163399",7277
"1179","CD58","ENSG00000116815",1784
"1180","IGSF3","ENSG00000143061",7400
"1181","MIR320B1","ENSG00000211543",79
"1182","CD2","ENSG00000116824",1635
"1183","PTGFRN","ENSG00000134247",6488
"1184","CD101","ENSG00000134256",3828
"1185","TTF2","ENSG00000116830",10158
"1186","MIR942","ENSG00000215930",86
"1187","TRIM45","ENSG00000134253",4368
"1188","VTCN1","ENSG00000134258",3027
"1189","MAN1A2","ENSG00000198162",9667
"1190","FAM46C","ENSG00000183508",5654
"1191","GDAP2","ENSG00000196505",10487
"1192","WDR3","ENSG00000065183",10276
"1193","SPAG17","ENSG00000155761",9828
"1194","TBX15","ENSG00000092607",4344
"1195","WARS2","ENSG00000116874",3847
"1196","HAO2","ENSG00000116882",1877
"1197","HSD3B2","ENSG00000203859",2277
"1198","HSD3B1","ENSG00000203857",2443
"1199","HSD3BP4","ENSG00000203855",1120
"1200","LINC00622","ENSG00000260941",1570
"1201","ZNF697","ENSG00000143067",5579
"1202","PHGDH","ENSG00000092621",9217
"1203","HMGCS2","ENSG00000134240",2565
"1205","REG4","ENSG00000134193",3414
"1206","NBPF7","ENSG00000215864",1332
"1207","ADAM30","ENSG00000134249",2983
"1208","NOTCH2","ENSG00000134250",19930
"1209","FAM72B","ENSG00000188610",3033
"1210","HIST2H2BA","ENSG00000223345",756
"1211","FCGR1B","ENSG00000198019",4234
"1212","SRGAP2D","ENSG00000270872",1021
"1213","EMBP1","ENSG00000231752",5745
"1214","PPIAL4G","ENSG00000236334",3856
"1215","FAM72D","ENSG00000215784",2423
"1216","PPIAL4C","ENSG00000263464",600
"1217","PPIAL4C","ENSG00000270339",660
"1218","PPIAL4C","ENSG00000275974",660
"1219","PPIAL4B","ENSG00000263353",660
"1220","PFN1P2","ENSG00000270392",1849
"1221","NBPF9","ENSG00000269713",9046
"1222","PDE4DIP","ENSG00000178104",27623
"1223","SEC22B","ENSG00000265808",9039
"1224","SEC22B","ENSG00000274423",573
"1226","NOTCH2NL","ENSG00000264343",2957
"1227","NBPF10","ENSG00000271425",14362
"1228","HFE2","ENSG00000168509",2418
"1229","TXNIP","ENSG00000265972",3604
"1230","POLR3GL","ENSG00000121851",1811
"1231","ANKRD34A","ENSG00000272031",3671
"1232","LIX1L","ENSG00000271601",3991
"1233","RBM8A","ENSG00000265241",5585
"1234","GNRHR2","ENSG00000211451",2511
"1235","PEX11B","ENSG00000131779",1718
"1236","ITGA10","ENSG00000143127",6242
"1237","ANKRD35","ENSG00000198483",3363
"1238","PIAS3","ENSG00000131788",4806
"1239","NUDT17","ENSG00000186364",1657
"1240","POLR3C","ENSG00000186141",4690
"1241","RNF115","ENSG00000265491",11059
"1242","CD160","ENSG00000117281",3971
"1243","PDZK1","ENSG00000174827",2480
